lakeID,Date,Time,Depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,turbidity_Fnu,pH,orp_MV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
MHK,7/9/2024,10:12:16,0,26.443,8.65,107.5,0.24,-0.52,NA,8.13,NA,90.5,0.04,59,NA,0,0,0,729
MHK,7/9/2024,10:12:42,0.25,26.44,8.68,107.9,0.26,-0.47,NA,8.03,NA,89.5,0.04,58,NA,0,0,0,728.9
MHK,7/9/2024,10:13:10,0.5,26.441,8.7,108.1,0.25,-0.48,NA,8.01,NA,90.5,0.04,59,NA,0,0,0,728.9
MHK,7/9/2024,10:13:43,0.75,26.443,8.72,108.4,0.29,-0.47,NA,8,NA,90.5,0.04,59,NA,41.76767,-74.15556,386.7,728.9
MHK,7/9/2024,10:14:10,1,26.437,8.74,108.6,0.29,-0.45,NA,7.99,NA,90.7,0.04,59,NA,41.76777,-74.15561,383.9,728.9
MHK,7/9/2024,10:14:41,1.25,26.38,8.71,108.1,0.3,-0.49,NA,7.96,NA,90.7,0.04,59,NA,41.76781,-74.1556,383.7,728.9
MHK,7/9/2024,10:15:05,1.5,26.37,8.71,108.1,0.3,-0.43,NA,7.94,NA,90.8,0.04,59,NA,41.76781,-74.15558,384.1,728.9
MHK,7/9/2024,10:15:30,1.75,26.33,8.71,108,0.29,-0.49,NA,7.93,NA,90.8,0.04,59,NA,41.7678,-74.15559,384.7,728.9
MHK,7/9/2024,10:15:54,2,26.159,8.75,108.2,0.36,-0.47,NA,7.93,NA,91,0.04,59,NA,41.76774,-74.15563,382.5,728.9
MHK,7/9/2024,10:16:21,2.25,25.296,9.23,112.3,0.39,-0.43,NA,8.22,NA,91.2,0.04,59,NA,41.76774,-74.15564,382,728.9
MHK,7/9/2024,10:17:06,2.5,24.862,9.68,116.8,0.35,-0.41,NA,8.52,NA,91.1,0.04,59,NA,41.76775,-74.15564,388,728.9
MHK,7/9/2024,10:17:33,2.75,24.673,9.76,117.5,0.44,-0.35,NA,8.59,NA,91.2,0.04,59,NA,41.76777,-74.15562,391.5,728.9
MHK,7/9/2024,10:18:03,3,23.956,9.63,114.3,0.48,-0.36,NA,8.4,NA,91.5,0.04,59,NA,41.76779,-74.15559,388.2,728.8
MHK,7/9/2024,10:18:41,3.25,23.5,9.51,111.9,0.47,-0.33,NA,8.28,NA,91.1,0.04,59,NA,41.76781,-74.15553,388.9,728.9
MHK,7/9/2024,10:19:25,3.5,22.96,9.4,109.5,0.63,-0.3,NA,8.07,NA,91.3,0.04,59,NA,41.76784,-74.15554,386.8,728.9
MHK,7/9/2024,10:19:51,3.75,22.601,9.45,109.3,0.6,-0.28,NA,8.01,NA,91.2,0.04,59,NA,41.76783,-74.15556,382.8,729
MHK,7/9/2024,10:20:17,4,21.859,9.93,113.3,0.6,-0.24,NA,7.98,NA,91.2,0.04,59,NA,41.76791,-74.15553,382.4,728.9
MHK,7/9/2024,10:20:44,4.25,20.898,10.91,122.2,0.68,-0.16,NA,7.93,NA,91,0.04,59,NA,41.76786,-74.15557,381.5,728.9
