TIME,DATE,FILE NAME,SITE NAME,FAULT CODE,PHYCOCYANIN (RFU)-14C102008,BAROMETER (MMHG)-24C102759,CHLOROPHYLL (RFU)-14C102008,COND (µS/CM)-15F102368,SP COND (µS/CM)-15F102368,TDS (MG/L)-15F102368,SAL (PSU)-15F102368,NLFCOND (µS/CM)-15F102368,DO (% SAT)-13C101369,DO (MG/L)-13C101369,DO (% CB)-13C101369,GPS LATITUDE (°)-24C102759,GPS LONGITUDE (°)-24C102759,ALTITUDE (M)-24C102759,PH-15H100582,PH (MV)-15H100582,CABLE POWER (VOLT)-24C102759,BATTERY POWER (VOLT)-24C102759,TEMP (°C)-15F102368,
11:33:55 AM,11/6/2024,241106-113355-Mohonk.bin,Mohonk,0,5.63,728.4,5.65,71.5,110.6,72,0.05,112.4,2.8,0.35,2.8,41.76786,-74.15559,382.9,,,11.9,2.74,6.494,
11:33:18 AM,11/6/2024,241106-113318-Mohonk.bin,Mohonk,0,3.40,728.5,3.77,71.0,109.8,71,0.05,111.6,2.9,0.36,2.9,41.76785,-74.15565,375.1,,,11.9,2.74,6.502,
11:32:48 AM,11/6/2024,241106-113248-Mohonk.bin,Mohonk,0,-0.15,728.5,0.14,69.1,106.7,69,0.05,108.5,3.1,0.38,3.1,41.76789,-74.15560,369.6,,,11.9,2.74,6.552,
11:32:19 AM,11/6/2024,241106-113219-Mohonk.bin,Mohonk,0,-0.15,728.5,0.11,68.3,105.1,68,0.05,106.8,3.3,0.41,3.3,41.76791,-74.15556,369.2,,,11.9,2.74,6.641,
11:31:56 AM,11/6/2024,241106-113155-Mohonk.bin,Mohonk,0,-0.17,728.5,0.13,67.5,103.4,67,0.05,105.1,3.6,0.44,3.6,41.76789,-74.15558,375.3,,,11.9,2.74,6.804,
11:31:33 AM,11/6/2024,241106-113133-Mohonk.bin,Mohonk,0,-0.18,728.4,0.11,67.0,102.2,66,0.05,103.9,4.0,0.48,4.0,41.76791,-74.15557,376.8,,,11.9,2.74,6.938,
11:31:06 AM,11/6/2024,241106-113106-Mohonk.bin,Mohonk,0,-0.24,728.5,0.10,66.5,100.2,65,0.05,101.9,4.5,0.54,4.5,41.76788,-74.15557,382.3,,,11.9,2.74,7.409,
11:30:38 AM,11/6/2024,241106-113037-Mohonk.bin,Mohonk,0,-0.27,728.4,0.06,65.8,98.1,64,0.05,99.8,5.3,0.63,5.3,41.76790,-74.15558,379.7,,,11.9,2.74,7.754,
11:30:00 AM,11/6/2024,241106-112959-Mohonk.bin,Mohonk,0,-0.28,728.4,0.09,64.7,95.5,62,0.04,97.1,7.6,0.90,7.6,41.76787,-74.15559,379.0,,,11.9,2.74,8.140,
11:29:37 AM,11/6/2024,241106-112937-Mohonk.bin,Mohonk,0,-0.32,728.4,0.07,64.5,94.1,61,0.04,95.7,11.3,1.32,11.3,41.76788,-74.15559,379.8,,,11.9,2.74,8.507,
11:29:15 AM,11/6/2024,241106-112914-Mohonk.bin,Mohonk,0,-0.33,728.4,0.12,65.6,94.1,61,0.04,95.8,16.3,1.87,16.3,41.76789,-74.15557,378.5,,,11.9,2.74,9.131,
11:28:40 AM,11/6/2024,241106-112840-Mohonk.bin,Mohonk,0,-0.26,728.5,0.38,66.1,93.5,61,0.04,95.1,23.3,2.65,23.3,41.76790,-74.15557,379.0,,,11.9,2.74,9.695,
11:28:13 AM,11/6/2024,241106-112812-Mohonk.bin,Mohonk,0,-0.35,728.4,0.09,66.6,93.6,61,0.04,95.3,30.6,3.47,30.6,41.76787,-74.15556,386.0,,,11.9,2.74,9.880,
11:27:25 AM,11/6/2024,241106-112724-Mohonk.bin,Mohonk,0,-0.17,728.5,0.24,67.1,93.0,60,0.04,94.6,48.4,5.41,48.4,41.76793,-74.15554,390.2,,,11.9,2.74,10.415,
11:27:02 AM,11/6/2024,241106-112701-Mohonk.bin,Mohonk,0,-0.33,728.5,0.19,67.4,92.5,60,0.04,94.1,63.4,7.02,63.4,41.76793,-74.15549,391.7,,,11.9,2.74,10.791,
11:26:35 AM,11/6/2024,241106-112635-Mohonk.bin,Mohonk,0,-0.41,728.5,0.08,67.5,91.8,60,0.04,93.4,79.1,8.69,79.1,41.76790,-74.15550,392.3,,,11.9,2.74,11.178,
11:26:05 AM,11/6/2024,241106-112605-Mohonk.bin,Mohonk,0,-0.40,728.6,0.17,67.8,91.2,59,0.04,92.8,87.3,9.50,87.3,41.76791,-74.15548,390.9,,,11.9,2.74,11.562,
11:25:38 AM,11/6/2024,241106-112537-Mohonk.bin,Mohonk,0,-0.42,728.5,0.08,67.8,91.1,59,0.04,92.7,88.5,9.62,88.5,41.76788,-74.15553,388.8,,,11.9,2.74,11.611,
11:25:10 AM,11/6/2024,241106-112509-Mohonk.bin,Mohonk,0,-0.39,728.5,0.14,67.8,91.1,59,0.04,92.7,88.8,9.66,88.8,41.76788,-74.15555,388.4,,,11.9,2.74,11.623,
11:24:48 AM,11/6/2024,241106-112447-Mohonk.bin,Mohonk,0,-0.40,728.5,0.09,67.9,91.1,59,0.04,92.7,89.2,9.69,89.2,41.76788,-74.15557,382.0,,,11.9,2.74,11.628,
11:24:23 AM,11/6/2024,241106-112422-Mohonk.bin,Mohonk,0,-0.42,728.4,0.09,67.8,91.1,59,0.04,92.7,89.7,9.74,89.7,41.76791,-74.15556,381.7,,,11.9,2.74,11.646,
11:23:58 AM,11/6/2024,241106-112357-Mohonk.bin,Mohonk,0,-0.36,728.4,0.12,67.9,91.1,59,0.04,92.7,90.2,9.80,90.2,41.76791,-74.15556,378.7,,,11.9,2.74,11.665,
11:23:30 AM,11/6/2024,241106-112329-Mohonk.bin,Mohonk,0,-0.39,728.5,0.10,67.9,91.0,59,0.04,92.6,90.5,9.82,90.5,41.76794,-74.15553,376.4,,,11.9,2.74,11.678,
11:23:05 AM,11/6/2024,241106-112304-Mohonk.bin,Mohonk,0,-0.42,728.4,0.09,67.8,91.0,59,0.04,92.5,90.6,9.83,90.6,41.76790,-74.15555,385.1,,,11.9,2.74,11.683,
11:22:07 AM,11/6/2024,241106-112206-Mohonk.bin,Mohonk,0,-0.42,728.5,0.12,67.8,90.9,59,0.04,92.5,91.4,9.91,91.4,41.76780,-74.15553,378.2,,,11.9,2.74,11.703,
11:21:43 AM,11/6/2024,241106-112143-Mohonk.bin,Mohonk,0,-0.39,728.5,0.13,68.0,91.0,59,0.04,92.6,91.6,9.93,91.6,41.76775,-74.15549,376.3,,,11.9,2.74,11.735,
11:21:17 AM,11/6/2024,241106-112117-Mohonk.bin,Mohonk,0,-0.33,728.4,0.13,68.1,90.9,59,0.04,92.5,91.9,9.93,91.9,41.76772,-74.15546,371.6,,,11.9,2.74,11.871,
11:20:53 AM,11/6/2024,241106-112053-Mohonk.bin,Mohonk,0,-0.39,728.5,0.17,68.2,90.9,59,0.04,92.4,92.4,9.97,92.4,41.76777,-74.15549,366.6,,,11.9,2.74,11.926,
11:20:30 AM,11/6/2024,241106-112030-Mohonk.bin,Mohonk,0,-0.39,728.5,0.20,68.3,90.9,59,0.04,92.5,92.7,10.00,92.7,41.76786,-74.15556,370.0,,,11.9,2.74,11.951,
11:20:01 AM,11/6/2024,241106-112001-Mohonk.bin,Mohonk,0,-0.41,728.5,0.14,68.4,91.0,59,0.04,92.6,92.9,10.01,92.9,41.76789,-74.15560,377.6,,,11.9,2.74,12.016,
11:19:38 AM,11/6/2024,241106-111938-Mohonk.bin,Mohonk,0,-0.44,728.5,0.08,68.5,90.8,59,0.04,92.4,93.3,10.02,93.3,41.76790,-74.15557,385.9,,,11.9,2.74,12.150,
11:19:14 AM,11/6/2024,241106-111913-Mohonk.bin,Mohonk,0,-0.46,728.5,0.11,68.5,90.8,59,0.04,92.4,93.4,10.03,93.4,41.76790,-74.15556,387.8,,,11.9,2.74,12.165,
11:18:45 AM,11/6/2024,241106-111845-Mohonk.bin,Mohonk,0,-0.46,728.5,0.08,68.5,90.8,59,0.04,92.3,93.4,10.03,93.4,41.76790,-74.15555,388.5,,,11.9,2.74,12.167,
11:18:20 AM,11/6/2024,241106-111820-Mohonk.bin,Mohonk,0,-0.45,728.5,0.09,68.5,90.8,59,0.04,92.3,93.5,10.03,93.5,41.76789,-74.15556,386.7,,,11.9,2.74,12.170,
11:17:57 AM,11/6/2024,241106-111757-Mohonk.bin,Mohonk,0,-0.42,728.5,0.17,68.5,90.7,59,0.04,92.3,93.5,10.04,93.5,41.76789,-74.15558,383.9,,,11.9,2.74,12.172,
11:17:32 AM,11/6/2024,241106-111732-Mohonk.bin,Mohonk,0,-0.45,728.5,0.12,68.5,90.7,59,0.04,92.3,93.6,10.04,93.6,41.76788,-74.15559,383.4,,,11.9,2.74,12.175,
11:17:08 AM,11/6/2024,241106-111708-Mohonk.bin,Mohonk,0,-0.47,728.4,0.09,68.5,90.7,59,0.04,92.2,93.6,10.04,93.6,41.76788,-74.15559,383.7,,,11.9,2.74,12.177,
11:16:43 AM,11/6/2024,241106-111643-Mohonk.bin,Mohonk,0,-0.45,728.4,0.11,68.5,90.6,59,0.04,92.2,93.6,10.04,93.6,41.76788,-74.15559,384.0,,,11.9,2.74,12.186,
11:16:19 AM,11/6/2024,241106-111618-Mohonk.bin,Mohonk,0,-0.48,728.5,0.09,68.5,90.6,59,0.04,92.2,93.6,10.04,93.6,41.76788,-74.15559,385.3,,,11.9,2.74,12.195,
11:15:54 AM,11/6/2024,241106-111554-Mohonk.bin,Mohonk,0,-0.42,728.5,0.13,68.5,90.6,59,0.04,92.2,93.6,10.04,93.6,41.76788,-74.15559,383.8,,,11.9,2.74,12.209,
11:15:26 AM,11/6/2024,241106-111525-Mohonk.bin,Mohonk,0,-0.44,728.5,0.11,68.6,90.6,59,0.04,92.2,93.8,10.04,93.8,41.76789,-74.15559,381.9,,,11.9,2.74,12.255,
11:14:59 AM,11/6/2024,241106-111459-Mohonk.bin,Mohonk,0,-0.48,728.5,0.09,68.6,90.6,59,0.04,92.1,93.9,10.04,93.9,41.76791,-74.15556,379.6,,,11.9,2.74,12.337,
11:14:29 AM,11/6/2024,241106-111429-Mohonk.bin,Mohonk,0,-0.46,728.5,0.09,68.7,90.6,59,0.04,92.1,94.1,10.05,94.1,41.76789,-74.15559,383.8,,,11.9,2.74,12.383,
11:14:02 AM,11/6/2024,241106-111402-Mohonk.bin,Mohonk,0,-0.49,728.5,0.04,68.8,90.5,59,0.04,92.0,94.3,10.06,94.3,41.76788,-74.15558,385.6,,,11.9,2.74,12.437,
11:13:35 AM,11/6/2024,241106-111334-Mohonk.bin,Mohonk,0,-0.41,728.5,0.08,68.8,90.4,59,0.04,92.0,94.3,10.05,94.3,41.76788,-74.15557,383.8,,,11.9,2.74,12.445,
11:13:07 AM,11/6/2024,241106-111306-Mohonk.bin,Mohonk,0,-0.49,728.5,0.07,68.8,90.4,59,0.04,92.0,94.2,10.05,94.2,41.76788,-74.15560,385.7,,,11.9,2.74,12.459,
11:12:42 AM,11/6/2024,241106-111242-Mohonk.bin,Mohonk,0,-0.44,728.5,0.10,68.8,90.5,59,0.04,92.0,94.3,10.04,94.3,41.76788,-74.15561,382.9,,,12.0,2.74,12.488,
11:12:23 AM,11/6/2024,241106-111222-Mohonk.bin,Mohonk,0,-0.46,728.5,0.14,68.8,90.4,59,0.04,91.9,94.3,10.05,94.3,41.76787,-74.15563,385.8,,,11.9,2.74,12.473,
11:11:57 AM,11/6/2024,241106-111156-Mohonk.bin,Mohonk,0,-0.49,728.5,0.13,68.8,90.4,59,0.04,92.0,94.5,10.07,94.5,41.76788,-74.15561,381.3,,,11.9,2.74,12.482,
11:10:01 AM,10/30/2024,241030-111000-Mohonk.bin,Mohonk,0,2.83,736.0,2.05,69.4,107.1,70,0.05,108.8,2.6,0.32,2.6,41.76764,-74.15575,430.8,,,11.9,2.76,6.567,
11:09:38 AM,10/30/2024,241030-110938-Mohonk.bin,Mohonk,0,0.79,736.0,0.96,67.7,104.3,68,0.05,106.0,2.6,0.32,2.6,41.76765,-74.15577,430.4,,,11.9,2.76,6.631,
11:09:13 AM,10/30/2024,241030-110913-Mohonk.bin,Mohonk,0,-0.12,736.0,0.10,66.5,102.1,66,0.05,103.8,2.7,0.33,2.7,41.76771,-74.15584,432.3,,,11.9,2.76,6.753,
11:08:51 AM,10/30/2024,241030-110851-Mohonk.bin,Mohonk,0,-0.16,736.0,0.07,65.8,100.7,65,0.05,102.4,2.8,0.34,2.8,41.76759,-74.15574,432.2,,,11.9,2.76,6.855,
11:08:22 AM,10/30/2024,241030-110822-Mohonk.bin,Mohonk,0,-0.14,736.0,0.09,65.7,100.4,65,0.05,102.1,3.0,0.36,3.0,41.76764,-74.15578,430.4,,,11.9,2.76,6.892,
11:07:09 AM,10/30/2024,241030-110709-Mohonk.bin,Mohonk,0,-0.17,736.0,0.08,65.5,99.6,65,0.05,101.3,3.5,0.42,3.5,41.76782,-74.15583,430.1,,,11.9,2.76,7.080,
11:06:31 AM,10/30/2024,241030-110631-Mohonk.bin,Mohonk,0,-0.19,736.0,0.10,65.4,98.9,64,0.05,100.5,3.9,0.47,3.9,41.76790,-74.15578,426.8,,,11.9,2.76,7.271,
11:05:59 AM,10/30/2024,241030-110558-Mohonk.bin,Mohonk,0,-0.25,736.0,0.07,64.2,96.1,62,0.04,97.8,4.7,0.56,4.7,41.76783,-74.15578,425.2,,,11.9,2.76,7.593,
11:05:36 AM,10/30/2024,241030-110535-Mohonk.bin,Mohonk,0,-0.23,736.0,0.10,63.5,94.7,62,0.04,96.4,5.6,0.66,5.6,41.76780,-74.15576,422.8,,,11.9,2.76,7.766,
11:05:08 AM,10/30/2024,241030-110508-Mohonk.bin,Mohonk,0,-0.31,736.1,0.04,63.3,93.6,61,0.04,95.2,7.7,0.91,7.7,41.76772,-74.15575,421.1,,,11.9,2.76,8.085,
11:04:44 AM,10/30/2024,241030-110444-Mohonk.bin,Mohonk,0,-0.29,736.2,0.08,64.0,94.1,61,0.04,95.7,10.9,1.28,10.9,41.76771,-74.15576,419.1,,,11.9,2.76,8.266,
11:04:20 AM,10/30/2024,241030-110419-Mohonk.bin,Mohonk,0,-0.34,736.0,0.06,64.6,94.0,61,0.04,95.7,15.8,1.84,15.8,41.76765,-74.15574,421.1,,,11.9,2.76,8.593,
11:03:54 AM,10/30/2024,241030-110354-Mohonk.bin,Mohonk,0,-0.31,736.0,0.09,65.2,94.0,61,0.04,95.7,22.0,2.54,22.0,41.76767,-74.15575,421.5,,,11.9,2.76,8.969,
11:03:26 AM,10/30/2024,241030-110325-Mohonk.bin,Mohonk,0,-0.32,736.0,0.11,66.0,93.7,61,0.04,95.4,29.3,3.35,29.3,41.76775,-74.15566,407.9,,,11.9,2.76,9.522,
11:02:54 AM,10/30/2024,241030-110254-Mohonk.bin,Mohonk,0,-0.32,736.0,0.20,66.8,93.7,61,0.04,95.4,36.8,4.15,36.8,41.76781,-74.15559,398.6,,,11.9,2.76,9.977,
11:02:05 AM,10/30/2024,241030-110204-Mohonk.bin,Mohonk,0,-0.37,736.1,0.14,68.0,93.6,61,0.04,95.3,54.1,6.01,54.1,41.76788,-74.15550,385.0,,,11.9,2.76,10.652,
11:01:34 AM,10/30/2024,241030-110134-Mohonk.bin,Mohonk,0,-0.37,736.0,0.13,68.8,91.7,60,0.04,93.3,88.2,9.52,88.2,41.76790,-74.15549,384.3,,,11.9,2.76,11.913,
11:01:06 AM,10/30/2024,241030-110105-Mohonk.bin,Mohonk,0,-0.38,736.2,0.11,68.9,91.1,59,0.04,92.6,90.5,9.70,90.5,41.76789,-74.15552,383.8,,,11.9,2.76,12.232,
11:00:34 AM,10/30/2024,241030-110033-Mohonk.bin,Mohonk,0,-0.38,736.1,0.17,68.9,91.1,59,0.04,92.7,90.6,9.71,90.6,41.76788,-74.15554,385.9,,,11.9,2.76,12.234,
11:00:11 AM,10/30/2024,241030-110010-Mohonk.bin,Mohonk,0,-0.39,736.1,0.15,68.9,91.1,59,0.04,92.6,90.6,9.71,90.6,41.76791,-74.15552,378.1,,,11.9,2.76,12.238,
10:59:37 AM,10/30/2024,241030-105937-Mohonk.bin,Mohonk,0,-0.34,736.1,0.17,68.9,91.1,59,0.04,92.7,90.6,9.70,90.6,41.76790,-74.15553,382.8,,,11.9,2.76,12.243,
10:59:15 AM,10/30/2024,241030-105914-Mohonk.bin,Mohonk,0,-0.40,736.2,0.12,68.9,91.1,59,0.04,92.7,90.5,9.70,90.5,41.76788,-74.15554,384.2,,,11.9,2.76,12.246,
10:58:48 AM,10/30/2024,241030-105848-Mohonk.bin,Mohonk,0,-0.39,736.2,0.13,68.9,91.1,59,0.04,92.6,90.5,9.70,90.5,41.76788,-74.15554,384.8,,,11.9,2.76,12.247,
10:58:27 AM,10/30/2024,241030-105827-Mohonk.bin,Mohonk,0,-0.39,736.1,0.15,69.0,91.2,59,0.04,92.7,90.5,9.70,90.5,41.76789,-74.15554,384.5,,,11.9,2.76,12.252,
10:57:43 AM,10/30/2024,241030-105742-Mohonk.bin,Mohonk,0,-0.40,736.1,0.10,69.0,91.1,59,0.04,92.7,90.6,9.70,90.6,41.76789,-74.15553,384.9,,,11.9,2.76,12.262,
10:57:12 AM,10/30/2024,241030-105711-Mohonk.bin,Mohonk,0,-0.37,736.2,0.11,69.0,91.1,59,0.04,92.7,90.7,9.71,90.7,41.76790,-74.15553,383.1,,,11.9,2.76,12.289,
10:56:44 AM,10/30/2024,241030-105644-Mohonk.bin,Mohonk,0,-0.38,736.2,0.12,69.0,91.1,59,0.04,92.6,90.8,9.72,90.8,41.76791,-74.15552,381.8,,,11.9,2.76,12.300,
10:56:18 AM,10/30/2024,241030-105617-Mohonk.bin,Mohonk,0,-0.36,736.2,0.15,69.0,91.1,59,0.04,92.7,90.9,9.72,90.9,41.76793,-74.15554,376.8,,,11.9,2.76,12.302,
10:55:37 AM,10/30/2024,241030-105536-Mohonk.bin,Mohonk,0,-0.31,736.2,0.14,69.0,91.1,59,0.04,92.6,90.9,9.73,90.9,41.76795,-74.15547,375.1,,,11.9,2.76,12.306,
10:55:13 AM,10/30/2024,241030-105513-Mohonk.bin,Mohonk,0,-0.37,736.1,0.11,69.0,91.1,59,0.04,92.6,90.9,9.73,90.9,0.00000,0.00000,0.0,,,11.9,2.76,12.306,
10:54:49 AM,10/30/2024,241030-105449-Mohonk.bin,Mohonk,0,-0.33,736.1,0.10,69.0,91.1,59,0.04,92.7,91.0,9.74,91.0,0.00000,0.00000,0.0,,,11.9,2.76,12.305,
10:54:19 AM,10/30/2024,241030-105419-Mohonk.bin,Mohonk,0,-0.36,736.2,0.16,69.0,91.1,59,0.04,92.7,91.1,9.75,91.1,0.00000,0.00000,0.0,,,11.9,2.76,12.320,
10:53:56 AM,10/30/2024,241030-105356-Mohonk.bin,Mohonk,0,-0.40,736.2,0.12,69.0,91.0,59,0.04,92.6,91.1,9.75,91.1,0.00000,0.00000,0.0,,,11.9,2.76,12.321,
10:53:23 AM,10/30/2024,241030-105322-Mohonk.bin,Mohonk,0,-0.38,736.2,0.10,69.0,91.0,59,0.04,92.6,91.1,9.75,91.1,0.00000,0.00000,0.0,,,11.9,2.75,12.322,
10:52:58 AM,10/30/2024,241030-105257-Mohonk.bin,Mohonk,0,-0.39,736.1,0.14,69.0,91.1,59,0.04,92.6,91.2,9.75,91.2,41.76780,-74.15565,400.2,,,11.9,2.76,12.321,
10:52:33 AM,10/30/2024,241030-105233-Mohonk.bin,Mohonk,0,-0.39,736.2,0.12,69.0,91.0,59,0.04,92.6,91.2,9.75,91.2,41.76781,-74.15563,398.1,,,11.9,2.76,12.320,
10:51:44 AM,10/30/2024,241030-105144-Mohonk.bin,Mohonk,0,-0.42,736.1,0.10,69.0,91.0,59,0.04,92.6,91.2,9.75,91.2,41.76780,-74.15565,402.3,,,11.9,2.76,12.322,
10:51:19 AM,10/30/2024,241030-105119-Mohonk.bin,Mohonk,0,-0.37,736.2,0.15,69.0,91.0,59,0.04,92.6,91.2,9.76,91.2,41.76780,-74.15564,398.3,,,11.9,2.76,12.321,
10:50:31 AM,10/30/2024,241030-105030-Mohonk.bin,Mohonk,0,-0.40,736.2,0.12,69.0,91.0,59,0.04,92.6,91.2,9.76,91.2,0.00000,0.00000,0.0,,,11.9,2.75,12.322,
10:50:04 AM,10/30/2024,241030-105003-Mohonk.bin,Mohonk,0,-0.39,736.2,0.15,69.0,91.0,59,0.04,92.6,91.3,9.76,91.3,0.00000,0.00000,0.0,,,11.9,2.75,12.321,
10:49:37 AM,10/30/2024,241030-104936-Mohonk.bin,Mohonk,0,-0.37,736.2,0.13,69.0,91.0,59,0.04,92.6,91.3,9.76,91.3,0.00000,0.00000,0.0,,,11.9,2.75,12.322,
10:49:01 AM,10/30/2024,241030-104901-Mohonk.bin,Mohonk,0,-0.39,736.2,0.16,69.0,91.0,59,0.04,92.6,91.3,9.77,91.3,41.76795,-74.15553,373.3,,,11.9,2.75,12.319,
10:47:45 AM,10/30/2024,241030-104744-Mohonk.bin,Mohonk,0,-0.39,736.2,0.10,69.0,91.0,59,0.04,92.6,91.2,9.76,91.2,41.76787,-74.15559,388.6,,,11.9,2.75,12.307,
10:47:31 AM,10/30/2024,241030-104731-Mohonk.bin,Mohonk,0,-0.41,736.2,0.12,68.9,91.0,59,0.04,92.6,91.2,9.76,91.2,41.76785,-74.15559,396.0,,,11.9,2.76,12.306,
10:47:01 AM,10/30/2024,241030-104700-Mohonk.bin,Mohonk,0,-0.42,736.3,0.08,68.9,91.0,59,0.04,92.5,91.3,9.77,91.3,41.76783,-74.15557,403.1,,,12.0,2.75,12.304,
10:46:35 AM,10/30/2024,241030-104635-Mohonk.bin,Mohonk,0,-0.38,736.2,0.13,68.9,90.9,59,0.04,92.5,91.5,9.79,91.5,41.76789,-74.15553,401.5,,,11.9,2.75,12.310,
10:45:57 AM,10/30/2024,241030-104556-Mohonk.bin,Mohonk,0,-0.41,736.3,0.11,69.0,91.0,59,0.04,92.6,91.6,9.80,91.6,41.76786,-74.15554,400.9,,,11.9,2.75,12.312,
10:45:29 AM,10/30/2024,241030-104529-Mohonk.bin,Mohonk,0,-0.40,736.2,0.12,69.0,91.0,59,0.04,92.6,91.7,9.81,91.7,41.76787,-74.15572,400.6,,,11.9,2.75,12.313,
10:44:53 AM,10/30/2024,241030-104453-Mohonk.bin,Mohonk,0,-0.40,736.3,0.13,68.9,91.0,59,0.04,92.5,91.8,9.82,91.8,0.00000,0.00000,0.0,,,11.9,2.75,12.316,
10:44:16 AM,10/30/2024,241030-104416-Mohonk.bin,Mohonk,0,-0.39,736.3,0.17,69.0,91.0,59,0.04,92.6,92.0,9.85,92.0,0.00000,0.00000,0.0,,,11.9,2.75,12.319,
11:02:55 AM,10/23/2024,241023-110254-Mohonk.bin,Mohonk,0,0.29,730.2,0.45,65.4,91.5,59,0.04,93.1,25.2,2.83,25.2,41.76779,-74.15566,384.5,,,11.9,2.76,10.084,
11:00:17 AM,10/23/2024,241023-110016-Mohonk.bin,Mohonk,0,2.09,730.3,1.37,70.2,109.1,71,0.05,110.9,2.9,0.36,2.9,41.76785,-74.15554,383.5,,,11.9,2.76,6.331,
10:59:54 AM,10/23/2024,241023-105954-Mohonk.bin,Mohonk,0,0.01,730.3,0.17,69.2,107.6,70,0.05,109.3,2.9,0.36,2.9,41.76784,-74.15554,389.0,,,11.9,2.76,6.334,
10:59:30 AM,10/23/2024,241023-105929-Mohonk.bin,Mohonk,0,-0.08,730.3,0.12,67.9,105.4,68,0.05,107.1,3.1,0.39,3.1,41.76789,-74.15551,374.1,,,11.9,2.76,6.395,
10:59:05 AM,10/23/2024,241023-105904-Mohonk.bin,Mohonk,0,-0.08,730.3,0.12,67.5,104.5,68,0.05,106.2,3.4,0.41,3.4,41.76785,-74.15556,388.3,,,11.9,2.76,6.459,
10:58:42 AM,10/23/2024,241023-105841-Mohonk.bin,Mohonk,0,-0.13,730.3,0.11,66.8,102.9,67,0.05,104.6,3.6,0.44,3.6,41.76790,-74.15565,388.0,,,11.9,2.76,6.634,
10:58:17 AM,10/23/2024,241023-105816-Mohonk.bin,Mohonk,0,-0.15,730.3,0.10,66.2,101.3,66,0.05,103.0,4.0,0.49,4.0,41.76783,-74.15554,398.1,,,11.9,2.76,6.848,
10:57:52 AM,10/23/2024,241023-105751-Mohonk.bin,Mohonk,0,-0.17,730.2,0.13,65.6,99.7,65,0.05,101.4,4.6,0.56,4.6,41.76787,-74.15556,388.5,,,11.9,2.76,7.105,
10:57:25 AM,10/23/2024,241023-105724-Mohonk.bin,Mohonk,0,-0.20,730.3,0.09,64.5,97.6,63,0.05,99.3,5.8,0.71,5.8,41.76785,-74.15552,392.6,,,11.9,2.76,7.244,
10:56:56 AM,10/23/2024,241023-105656-Mohonk.bin,Mohonk,0,-0.25,730.3,0.08,63.0,94.4,61,0.04,96.0,8.8,1.06,8.8,41.76786,-74.15558,394.1,,,11.9,2.76,7.550,
10:56:33 AM,10/23/2024,241023-105633-Mohonk.bin,Mohonk,0,-0.24,730.3,0.20,63.3,93.6,61,0.04,95.2,12.7,1.50,12.7,41.76785,-74.15558,393.2,,,11.9,2.76,8.053,
10:56:06 AM,10/23/2024,241023-105606-Mohonk.bin,Mohonk,0,-0.26,730.3,0.11,63.8,93.6,61,0.04,95.2,19.7,2.32,19.7,41.76781,-74.15558,387.1,,,11.9,2.75,8.328,
10:55:39 AM,10/23/2024,241023-105538-Mohonk.bin,Mohonk,0,-0.19,730.3,0.15,64.4,93.3,61,0.04,94.9,27.5,3.19,27.5,41.76736,-74.15562,378.8,,,11.9,2.76,8.780,
10:55:12 AM,10/23/2024,241023-105511-Mohonk.bin,Mohonk,0,-0.21,730.3,0.16,65.0,92.7,60,0.04,94.3,34.8,3.98,34.8,41.76788,-74.15557,380.8,,,12.0,2.76,9.372,
10:54:42 AM,10/23/2024,241023-105442-Mohonk.bin,Mohonk,0,-0.10,730.3,0.46,65.8,92.4,60,0.04,94.0,40.2,4.54,40.2,41.76791,-74.15555,378.6,,,11.9,2.75,9.924,
10:54:17 AM,10/23/2024,241023-105417-Mohonk.bin,Mohonk,0,-0.13,730.3,0.37,66.1,92.5,60,0.04,94.2,44.5,5.02,44.5,41.76788,-74.15562,385.8,,,11.9,2.75,10.051,
10:53:43 AM,10/23/2024,241023-105343-Mohonk.bin,Mohonk,0,-0.13,730.4,0.37,66.9,91.8,60,0.04,93.4,52.2,5.79,52.2,41.76786,-74.15558,377.4,,,11.9,2.75,10.783,
10:53:13 AM,10/23/2024,241023-105313-Mohonk.bin,Mohonk,0,-0.24,730.4,0.23,67.7,91.8,60,0.04,93.4,60.2,6.59,60.2,41.76781,-74.15553,393.0,,,11.9,2.75,11.249,
10:52:48 AM,10/23/2024,241023-105247-Mohonk.bin,Mohonk,0,-0.29,730.3,0.20,68.0,91.2,59,0.04,92.7,67.4,7.31,67.4,0.00000,0.00000,0.0,,,11.9,2.75,11.692,
10:52:19 AM,10/23/2024,241023-105218-Mohonk.bin,Mohonk,0,-0.31,730.4,0.19,68.2,90.8,59,0.04,92.4,73.4,7.92,73.4,41.76783,-74.15549,388.3,,,11.9,2.75,11.977,
10:51:55 AM,10/23/2024,241023-105155-Mohonk.bin,Mohonk,0,-0.31,730.4,0.18,68.6,90.7,59,0.04,92.2,79.1,8.47,79.1,41.76783,-74.15564,386.6,,,11.9,2.75,12.275,
10:51:31 AM,10/23/2024,241023-105130-Mohonk.bin,Mohonk,0,-0.37,730.4,0.14,69.0,90.2,59,0.04,91.8,84.6,8.97,84.6,41.76778,-74.15556,387.5,,,11.9,2.75,12.699,
10:51:05 AM,10/23/2024,241023-105105-Mohonk.bin,Mohonk,0,-0.38,730.4,0.15,69.3,90.0,59,0.04,91.6,87.1,9.19,87.1,41.76774,-74.15552,388.8,,,11.9,2.75,12.927,
