TIME,DATE,FILE NAME,SITE NAME,FAULT CODE,PHYCOCYANIN (RFU)-14C102008,BAROMETER (MMHG)-24C102759,CHLOROPHYLL (RFU)-14C102008,COND (µS/CM)-15F102368,SP COND (µS/CM)-15F102368,TDS (MG/L)-15F102368,SAL (PSU)-15F102368,NLFCOND (µS/CM)-15F102368,DO (% SAT)-13C101369,DO (MG/L)-13C101369,DO (% CB)-13C101369,GPS LATITUDE (°)-24C102759,GPS LONGITUDE (°)-24C102759,ALTITUDE (M)-24C102759,PH-15H100582,PH (MV)-15H100582,CABLE POWER (VOLT)-24C102759,BATTERY POWER (VOLT)-24C102759,TEMP (°C)-15F102368,
12:19:57 AM,7/3/2024,240703-001957-Mohonk.bin,Mohonk,0,-0.37,734.6,0.37,88.7,91.2,59,0.04,91.4,106.3,9.02,106.3,0.00000,0.00000,0.0,7.84,-62.9,11.9,2.85,23.558,
12:19:22 AM,7/3/2024,240703-001922-Mohonk.bin,Mohonk,0,-0.34,734.6,0.33,88.7,91.2,59,0.04,91.4,106.3,9.02,106.3,0.00000,0.00000,0.0,7.84,-62.8,11.9,2.85,23.582,
12:18:54 AM,7/3/2024,240703-001854-Mohonk.bin,Mohonk,0,-0.38,734.6,0.28,88.7,91.1,59,0.04,91.4,106.4,9.02,106.4,0.00000,0.00000,0.0,7.84,-62.8,11.9,2.85,23.601,
12:18:26 AM,7/3/2024,240703-001826-Mohonk.bin,Mohonk,0,-0.39,734.6,0.27,88.8,91.2,59,0.04,91.4,106.6,9.03,106.6,0.00000,0.00000,0.0,7.84,-62.7,11.9,2.85,23.638,
12:18:00 AM,7/3/2024,240703-001800-Mohonk.bin,Mohonk,0,-0.37,734.5,0.27,88.8,91.2,59,0.04,91.4,106.6,9.03,106.6,0.00000,0.00000,0.0,7.84,-62.6,11.9,2.85,23.640,
12:17:32 AM,7/3/2024,240703-001732-Mohonk.bin,Mohonk,0,-0.34,734.6,0.30,89.0,91.2,59,0.04,91.4,106.3,9.00,106.3,0.00000,0.00000,0.0,7.80,-60.3,11.9,2.85,23.703,
12:16:58 AM,7/3/2024,240703-001658-Mohonk.bin,Mohonk,0,-0.37,734.6,0.28,89.0,91.2,59,0.04,91.5,106.2,8.99,106.2,0.00000,0.00000,0.0,7.80,-60.5,11.9,2.85,23.709,
12:16:30 AM,7/3/2024,240703-001630-Mohonk.bin,Mohonk,0,-0.36,734.5,0.27,89.0,91.2,59,0.04,91.5,106.3,9.00,106.3,0.00000,0.00000,0.0,7.80,-60.7,11.9,2.85,23.711,
12:15:50 AM,7/3/2024,240703-001550-Mohonk.bin,Mohonk,0,-0.34,734.6,0.28,88.7,91.0,59,0.04,91.3,106.3,9.00,106.3,0.00000,0.00000,0.0,7.79,-59.6,11.9,2.85,23.690,
12:15:40 AM,7/3/2024,240703-001540-Mohonk.bin,Mohonk,0,-0.36,734.7,0.24,88.7,91.0,59,0.04,91.2,106.6,9.02,106.6,0.00000,0.00000,0.0,7.79,-59.7,11.9,2.85,23.680,
12:14:59 AM,7/3/2024,240703-001459-Mohonk.bin,Mohonk,0,-0.35,734.7,0.25,88.8,91.1,59,0.04,91.4,107.6,9.11,107.6,0.00000,0.00000,0.0,7.79,-59.6,11.9,2.85,23.649,
1:46:22 PM,7/2/2024,240702-134622-Mohonk.bin,Mohonk,0,5.85,759.3,0.36,0.3,0.3,0,0.00,0.3,107.3,8.95,107.3,0.00000,0.00000,0.0,5.57,69.5,11.9,2.84,24.489,
12:20:41 PM,7/2/2024,240702-122041-Mohonk.bin,Mohonk,0,0.24,735.6,0.06,60.5,95.7,62,0.04,97.2,17.7,2.21,17.7,41.76791,-74.15556,389.9,6.40,18.8,11.9,2.86,5.740,
12:20:17 PM,7/2/2024,240702-122017-Mohonk.bin,Mohonk,0,0.22,735.7,0.07,60.2,95.2,62,0.04,96.7,22.1,2.76,22.1,41.76789,-74.15555,392.8,6.42,17.9,11.9,2.86,5.746,
12:19:51 PM,7/2/2024,240702-121951-Mohonk.bin,Mohonk,0,0.23,735.7,0.10,59.6,94.3,61,0.04,95.7,27.2,3.40,27.2,41.76788,-74.15556,386.4,6.44,16.7,11.9,2.86,5.767,
12:19:24 PM,7/2/2024,240702-121924-Mohonk.bin,Mohonk,0,0.22,735.7,0.10,59.3,93.7,61,0.04,95.1,30.7,3.84,30.7,41.76789,-74.15556,388.3,6.46,15.8,11.9,2.86,5.783,
12:18:44 PM,7/2/2024,240702-121844-Mohonk.bin,Mohonk,0,0.25,735.7,0.13,59.2,93.2,61,0.04,94.7,36.4,4.55,36.4,41.76788,-74.15557,386.8,6.49,14.1,11.9,2.86,5.896,
12:18:19 PM,7/2/2024,240702-121819-Mohonk.bin,Mohonk,0,0.22,735.6,0.15,59.2,93.2,61,0.04,94.7,38.0,4.74,38.0,41.76787,-74.15558,384.8,6.50,13.4,11.9,2.86,5.921,
12:17:57 PM,7/2/2024,240702-121757-Mohonk.bin,Mohonk,0,0.23,735.7,0.17,59.4,93.1,61,0.04,94.6,41.0,5.10,41.0,41.76788,-74.15560,381.1,6.53,11.9,11.9,2.86,6.042,
12:17:12 PM,7/2/2024,240702-121711-Mohonk.bin,Mohonk,0,0.25,735.7,0.18,60.0,93.5,61,0.04,95.0,48.6,6.01,48.6,41.76788,-74.15557,385.1,6.60,7.9,11.9,2.86,6.246,
12:15:37 PM,7/2/2024,240702-121537-Mohonk.bin,Mohonk,0,0.23,735.7,0.24,59.9,93.3,61,0.04,94.8,52.9,6.54,52.9,41.76791,-74.15559,388.9,6.65,5.0,11.9,2.86,6.281,
12:15:09 PM,7/2/2024,240702-121509-Mohonk.bin,Mohonk,0,0.18,735.7,0.17,59.9,93.0,60,0.04,94.5,58.9,7.26,58.9,41.76791,-74.15556,387.7,6.72,1.6,11.9,2.86,6.375,
12:14:31 PM,7/2/2024,240702-121431-Mohonk.bin,Mohonk,0,0.19,735.7,0.20,59.9,92.4,60,0.04,93.9,68.6,8.41,68.6,41.76792,-74.15557,384.7,6.84,-5.3,11.9,2.86,6.599,
12:14:06 PM,7/2/2024,240702-121405-Mohonk.bin,Mohonk,0,0.20,735.7,0.24,59.9,92.0,60,0.04,93.6,77.8,9.51,77.8,41.76792,-74.15557,384.6,6.95,-10.9,11.9,2.86,6.732,
12:13:44 PM,7/2/2024,240702-121344-Mohonk.bin,Mohonk,0,0.20,735.7,0.26,59.8,91.5,59,0.04,93.0,87.9,10.70,87.9,41.76796,-74.15567,367.5,7.03,-15.8,11.9,2.86,6.877,
12:13:19 PM,7/2/2024,240702-121319-Mohonk.bin,Mohonk,0,0.25,735.7,0.36,60.0,91.3,59,0.04,92.8,91.4,11.07,91.4,41.76792,-74.15565,375.2,7.10,-19.2,11.9,2.86,7.073,
12:12:56 PM,7/2/2024,240702-121256-Mohonk.bin,Mohonk,0,0.22,735.7,0.34,60.4,91.5,59,0.04,93.1,95.3,11.50,95.3,41.76789,-74.15561,385.0,7.16,-22.6,11.9,2.86,7.200,
12:12:28 PM,7/2/2024,240702-121228-Mohonk.bin,Mohonk,0,0.20,735.7,0.39,60.6,91.0,59,0.04,92.6,98.9,11.86,98.9,41.76786,-74.15558,391.2,7.21,-25.7,11.9,2.86,7.489,
12:12:02 PM,7/2/2024,240702-121202-Mohonk.bin,Mohonk,0,0.17,735.7,0.40,61.1,91.0,59,0.04,92.5,101.9,12.12,101.9,41.76785,-74.15560,391.9,7.27,-28.8,11.9,2.86,7.817,
12:11:35 PM,7/2/2024,240702-121135-Mohonk.bin,Mohonk,0,0.18,735.7,0.42,61.7,90.8,59,0.04,92.4,104.8,12.35,104.8,41.76783,-74.15564,395.0,7.32,-31.3,11.9,2.86,8.214,
12:11:05 PM,7/2/2024,240702-121105-Mohonk.bin,Mohonk,0,0.19,735.7,0.42,62.3,90.9,59,0.04,92.4,106.7,12.47,106.7,41.76789,-74.15561,384.7,7.35,-33.5,11.9,2.86,8.529,
12:10:34 PM,7/2/2024,240702-121034-Mohonk.bin,Mohonk,0,0.17,735.7,0.46,63.1,91.3,59,0.04,92.9,109.2,12.68,109.2,41.76788,-74.15561,386.0,7.40,-36.1,11.9,2.86,8.786,
12:10:02 PM,7/2/2024,240702-121002-Mohonk.bin,Mohonk,0,0.16,735.7,0.45,63.6,90.6,59,0.04,92.2,112.9,12.93,112.9,41.76788,-74.15559,385.9,7.46,-39.1,11.9,2.86,9.379,
12:09:39 PM,7/2/2024,240702-120939-Mohonk.bin,Mohonk,0,0.17,735.7,0.41,64.6,90.5,59,0.04,92.1,115.5,13.02,115.5,41.76791,-74.15559,379.1,7.49,-40.8,11.9,2.86,10.045,
12:09:15 PM,7/2/2024,240702-120915-Mohonk.bin,Mohonk,0,0.08,735.7,0.41,65.8,90.8,59,0.04,92.4,117.5,13.08,117.5,41.76791,-74.15562,381.9,7.50,-42.0,11.9,2.86,10.562,
12:08:39 PM,7/2/2024,240702-120839-Mohonk.bin,Mohonk,0,0.02,735.7,0.45,66.1,90.5,59,0.04,92.1,118.1,13.07,118.1,41.76789,-74.15557,385.2,7.52,-42.6,11.9,2.86,10.862,
12:07:58 PM,7/2/2024,240702-120758-Mohonk.bin,Mohonk,0,0.01,735.7,0.50,69.2,91.3,59,0.04,92.9,120.2,12.84,120.2,41.76785,-74.15559,384.9,7.50,-42.0,11.9,2.86,12.352,
12:07:35 PM,7/2/2024,240702-120735-Mohonk.bin,Mohonk,0,-0.07,735.7,0.38,70.9,91.9,60,0.04,93.5,119.3,12.54,119.3,41.76783,-74.15557,383.1,7.47,-40.5,11.9,2.86,13.055,
12:07:14 PM,7/2/2024,240702-120714-Mohonk.bin,Mohonk,0,-0.05,735.7,0.44,72.7,91.7,60,0.04,93.1,120.5,12.36,120.5,41.76784,-74.15558,384.5,7.47,-40.4,11.9,2.86,14.189,
12:06:51 PM,7/2/2024,240702-120651-Mohonk.bin,Mohonk,0,-0.14,735.7,0.36,74.5,92.0,60,0.04,93.4,122.0,12.28,122.0,41.76790,-74.15559,383.9,7.50,-42.2,11.9,2.86,15.057,
12:06:21 PM,7/2/2024,240702-120621-Mohonk.bin,Mohonk,0,-0.14,735.7,0.40,76.0,91.7,60,0.04,93.0,124.9,12.32,124.9,41.76786,-74.15555,383.8,7.58,-46.7,11.9,2.86,16.044,
12:05:39 PM,7/2/2024,240702-120539-Mohonk.bin,Mohonk,0,-0.17,735.7,0.37,78.8,91.6,60,0.04,92.7,127.6,12.16,127.6,41.76789,-74.15560,383.3,7.60,-48.1,11.9,2.86,17.684,
12:05:09 PM,7/2/2024,240702-120509-Mohonk.bin,Mohonk,0,-0.22,735.7,0.44,80.3,91.3,59,0.04,92.3,125.4,11.70,125.4,41.76789,-74.15560,384.1,7.56,-45.9,11.9,2.86,18.686,
12:04:41 PM,7/2/2024,240702-120441-Mohonk.bin,Mohonk,0,-0.17,735.7,0.52,82.8,91.9,60,0.04,92.8,117.2,10.69,117.2,41.76789,-74.15554,386.1,7.53,-44.2,11.9,2.86,19.798,
12:04:14 PM,7/2/2024,240702-120413-Mohonk.bin,Mohonk,0,-0.27,735.7,0.33,84.6,91.7,60,0.04,92.4,107.5,9.59,107.5,41.76787,-74.15552,383.8,7.58,-47.2,11.9,2.86,20.917,
12:03:48 PM,7/2/2024,240702-120348-Mohonk.bin,Mohonk,0,-0.32,735.7,0.32,86.3,91.0,59,0.04,91.5,100.6,8.75,100.6,41.76785,-74.15555,389.0,7.64,-50.9,11.9,2.86,22.280,
12:03:13 PM,7/2/2024,240702-120313-Mohonk.bin,Mohonk,0,-0.28,735.7,0.31,86.3,91.0,59,0.04,91.5,101.1,8.79,101.1,41.76787,-74.15556,390.0,7.68,-53.0,11.9,2.86,22.312,
12:02:45 PM,7/2/2024,240702-120245-Mohonk.bin,Mohonk,0,-0.34,735.7,0.35,86.3,90.9,59,0.04,91.4,102.5,8.90,102.5,41.76788,-74.15556,385.0,7.73,-55.9,11.9,2.86,22.360,
12:01:35 PM,7/2/2024,240702-120135-Mohonk.bin,Mohonk,0,-0.33,735.7,0.33,86.4,90.9,59,0.04,91.4,102.9,8.93,102.9,41.76788,-74.15556,387.6,7.76,-57.8,11.9,2.86,22.398,
12:01:08 PM,7/2/2024,240702-120108-Mohonk.bin,Mohonk,0,-0.33,735.7,0.28,86.4,90.8,59,0.04,91.3,103.2,8.95,103.2,41.76788,-74.15556,388.0,7.77,-58.3,11.9,2.86,22.407,
12:00:43 PM,7/2/2024,240702-120042-Mohonk.bin,Mohonk,0,-0.32,735.7,0.27,86.4,90.9,59,0.04,91.3,103.3,8.96,103.3,41.76789,-74.15558,383.5,7.77,-58.5,11.9,2.86,22.422,
12:00:03 PM,7/2/2024,240702-120002-Mohonk.bin,Mohonk,0,-0.34,735.7,0.22,86.4,90.8,59,0.04,91.3,103.4,8.96,103.4,41.76789,-74.15558,383.0,7.77,-58.7,11.9,2.86,22.453,
11:59:29 AM,7/2/2024,240702-115929-Mohonk.bin,Mohonk,0,-0.35,735.7,0.22,86.5,90.8,59,0.04,91.3,103.3,8.95,103.3,41.76786,-74.15557,379.5,7.77,-58.5,11.9,2.86,22.478,
11:58:44 AM,7/2/2024,240702-115844-Mohonk.bin,Mohonk,0,-0.33,735.7,0.26,86.5,90.9,59,0.04,91.3,103.3,8.94,103.3,41.76788,-74.15556,383.0,7.76,-58.2,11.9,2.86,22.489,
11:58:13 AM,7/2/2024,240702-115813-Mohonk.bin,Mohonk,0,-0.32,735.6,0.28,86.7,90.9,59,0.04,91.3,103.2,8.92,103.2,41.76787,-74.15553,390.1,7.76,-57.8,11.9,2.86,22.571,
11:57:35 AM,7/2/2024,240702-115735-Mohonk.bin,Mohonk,0,-0.34,735.7,0.28,86.7,90.9,59,0.04,91.3,103.2,8.92,103.2,41.76788,-74.15555,388.4,7.75,-57.5,11.9,2.86,22.603,
11:57:08 AM,7/2/2024,240702-115708-Mohonk.bin,Mohonk,0,-0.33,735.7,0.30,86.9,90.9,59,0.04,91.3,103.3,8.92,103.3,41.76787,-74.15556,388.1,7.75,-57.4,11.9,2.86,22.650,
11:56:32 AM,7/2/2024,240702-115632-Mohonk.bin,Mohonk,0,-0.36,735.7,0.23,86.9,90.9,59,0.04,91.3,103.6,8.93,103.6,41.76786,-74.15558,384.7,7.75,-57.4,11.9,2.86,22.705,
11:54:50 AM,7/2/2024,240702-115450-Mohonk.bin,Mohonk,0,-0.36,735.7,0.21,87.2,91.0,59,0.04,91.3,103.9,8.94,103.9,41.76786,-74.15560,387.0,7.76,-58.1,11.9,2.86,22.813,
11:53:59 AM,7/2/2024,240702-115359-Mohonk.bin,Mohonk,0,-0.38,735.7,0.17,87.7,91.2,59,0.04,91.6,104.7,8.98,104.7,41.76784,-74.15561,385.7,7.77,-58.8,11.9,2.86,22.973,
11:53:09 AM,7/2/2024,240702-115309-Mohonk.bin,Mohonk,0,-0.40,735.8,0.16,88.0,91.5,59,0.04,91.8,105.8,9.08,105.8,0.00000,0.00000,0.0,7.79,-59.6,11.9,2.86,22.980,
4:09:56 PM,6/25/2024,240625-160956-Mohonk.bin,Mohonk,0,0.23,726.1,0.09,59.8,94.9,62,0.04,96.3,20.6,2.59,20.6,41.76788,-74.15556,380.7,6.37,20.3,11.9,2.86,5.653,
4:09:25 PM,6/25/2024,240625-160925-Mohonk.bin,Mohonk,0,0.25,726.2,0.11,59.5,94.3,61,0.04,95.8,24.3,3.05,24.3,41.76789,-74.15558,382.0,6.39,19.5,11.9,2.86,5.659,
4:08:52 PM,6/25/2024,240625-160852-Mohonk.bin,Mohonk,0,0.25,726.0,0.09,59.1,93.7,61,0.04,95.2,28.1,3.52,28.1,41.76789,-74.15559,380.5,6.41,18.4,11.9,2.87,5.655,
4:08:14 PM,6/25/2024,240625-160814-Mohonk.bin,Mohonk,0,0.24,726.1,0.11,59.0,93.6,61,0.04,95.0,31.0,3.89,31.0,41.76788,-74.15557,384.4,6.42,17.5,11.9,2.86,5.667,
4:07:39 PM,6/25/2024,240625-160739-Mohonk.bin,Mohonk,0,0.24,726.2,0.13,58.8,93.1,61,0.04,94.6,35.2,4.42,35.2,41.76786,-74.15556,382.3,6.45,16.2,11.9,2.86,5.701,
4:07:06 PM,6/25/2024,240625-160706-Mohonk.bin,Mohonk,0,0.22,726.2,0.13,58.7,92.9,60,0.04,94.4,39.3,4.92,39.3,41.76787,-74.15557,380.6,6.47,15.0,11.9,2.86,5.738,
4:06:21 PM,6/25/2024,240625-160621-Mohonk.bin,Mohonk,0,0.21,726.1,0.09,58.8,92.8,60,0.04,94.2,44.2,5.52,44.2,41.76790,-74.15558,384.0,6.51,12.9,11.9,2.86,5.856,
4:05:50 PM,6/25/2024,240625-160550-Mohonk.bin,Mohonk,0,0.21,726.1,0.14,59.1,92.8,60,0.04,94.3,46.4,5.79,46.4,41.76792,-74.15559,387.0,6.53,11.6,11.9,2.86,5.960,
4:05:12 PM,6/25/2024,240625-160512-Mohonk.bin,Mohonk,0,0.22,726.1,0.15,59.1,92.7,60,0.04,94.2,51.5,6.40,51.5,41.76793,-74.15559,390.3,6.58,9.2,11.9,2.86,6.047,
4:04:19 PM,6/25/2024,240625-160419-Mohonk.bin,Mohonk,0,0.24,726.1,0.19,59.0,92.2,60,0.04,93.6,64.4,7.98,64.4,41.76788,-74.15561,388.8,6.68,3.3,11.9,2.86,6.170,
4:03:48 PM,6/25/2024,240625-160348-Mohonk.bin,Mohonk,0,0.24,726.1,0.29,59.0,91.7,60,0.04,93.2,70.5,8.70,70.5,41.76787,-74.15556,386.1,6.74,0.2,11.9,2.86,6.304,
4:02:56 PM,6/25/2024,240625-160256-Mohonk.bin,Mohonk,0,0.26,726.2,0.27,59.1,91.6,60,0.04,93.1,76.3,9.39,76.3,41.76788,-74.15559,393.8,6.81,-3.5,11.9,2.86,6.432,
4:02:06 PM,6/25/2024,240625-160206-Mohonk.bin,Mohonk,0,0.23,726.1,0.23,59.3,91.5,59,0.04,93.0,78.8,9.66,78.8,41.76788,-74.15556,396.1,6.87,-6.5,11.9,2.86,6.585,
4:01:26 PM,6/25/2024,240625-160126-Mohonk.bin,Mohonk,0,0.21,726.2,0.25,59.5,91.6,60,0.04,93.1,83.8,10.25,83.8,41.76785,-74.15559,386.1,6.94,-10.8,11.9,2.86,6.684,
4:00:49 PM,6/25/2024,240625-160049-Mohonk.bin,Mohonk,0,0.24,726.1,0.33,59.8,91.4,59,0.04,92.9,88.4,10.77,88.4,41.76792,-74.15559,391.6,7.02,-15.2,11.9,2.86,6.874,
4:00:05 PM,6/25/2024,240625-160005-Mohonk.bin,Mohonk,0,0.21,726.1,0.31,60.1,91.3,59,0.04,92.8,94.3,11.42,94.3,41.76789,-74.15555,387.3,7.13,-20.9,11.9,2.86,7.115,
3:59:23 PM,6/25/2024,240625-155923-Mohonk.bin,Mohonk,0,0.21,726.1,0.36,60.5,91.3,59,0.04,92.8,99.9,12.01,99.9,41.76787,-74.15554,387.2,7.23,-26.3,11.9,2.86,7.378,
3:58:47 PM,6/25/2024,240625-155847-Mohonk.bin,Mohonk,0,0.19,726.1,0.43,61.1,90.9,59,0.04,92.5,103.1,12.27,103.1,41.76786,-74.15557,388.9,7.29,-29.9,11.9,2.86,7.797,
3:58:14 PM,6/25/2024,240625-155813-Mohonk.bin,Mohonk,0,0.23,726.1,0.55,62.3,91.3,59,0.04,92.8,106.8,12.52,106.8,41.76788,-74.15556,383.5,7.36,-33.7,11.9,2.86,8.377,
3:57:29 PM,6/25/2024,240625-155729-Mohonk.bin,Mohonk,0,0.19,726.0,0.61,63.1,90.9,59,0.04,92.5,112.5,13.00,112.5,41.76786,-74.15555,384.8,7.47,-39.7,11.9,2.86,8.986,
3:57:08 PM,6/25/2024,240625-155708-Mohonk.bin,Mohonk,0,0.13,726.1,0.46,63.5,90.5,59,0.04,92.2,114.2,13.08,114.2,41.76789,-74.15547,380.3,7.51,-42.1,11.9,2.86,9.356,
3:56:26 PM,6/25/2024,240625-155626-Mohonk.bin,Mohonk,0,0.18,726.2,0.70,64.5,90.5,59,0.04,92.1,117.3,13.26,117.3,41.76788,-74.15555,388.8,7.58,-45.8,11.9,2.86,9.943,
3:55:48 PM,6/25/2024,240625-155547-Mohonk.bin,Mohonk,0,0.17,726.2,0.61,65.5,90.2,59,0.04,91.8,119.2,13.24,119.2,41.76785,-74.15554,381.5,7.62,-48.1,11.9,2.86,10.674,
3:55:11 PM,6/25/2024,240625-155511-Mohonk.bin,Mohonk,0,0.03,726.1,0.45,66.4,90.2,59,0.04,91.8,121.1,13.31,121.1,41.76787,-74.15556,381.8,7.64,-49.7,11.9,2.86,11.163,
3:54:26 PM,6/25/2024,240625-155426-Mohonk.bin,Mohonk,0,0.13,726.2,0.47,67.8,90.2,59,0.04,91.7,122.9,13.24,122.9,41.76783,-74.15554,377.3,7.65,-50.3,11.9,2.86,12.006,
3:53:53 PM,6/25/2024,240625-155353-Mohonk.bin,Mohonk,0,-0.03,726.1,0.40,68.3,90.1,59,0.04,91.7,123.3,13.19,123.3,41.76785,-74.15556,380.2,7.66,-50.7,11.9,2.86,12.297,
3:53:12 PM,6/25/2024,240625-155311-Mohonk.bin,Mohonk,0,-0.07,726.1,0.49,69.8,90.4,59,0.04,91.9,124.6,13.10,124.6,41.76783,-74.15551,376.9,7.67,-51.7,11.9,2.86,13.066,
3:52:32 PM,6/25/2024,240625-155232-Mohonk.bin,Mohonk,0,-0.07,726.1,0.44,72.5,90.6,59,0.04,92.1,126.7,12.91,126.7,41.76781,-74.15553,392.5,7.64,-50.0,11.9,2.86,14.494,
3:51:55 PM,6/25/2024,240625-155155-Mohonk.bin,Mohonk,0,-0.14,726.1,0.37,73.7,90.7,59,0.04,92.1,126.2,12.67,126.2,41.76786,-74.15557,392.0,7.60,-47.8,11.9,2.86,15.214,
3:51:16 PM,6/25/2024,240625-155116-Mohonk.bin,Mohonk,0,-0.15,726.1,0.39,76.6,91.0,59,0.04,92.2,126.7,12.32,126.7,41.76788,-74.15557,385.3,7.54,-44.5,11.9,2.86,16.697,
3:50:47 PM,6/25/2024,240625-155047-Mohonk.bin,Mohonk,0,-0.11,726.1,0.38,77.9,90.9,59,0.04,92.0,123.8,11.84,123.8,41.76787,-74.15556,393.7,7.46,-39.9,11.9,2.86,17.515,
3:50:10 PM,6/25/2024,240625-155010-Mohonk.bin,Mohonk,0,-0.26,726.1,0.36,79.8,91.1,59,0.04,92.1,119.4,11.19,119.4,41.76788,-74.15560,382.5,7.41,-37.5,11.9,2.86,18.491,
3:49:34 PM,6/25/2024,240625-154934-Mohonk.bin,Mohonk,0,-0.30,726.1,0.32,82.2,91.9,60,0.04,92.7,114.7,10.53,114.7,41.76788,-74.15556,380.2,7.39,-36.2,11.9,2.86,19.503,
3:48:52 PM,6/25/2024,240625-154852-Mohonk.bin,Mohonk,0,-0.32,726.1,0.36,85.0,91.7,60,0.04,92.3,104.1,9.23,104.1,41.76786,-74.15556,376.0,7.44,-39.0,11.9,2.86,21.215,
3:48:15 PM,6/25/2024,240625-154815-Mohonk.bin,Mohonk,0,-0.32,726.1,0.33,87.2,91.3,59,0.04,91.7,101.1,8.73,101.1,41.76788,-74.15559,386.3,7.54,-45.1,11.9,2.86,22.654,
3:47:40 PM,6/25/2024,240625-154739-Mohonk.bin,Mohonk,0,-0.38,726.2,0.25,87.8,90.8,59,0.04,91.1,101.9,8.69,101.9,41.76786,-74.15557,388.7,7.58,-47.5,11.9,2.86,23.267,
3:47:02 PM,6/25/2024,240625-154702-Mohonk.bin,Mohonk,0,-0.42,726.2,0.18,87.9,90.7,59,0.04,91.0,102.5,8.73,102.5,41.76786,-74.15556,384.8,7.59,-48.2,11.9,2.86,23.335,
3:46:29 PM,6/25/2024,240625-154629-Mohonk.bin,Mohonk,0,-0.44,726.2,0.18,87.9,90.7,59,0.04,91.0,102.7,8.74,102.7,41.76791,-74.15562,422.7,7.59,-48.2,11.9,2.86,23.397,
3:46:01 PM,6/25/2024,240625-154600-Mohonk.bin,Mohonk,0,-0.45,726.2,0.17,88.0,90.7,59,0.04,91.0,102.6,8.73,102.6,0.00000,0.00000,0.0,7.58,-47.6,11.9,2.86,23.432,
3:45:25 PM,6/25/2024,240625-154525-Mohonk.bin,Mohonk,0,-0.42,726.1,0.22,88.2,90.8,59,0.04,91.0,102.8,8.73,102.8,0.00000,0.00000,0.0,7.57,-46.8,11.9,2.86,23.500,
3:44:47 PM,6/25/2024,240625-154446-Mohonk.bin,Mohonk,0,-0.44,726.1,0.26,88.6,91.1,59,0.04,91.3,102.2,8.67,102.2,0.00000,0.00000,0.0,7.54,-45.3,11.9,2.86,23.589,
3:44:15 PM,6/25/2024,240625-154415-Mohonk.bin,Mohonk,0,-0.45,726.3,0.15,89.6,91.3,59,0.04,91.5,102.5,8.62,102.5,0.00000,0.00000,0.0,7.53,-44.9,11.9,2.86,24.010,
3:43:44 PM,6/25/2024,240625-154344-Mohonk.bin,Mohonk,0,-0.46,726.2,0.20,90.5,91.0,59,0.04,91.1,104.0,8.64,104.0,0.00000,0.00000,0.0,7.53,-44.8,11.9,2.86,24.693,
3:43:14 PM,6/25/2024,240625-154314-Mohonk.bin,Mohonk,0,-0.47,726.3,0.21,90.5,91.0,59,0.04,91.0,104.1,8.65,104.1,0.00000,0.00000,0.0,7.52,-44.0,11.9,2.86,24.735,
3:42:38 PM,6/25/2024,240625-154238-Mohonk.bin,Mohonk,0,-0.46,726.1,0.21,90.6,91.0,59,0.04,91.1,104.4,8.67,104.4,0.00000,0.00000,0.0,7.49,-42.3,11.9,2.86,24.741,
3:42:04 PM,6/25/2024,240625-154204-Mohonk.bin,Mohonk,0,-0.39,726.3,0.16,90.5,91.0,59,0.04,91.0,105.0,8.71,105.0,0.00000,0.00000,0.0,7.50,-42.8,11.9,2.86,24.748,
3:41:27 PM,6/25/2024,240625-154127-Mohonk.bin,Mohonk,0,-0.49,726.3,0.17,90.6,91.0,59,0.04,91.0,104.9,8.71,104.9,0.00000,0.00000,0.0,7.40,-37.2,11.9,2.86,24.760,
3:40:55 PM,6/25/2024,240625-154055-Mohonk.bin,Mohonk,0,-0.51,726.2,0.16,91.0,91.3,59,0.04,91.4,104.7,8.68,104.7,0.00000,0.00000,0.0,7.28,-30.1,11.9,2.86,24.827,
3:40:25 PM,6/25/2024,240625-154025-Mohonk.bin,Mohonk,0,-0.49,726.2,0.15,92.0,92.1,60,0.04,92.1,104.7,8.66,104.7,0.00000,0.00000,0.0,7.14,-21.9,11.9,2.86,24.979,
12:30:34 PM,6/18/2024,240618-123034-Mohonk.bin,Mohonk,0,0.63,734.9,0.20,55.2,87.7,57,0.04,89.1,27.4,3.44,27.4,41.76786,-74.15557,389.8,6.64,17.1,11.9,2.92,5.599,
12:30:04 PM,6/18/2024,240618-123004-Mohonk.bin,Mohonk,0,0.54,734.9,0.15,54.8,87.0,57,0.04,88.3,34.9,4.39,34.9,41.76788,-74.15557,386.0,6.68,14.9,11.9,2.91,5.593,
12:29:36 PM,6/18/2024,240618-122936-Mohonk.bin,Mohonk,0,0.56,734.8,0.15,54.2,86.1,56,0.04,87.4,39.5,4.96,39.5,41.76790,-74.15556,380.3,6.72,12.9,11.9,2.92,5.601,
12:29:06 PM,6/18/2024,240618-122906-Mohonk.bin,Mohonk,0,0.56,734.8,0.14,54.2,86.1,56,0.04,87.4,42.5,5.34,42.5,41.76791,-74.15557,381.7,6.75,11.3,11.9,2.92,5.632,
12:28:24 PM,6/18/2024,240618-122824-Mohonk.bin,Mohonk,0,0.55,734.8,0.16,54.2,85.8,56,0.04,87.1,46.6,5.84,46.6,41.76790,-74.15557,380.0,6.79,8.7,11.9,2.92,5.716,
