lakeID,Date,Time,Depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,turbidity_Fnu,pH,orp_MV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
MHK,8/21/2024,11:42:19,NA,22.511,9.12,105.3,0.33,-0.48,NA,7.88,NA,87.7,0.04,57,NA,41.76788,-74.15552,388.4,729.3
MHK,8/21/2024,11:42:47,NA,22.534,9.02,104.3,0.24,-0.54,NA,7.79,NA,85.1,0.04,55,NA,41.7679,-74.15554,387,729.3
MHK,8/21/2024,11:43:09,NA,22.492,8.97,103.6,0.26,-0.52,NA,7.77,NA,84.6,0.04,55,NA,41.76791,-74.15559,382.8,729.2
MHK,8/21/2024,11:43:34,NA,22.442,8.94,103.1,0.27,-0.51,NA,7.74,NA,84.7,0.04,55,NA,41.76792,-74.15558,385.2,729.3
MHK,8/21/2024,11:44:01,NA,22.422,8.91,102.8,0.33,-0.46,NA,7.72,NA,84.7,0.04,55,NA,41.76796,-74.15561,386.2,729.3
MHK,8/21/2024,11:44:27,NA,22.396,8.89,102.5,0.41,-0.45,NA,7.71,NA,84.8,0.04,55,NA,41.76791,-74.15554,387.1,729.3
MHK,8/21/2024,11:44:52,NA,22.389,8.88,102.3,0.4,-0.44,NA,7.7,NA,84.9,0.04,55,NA,41.76791,-74.15553,388.6,729.2
MHK,8/21/2024,11:45:14,NA,22.36,8.86,102,0.4,-0.43,NA,7.69,NA,85.1,0.04,55,NA,41.76789,-74.15555,384.8,729.2
MHK,8/21/2024,11:45:41,NA,22.334,8.85,101.9,0.47,-0.41,NA,7.69,NA,85.2,0.04,55,NA,41.76788,-74.15556,380.1,729.2
MHK,8/21/2024,11:46:03,NA,22.331,8.85,101.9,0.48,-0.41,NA,7.69,NA,85.4,0.04,55,NA,41.76787,-74.15556,379.8,729.2
MHK,8/21/2024,11:46:27,NA,22.298,8.84,101.7,0.49,-0.4,NA,7.68,NA,85.5,0.04,56,NA,41.76788,-74.15559,379.9,729.2
MHK,8/21/2024,11:46:49,NA,22.169,8.8,101,0.54,-0.41,NA,7.67,NA,85.8,0.04,56,NA,41.76788,-74.15559,379.3,729.3
MHK,8/21/2024,11:47:11,NA,22.042,8.82,100.9,0.56,-0.38,NA,7.66,NA,88.8,0.04,58,NA,41.76788,-74.1556,378.1,729.3
MHK,8/21/2024,11:47:47,NA,22.004,8.78,100.5,0.66,-0.39,NA,7.66,NA,89.1,0.04,58,NA,41.76787,-74.15558,379.9,729.2
