lakeID,Date,Time,Depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,turbidity_Fnu,pH,orp_MV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
MHK,9/18/2024,11:17:31,NA,20.974,9.76,109.4,0.39,-0.44,NA,8.59,NA,89.4,0.04,58,NA,0,0,0,732.1
MHK,9/18/2024,11:17:59,NA,20.977,9.84,110.3,0.39,-0.44,NA,8.6,NA,89.8,0.04,58,NA,0,0,0,732
MHK,9/18/2024,11:18:24,NA,20.975,9.83,110.2,0.48,-0.42,NA,8.61,NA,89.7,0.04,58,NA,0,0,0,732.1
MHK,9/18/2024,11:19:04,NA,20.97,9.8,109.9,0.52,-0.41,NA,8.6,NA,89.6,0.04,58,NA,0,0,0,732.1
MHK,9/18/2024,11:19:47,NA,20.967,9.85,110.4,0.44,-0.41,NA,8.66,NA,89.7,0.04,58,NA,41.76786,-74.15569,383.7,732.1
MHK,9/18/2024,11:20:23,NA,20.956,9.88,110.8,0.5,-0.39,NA,8.7,NA,89.7,0.04,58,NA,41.76781,-74.15565,385.2,732.1
MHK,9/18/2024,11:20:50,NA,20.948,9.99,112,0.62,-0.36,NA,8.78,NA,89.8,0.04,58,NA,41.76785,-74.15564,384,732.1
MHK,9/18/2024,11:21:10,NA,20.909,10.11,113.2,0.71,-0.3,NA,8.87,NA,90,0.04,58,NA,41.76786,-74.15561,399,732.1
MHK,9/18/2024,11:21:31,NA,20.853,10.25,114.6,0.85,-0.27,NA,8.97,NA,90.1,0.04,59,NA,41.76783,-74.15559,390.8,732
MHK,9/18/2024,11:21:54,NA,20.817,10.4,116.3,0.9,-0.25,NA,9.06,NA,90.2,0.04,59,NA,41.7678,-74.15564,389.3,731.9
MHK,9/18/2024,11:22:19,NA,20.793,10.57,118.1,0.86,-0.24,NA,9.14,NA,90.4,0.04,59,NA,41.7678,-74.15562,392.5,732
MHK,9/18/2024,11:22:39,NA,20.75,10.66,119,0.97,-0.18,NA,9.19,NA,90.6,0.04,59,NA,41.76785,-74.15554,389.5,732
