lakeID,Date,Time,Depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,turbidity_Fnu,pH,orp_MV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
MHK,6/12/2024,10:49:11,NA,19.951,8.65,95.1,0.11,0.07,NA,7.58,NA,83.1,0.04,54,NA,41.7679,-74.15551,382.4,730
MHK,6/12/2024,10:49:21,NA,19.962,8.65,95.1,0.12,0.05,NA,7.58,NA,83,0.04,54,NA,41.76789,-74.15553,384.9,730
MHK,6/12/2024,10:49:31,NA,19.968,8.65,95.1,0.12,0.03,NA,7.58,NA,82.9,0.04,54,NA,41.76789,-74.15554,385.8,730.1
MHK,6/12/2024,10:50:04,NA,19.957,8.65,95,0.1,0.04,NA,7.57,NA,82.1,0.04,53,NA,41.76791,-74.15549,388.9,730
MHK,6/12/2024,10:50:14,NA,19.955,8.64,95,0.1,0.02,NA,7.57,NA,83.1,0.04,54,NA,41.76791,-74.15549,388.9,730
MHK,6/12/2024,10:50:24,NA,19.964,8.64,95,0.11,0.04,NA,7.57,NA,83,0.04,54,NA,41.76789,-74.15552,386.9,730
MHK,6/12/2024,10:52:55,NA,17.702,8.97,94.2,0.21,4.07,NA,7.19,NA,0.5,0,0,NA,41.76796,-74.15559,366.9,730
MHK,6/12/2024,10:53:05,NA,19.829,8.93,97.8,0.21,0.13,NA,7.69,NA,13.8,0,9,NA,41.76795,-74.15557,367.6,730
MHK,6/12/2024,10:53:15,NA,19.876,8.8,96.6,0.12,0,NA,7.66,NA,83.6,0.04,54,NA,41.76793,-74.15555,372.3,730
MHK,6/12/2024,10:53:25,NA,19.927,8.69,95.5,0.13,-0.01,NA,7.63,NA,83.6,0.04,54,NA,41.76792,-74.15555,374.1,730
MHK,6/12/2024,10:53:35,NA,19.95,8.65,95.1,0.12,0.01,NA,7.6,NA,83.6,0.04,54,NA,41.76791,-74.15555,376,730
MHK,6/12/2024,10:53:45,NA,19.842,8.62,94.6,0.18,1.21,NA,7.57,NA,1.5,0,1,NA,41.7679,-74.15555,378,730
MHK,6/12/2024,10:53:55,NA,19.464,8.66,94.3,0.24,3.09,NA,7.4,NA,1.1,0,1,NA,41.7679,-74.15556,376.4,730
MHK,6/12/2024,10:54:05,NA,19.193,8.73,94.5,0.26,3.43,NA,7.39,NA,0.8,0,1,NA,41.76791,-74.15557,376.7,730
MHK,6/12/2024,10:54:56,NA,18.293,9,95.6,0.25,3.56,NA,7.65,NA,0.6,0,0,NA,41.76789,-74.15555,377.2,730
MHK,6/12/2024,11:08:25,NA,19.952,8.6,94.5,0.14,0.43,NA,7.55,NA,83.7,0.04,54,NA,41.76789,-74.15553,386.5,730
MHK,6/12/2024,11:08:40,NA,19.952,8.59,94.4,0.13,-0.01,NA,7.55,NA,83.6,0.04,54,NA,41.76786,-74.15551,385.6,730
MHK,6/12/2024,11:08:56,NA,19.959,8.59,94.5,0.13,-0.03,NA,7.55,NA,83.6,0.04,54,NA,41.76786,-74.15552,382.8,730
MHK,6/12/2024,11:09:15,NA,19.963,8.59,94.5,0.13,-0.02,NA,7.55,NA,83.6,0.04,54,NA,41.76786,-74.15554,382.8,730
MHK,6/12/2024,11:09:25,NA,19.966,8.59,94.5,0.1,-0.03,NA,7.55,NA,83.7,0.04,54,NA,41.76789,-74.15555,383.7,730
MHK,6/12/2024,11:09:34,NA,19.968,8.6,94.5,0.12,-0.03,NA,7.55,NA,83.6,0.04,54,NA,41.76788,-74.15555,382.3,730
MHK,6/12/2024,11:09:43,NA,19.969,8.6,94.5,0.12,-0.02,NA,7.55,NA,83.7,0.04,54,NA,41.76789,-74.15556,381.1,730
MHK,6/12/2024,11:09:49,NA,19.967,8.6,94.5,0.13,0,NA,7.55,NA,83.6,0.04,54,NA,41.76789,-74.15556,381.4,730
MHK,6/12/2024,11:09:55,NA,19.966,8.6,94.5,0.13,0,NA,7.55,NA,83.7,0.04,54,NA,41.76789,-74.15556,382.5,730
MHK,6/12/2024,11:10:12,NA,19.959,8.59,94.4,0.11,-0.04,NA,7.55,NA,83.6,0.04,54,NA,41.76788,-74.15556,380.4,730
MHK,6/12/2024,11:10:18,NA,19.955,8.59,94.4,0.12,-0.04,NA,7.55,NA,83.7,0.04,54,NA,41.76788,-74.15554,380.2,730
MHK,6/12/2024,11:10:32,NA,19.949,8.58,94.3,0.12,-0.03,NA,7.55,NA,83.6,0.04,54,NA,41.76788,-74.15554,381.7,730
MHK,6/12/2024,11:10:41,NA,19.911,8.58,94.2,0.15,-0.03,NA,7.55,NA,83.7,0.04,54,NA,41.76788,-74.15555,382.6,730
MHK,6/12/2024,11:10:48,NA,19.814,8.56,93.8,0.15,-0.01,NA,7.54,NA,83.7,0.04,54,NA,41.76788,-74.15554,382,730
MHK,6/12/2024,11:10:54,NA,19.726,8.54,93.5,0.17,-0.01,NA,7.54,NA,83.7,0.04,54,NA,41.76789,-74.15554,381.6,730
MHK,6/12/2024,11:11:02,NA,19.662,8.53,93.2,0.15,0.01,NA,7.54,NA,83.6,0.04,54,NA,41.76788,-74.15554,381.2,729.9
MHK,6/12/2024,11:11:08,NA,19.536,8.51,92.8,0.16,0.01,NA,7.53,NA,83.8,0.04,54,NA,41.76786,-74.15554,381.9,730
MHK,6/12/2024,11:11:27,NA,16.628,9.89,101.7,0.24,0.06,NA,7.54,NA,84.9,0.04,55,NA,41.76785,-74.15552,381.4,730
MHK,6/12/2024,11:11:35,NA,15.267,10.7,106.7,0.22,0.05,NA,7.54,NA,85.7,0.04,56,NA,41.76785,-74.15552,382.4,730
MHK,6/12/2024,11:12:17,NA,13.902,11.65,112.8,0.25,0.12,NA,7.6,NA,84.4,0.04,55,NA,41.7679,-74.15556,382.1,730
MHK,6/12/2024,11:12:24,NA,13.734,11.71,113,0.24,0.14,NA,7.61,NA,84.1,0.04,55,NA,41.76791,-74.15556,383.4,730
MHK,6/12/2024,11:12:30,NA,13.429,11.8,113.2,0.26,0.16,NA,7.62,NA,83.8,0.04,54,NA,41.7679,-74.15556,383.8,730
MHK,6/12/2024,11:12:47,NA,12.156,12.06,112.4,0.31,0.19,NA,7.64,NA,84.1,0.04,55,NA,41.76789,-74.15555,382,730
