sample_no,Depth_m,collect_date,Temp_C_DOProbe,DO_mgpL,DO_Sat_Percent
5,0,02/04/2025,1.5,12.23,91.3
5,1,02/04/2025,2.1,11.94,90.7
5,2,02/04/2025,2.1,11.93,90.5
5,3,02/04/2025,2.1,11.9,90.3
5,4,02/04/2025,2,11.95,90.5
5,5,02/04/2025,2.1,11.87,90
5,6,02/04/2025,2.1,11.77,89.2
5,7,02/04/2025,2.1,1.66,88.4
5,8,02/04/2025,2.2,11,83.7
5,9,02/04/2025,2.4,10.2,78.1
5,10,02/04/2025,2.8,9.71,75.2
5,11,02/04/2025,3.1,9.17,71.5
5,12,02/04/2025,3.3,7.9,61.9
