sample_no,Depth_m,collect_date,Temp_C_DOProbe,DO_mgpL,DO_Sat_Percent
3,0,01/22/2025,0,15.85,111.5
3,1,01/22/2025,1.5,12.17,89.1
3,2,01/22/2025,1.6,12.09,88.7
3,3,01/22/2025,1.6,12.05,88.5
3,4,01/22/2025,1.6,11.96,87.9
3,5,01/22/2025,1.6,11.74,86.3
3,6,01/22/2025,1.7,11.73,86.4
3,7,01/22/2025,1.8,11.56,85.4
3,8,01/22/2025,1.9,11.45,84.7
3,9,01/22/2025,2.2,10.59,79.1
3,10,01/22/2025,2.7,10.12,76.6
3,11,01/22/2025,3,9.62,73.4
3,12,01/22/2025,3.2,8.87,68.1
