Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,pH,latitude,longitude,altitude_m
7/15/2026,10:04:18,Osiris,24.908,7.99,96.6,0.06,-0.55,99.1,0.05,64,725.4,OSR,0,NA,NA,NA,NA,41.5797,-74.1662,354
7/15/2026,10:04:46,Osiris,24.899,7.98,96.4,0.07,-0.54,102.8,0.05,67,725.5,OSR,0.25,NA,NA,NA,NA,41.5797,-74.1662,354
7/15/2026,10:05:25,Osiris,24.893,7.97,96.2,0.06,-0.58,102.8,0.05,67,725.5,OSR,0.5,NA,NA,NA,NA,41.5797,-74.1662,354
7/15/2026,10:05:59,Osiris,24.869,7.97,96.2,0.09,-0.58,102.9,0.05,67,725.5,OSR,0.75,NA,NA,NA,NA,41.5797,-74.1662,354
7/15/2026,10:06:28,Osiris,24.855,7.95,96,0.09,-0.56,102.9,0.05,67,725.5,OSR,1,NA,NA,NA,NA,41.5797,-74.1662,354
7/15/2026,10:07:21,Osiris,24.837,7.94,95.8,0.07,-0.58,102.9,0.05,67,725.5,OSR,1.25,NA,NA,NA,NA,41.5797,-74.1662,354
7/15/2026,10:07:46,Osiris,24.822,7.95,96,0.09,-0.58,102.9,0.05,67,725.5,OSR,1.5,NA,NA,NA,NA,41.5797,-74.1662,354
7/15/2026,10:08:26,Osiris,24.795,7.98,96.3,0.15,-0.58,103,0.05,67,725.5,OSR,1.75,NA,NA,NA,NA,41.5797,-74.1662,354
7/15/2026,10:08:55,Osiris,24.785,8,96.4,0.1,-0.54,102.9,0.05,67,725.3,OSR,2,NA,NA,NA,NA,41.5797,-74.1662,354
7/15/2026,10:09:39,Osiris,24.763,8,96.5,0.09,-0.57,103.3,0.05,67,725.5,OSR,2.25,NA,NA,NA,NA,41.5797,-74.1662,354
7/15/2026,10:10:16,Osiris,24.759,8,96.4,0.1,-0.55,103.4,0.05,67,725.5,OSR,2.5,NA,NA,NA,NA,41.5797,-74.1662,354
7/15/2026,10:10:31,Osiris,24.76,8.01,96.5,0.12,-0.55,103.4,0.05,67,725.5,OSR,2.75,NA,NA,NA,NA,41.5797,-74.1662,354
