Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
8/19/2025,11:41:05,Osiris,23.921,8.77,104,0.14,-1.11,66.3,0.03,43,734.5,OSR,0,NA,NA,NA,41.5797,-74.1662,354
8/19/2025,11:41:29,Osiris,23.926,8.75,103.8,0.21,-1.1,75.2,0.03,49,734.5,OSR,0.25,NA,NA,NA,41.5797,-74.1662,354
8/19/2025,11:42:04,Osiris,23.943,8.7,103.2,0.18,-1.14,75.1,0.03,49,734.5,OSR,0.5,NA,NA,NA,41.5797,-74.1662,354
8/19/2025,11:42:24,Osiris,23.907,8.68,103,0.22,-1.12,75.1,0.03,49,734.4,OSR,0.75,NA,NA,NA,41.5797,-74.1662,354
8/19/2025,11:42:44,Osiris,23.85,8.67,102.7,0.23,-1.09,75,0.03,49,734.5,OSR,1,NA,NA,NA,41.5797,-74.1662,354
8/19/2025,11:43:07,Osiris,23.827,8.65,102.5,0.25,-1.1,75,0.03,49,734.5,OSR,1.25,NA,NA,NA,41.5797,-74.1662,354
8/19/2025,11:43:38,Osiris,23.803,8.69,102.9,0.3,-1.08,75.1,0.03,49,734.5,OSR,1.5,NA,NA,NA,41.5797,-74.1662,354
8/19/2025,11:43:59,Osiris,23.774,8.65,102.4,0.23,-1.11,75,0.03,49,734.5,OSR,1.75,NA,NA,NA,41.5797,-74.1662,354
8/19/2025,11:44:19,Osiris,23.754,8.64,102.2,0.31,-1.06,75,0.03,49,734.5,OSR,2,NA,NA,NA,41.5797,-74.1662,354
8/19/2025,11:44:43,Osiris,23.749,8.64,102.2,0.24,-1.07,75,0.03,49,734.5,OSR,2.25,NA,NA,NA,41.5797,-74.1662,354
