sample_no,site_no,Depth_m,collect_date,collect_time,leaf,season,ice,temp_C_Hanna,cond_uScm_Hanna,TDS_hanna,pH_Hanna,SecchiDepth_m,DOC_fluor,Turbidity_fluor,Temp_C_DOProbe,DO_mgpL,DO_Sat_Percent,Depth_at_Slab,IceThickness_cm,IceCover_percent,Comment,
19,MOHK_D10,5,2025-05-14,10:30,yes,spring,no,,,,,,,,10.4,10.17,94.6,,,,,
19,MOHK_D10,6,2025-05-14,10:30,yes,spring,no,10.9,95,52,7.2,,,,8.9,9.87,88.7,,,,,
19,MOHK_D10,7,2025-05-14,10:30,yes,spring,no,,,,,,,,7.7,9.61,83.8,,,,,
19,MOHK_D10,8,2025-05-14,10:30,yes,spring,no,,,,,,,,7.1,9.55,82,,,,,
19,MOHK_D10,9,2025-05-14,10:30,yes,spring,no,,,,,,,,6.7,9.16,77.9,,,,,
19,MOHK_D10,10,2025-05-14,10:30,yes,spring,no,,,,,,,,6.4,7.83,66.1,,,,,
19,MOHK_D10,11,2025-05-14,10:30,yes,spring,no,7.6,91,51,6.81,,,,6.2,7.6,63.7,,,,,
19,MOHK_D10,12,2025-05-14,10:30,yes,spring,no,,,,,,,,6,6.68,55.9,,,,,
20,MOHK_D10,0,2025-05-22,15:11,yes,spring,no,14.9,83,47,6.49,2.85,,,14.4,10.13,104.3,,,,"DCR, GSS",
20,MOHK_D10,1,2025-05-22,15:11,yes,spring,no,13.7,89,51,7.48,,,,14.7,10.04,104.1,,,,#Sensor was unplugged when we arrived. Plugged back in at 15:11,
20,MOHK_D10,2,2025-05-22,15:11,yes,spring,no,,,,,,,,14.8,10.02,104.1,,,,,
20,MOHK_D10,3,2025-05-22,15:11,yes,spring,no,,,,,,,,14.7,9.96,103.3,,,,,
20,MOHK_D10,4,2025-05-22,15:11,yes,spring,no,,,,,,,,13.3,10.75,107.9,,,,,
20,MOHK_D10,5,2025-05-22,15:11,yes,spring,no,,,,,,,,10.8,10.57,100.2,,,,,
20,MOHK_D10,6,2025-05-22,15:11,yes,spring,no,8.5,84,53,6.2,,,,8.9,10.05,91.2,,,,,
20,MOHK_D10,7,2025-05-22,15:11,yes,spring,no,,,,,,,,7.9,9.43,83.4,,,,,
20,MOHK_D10,8,2025-05-22,15:11,yes,spring,no,,,,,,,,7.1,9.39,81.5,,,,,
20,MOHK_D10,9,2025-05-22,15:11,yes,spring,no,,,,,,,,6.7,8.94,76.8,,,,,
20,MOHK_D10,10,2025-05-22,15:11,yes,spring,no,,,,,,,,6.3,8.14,69.3,,,,,
20,MOHK_D10,11,2025-05-22,15:11,yes,spring,no,7.5,85,51,6.13,,,,6.1,7.39,62.6,,,,,
20,MOHK_D10,12,2025-05-22,15:11,yes,spring,no,,,,,,,,5.9,5.26,44.3,,,,,
21,MOHK_D10,0,2025-05-28,15:20,yes,spring,no,18,90,54,5.81,3,,,18.5,10.15,112.3,,,,GSS ,
21,MOHK_D10,1,2025-05-28,15:20,yes,spring,no,18.6,95,57,6.82,,,,18.1,10.32,113.2,,,,"#Hanna Data collected at lab for 6m & 11m, no temperature because placed in refridgerator previously",
21,MOHK_D10,2,2025-05-28,15:20,yes,spring,no,,,,,,,,15.8,10.11,105.8,,,,,
21,MOHK_D10,3,2025-05-28,15:20,yes,spring,no,,,,,,,,14.8,10.25,105,,,,,
21,MOHK_D10,4,2025-05-28,15:20,yes,spring,no,,,,,,,,14.2,10.22,103.3,,,,,
21,MOHK_D10,5,2025-05-28,15:20,yes,spring,no,,,,,,,,10.7,10.48,97.9,,,,,
21,MOHK_D10,6,2025-05-28,15:20,yes,spring,no,NA,96,58,5.66,,,,9.4,9.96,90.2,,,,,
21,MOHK_D10,7,2025-05-28,15:20,yes,spring,no,,,,,,,,8.1,9.22,80.9,,,,,
21,MOHK_D10,8,2025-05-28,15:20,yes,spring,no,,,,,,,,7.3,9.01,77.5,,,,,
21,MOHK_D10,9,2025-05-28,15:20,yes,spring,no,,,,,,,,6.7,8.59,72.8,,,,,
21,MOHK_D10,10,2025-05-28,15:20,yes,spring,no,,,,,,,,6.4,7.53,63.4,,,,,
21,MOHK_D10,11,2025-05-28,15:20,yes,spring,no,NA,100,60,5.45,,,,6.1,5.92,49.4,,,,,
21,MOHK_D10,12,2025-05-28,15:20,yes,spring,no,,,,,,,,5.9,4.51,37.5,,,,,
22,MOHK_D10,0,2025-06-04,10:40,yes,spring,no,18.3,84,50,6.94,3.2,,,19.1,9.51,106.6,,,,EIO,
22,MOHK_D10,1,2025-06-04,10:40,yes,spring,no,19.4,94,54,6.55,,,,18.4,9.64,106.5,,,,,
22,MOHK_D10,2,2025-06-04,10:40,yes,spring,no,,,,,,,,16.6,10.02,106.7,,,,,
22,MOHK_D10,3,2025-06-04,10:40,yes,spring,no,,,,,,,,15.8,9.98,104.4,,,,,
22,MOHK_D10,4,2025-06-04,10:40,yes,spring,no,,,,,,,,14.3,10.44,106.8,,,,,
22,MOHK_D10,5,2025-06-04,10:40,yes,spring,no,,,,,,,,12,12.09,116.3,,,,,
22,MOHK_D10,6,2025-06-04,10:40,yes,spring,no,14.1,97,58,7.83,,,,9.9,10.63,97.7,,,,,
22,MOHK_D10,7,2025-06-04,10:40,yes,spring,no,,,,,,,,8.3,9.23,81.5,,,,,
22,MOHK_D10,8,2025-06-04,10:40,yes,spring,no,,,,,,,,7.4,8.83,76.3,,,,,
22,MOHK_D10,9,2025-06-04,10:40,yes,spring,no,,,,,,,,6.7,7.65,65,,,,,
22,MOHK_D10,10,2025-06-04,10:40,yes,spring,no,,,,,,,,6.3,6.37,53.6,,,,,
22,MOHK_D10,11,2025-06-04,10:40,yes,spring,no,13.3,93,56,7.18,,,,6.1,4.89,40.9,,,,,
22,MOHK_D10,12,2025-06-04,10:40,yes,spring,no,,,,,,,,6,4.17,34.8,,,,,
23,MOHK_D10,0,2025-06-11,14:05,yes,spring,no,21.6,80,53,7.12,2.7,,,22.4,8.96,108,,,,SHW,
23,MOHK_D10,1,2025-06-11,14:05,yes,spring,no,22.4,83,50,6.81,,,,21.9,9.13,108.9,,,,,
23,MOHK_D10,2,2025-06-11,14:05,yes,spring,no,,,,,,,,19.9,10.09,115.6,,,,,
23,MOHK_D10,3,2025-06-11,14:05,yes,spring,no,,,,,,,,17.2,10.61,115.2,,,,,
23,MOHK_D10,4,2025-06-11,14:05,yes,spring,no,,,,,,,,14.6,11.29,116,,,,,
23,MOHK_D10,5,2025-06-11,14:05,yes,spring,no,,,,,,,,12.3,12.4,121,,,,,
23,MOHK_D10,6,2025-06-11,14:05,yes,spring,no,17.5,88,54,6.81,,,,9.9,11.38,105,,,,,
23,MOHK_D10,7,2025-06-11,14:05,yes,spring,no,,,,,,,,8.6,10.18,91,,,,,
23,MOHK_D10,8,2025-06-11,14:05,yes,spring,no,,,,,,,,7.7,8.69,76,,,,,
23,MOHK_D10,9,2025-06-11,14:05,yes,spring,no,,,,,,,,7.1,8.49,73.1,,,,,
23,MOHK_D10,10,2025-06-11,14:05,yes,spring,no,,,,,,,,6.6,7.06,60.1,,,,,
23,MOHK_D10,11,2025-06-11,14:05,yes,spring,no,15.2,89,53,6.76,,,,6.3,5.83,49.3,,,,,
23,MOHK_D10,12,2025-06-11,14:05,yes,spring,no,,,,,,,,6.1,3.18,26.7,,,,,
24,MOHK_D10,0,2025-06-18,11:00,yes,spring,no,19.6,78,49,6.47,2.9,,,19.6,9.03,103.1,,,,SHW,
24,MOHK_D10,1,2025-06-18,11:00,yes,spring,no,19.8,96,50,7.15,,,,19.6,9.03,103.2,,,,pH sensor on Hanna may need to be replaced,
24,MOHK_D10,2,2025-06-18,11:00,yes,spring,no,,,,,,,,19.6,9.02,103.1,,,,,
24,MOHK_D10,3,2025-06-18,11:00,yes,spring,no,,,,,,,,18.1,10.38,115.1,,,,,
24,MOHK_D10,4,2025-06-18,11:00,yes,spring,no,,,,,,,,15.5,10.86,114,,,,,
24,MOHK_D10,5,2025-06-18,11:00,yes,spring,no,,,,,,,,12.7,12.38,122.1,,,,,
24,MOHK_D10,6,2025-06-18,11:00,yes,spring,no,16.2,87,51,6.51,,,,10,12.05,111.9,,,,,
24,MOHK_D10,7,2025-06-18,11:00,yes,spring,no,,,,,,,,8.5,9.79,87.7,,,,,
24,MOHK_D10,8,2025-06-18,11:00,yes,spring,no,,,,,,,,7.6,8.53,74.6,,,,,
24,MOHK_D10,9,2025-06-18,11:00,yes,spring,no,,,,,,,,6.8,7.44,63.9,,,,,
24,MOHK_D10,10,2025-06-18,11:00,yes,spring,no,,,,,,,,6.5,6.44,54.8,,,,,
24,MOHK_D10,11,2025-06-18,11:00,yes,spring,no,14.7,89,53,6.63,,,,6.3,4.72,40,,,,,
24,MOHK_D10,12,2025-06-18,11:00,yes,spring,no,,,,,,,,6.2,2.59,21.9,,,,,
25,MOHK_D10,0,2025-06-26,10:30,yes,summer,no,25,78,47,5.85,3.5,,,24.7,8.57,107.5,,,,SHW,
25,MOHK_D10,1,2025-06-26,10:30,yes,summer,no,25.1,94,49,6.21,,,,25,8.48,107,,,,,
25,MOHK_D10,2,2025-06-26,10:30,yes,summer,no,,,,,,,,24.1,8.99,111.4,,,,,
25,MOHK_D10,3,2025-06-26,10:30,yes,summer,no,,,,,,,,21.7,9.06,107.4,,,,,
25,MOHK_D10,4,2025-06-26,10:30,yes,summer,no,,,,,,,,17,10.65,114.7,,,,,
25,MOHK_D10,5,2025-06-26,10:30,yes,summer,no,,,,,,,,13.7,11.88,119.2,,,,,
25,MOHK_D10,6,2025-06-26,10:30,yes,summer,no,15,90,52,5.88,,,,11.7,12.29,117.8,,,,,
25,MOHK_D10,7,2025-06-26,10:30,yes,summer,no,,,,,,,,9.3,11.47,104.1,,,,,
25,MOHK_D10,8,2025-06-26,10:30,yes,summer,no,,,,,,,,7.9,9.37,82.2,,,,,
25,MOHK_D10,9,2025-06-26,10:30,yes,summer,no,,,,,,,,7.1,6.68,57.4,,,,,
25,MOHK_D10,10,2025-06-26,10:30,yes,summer,no,,,,,,,,6.5,4.63,39.2,,,,,
25,MOHK_D10,11,2025-06-26,10:30,yes,summer,no,13.6,87,53,5.86,,,,6.2,3.94,33.1,,,,,
25,MOHK_D10,12,2025-06-26,10:30,yes,summer,no,,,,,,,,6.1,2.02,16.9,,,,,
26,MOHK_D10,0,2025-07-01,11:00,yes,summer,no,25,79,47,6.77,6,,,25.5,8.12,104.4,,,,SRS,
26,MOHK_D10,1,2025-07-01,11:00,yes,summer,no,26.1,95,52,7.55,,,,25.4,8.16,104.5,,,,,
26,MOHK_D10,2,2025-07-01,11:00,yes,summer,no,,,,,,,,24.1,8.47,105.9,,,,,
26,MOHK_D10,3,2025-07-01,11:00,yes,summer,no,,,,,,,,22.1,8.94,107.9,,,,,
26,MOHK_D10,4,2025-07-01,11:00,yes,summer,no,,,,,,,,17.4,10.49,115.1,,,,,
26,MOHK_D10,5,2025-07-01,11:00,yes,summer,no,,,,,,,,13.6,11.92,120.5,,,,,
26,MOHK_D10,6,2025-07-01,11:00,yes,summer,no,19.6,96,57,6.98,,,,11.3,12.29,118.1,,,,,
26,MOHK_D10,7,2025-07-01,11:00,yes,summer,no,,,,,,,,9.4,12.23,112.2,,,,,
26,MOHK_D10,8,2025-07-01,11:00,yes,summer,no,,,,,,,,7.4,8.73,76.3,,,,,
26,MOHK_D10,9,2025-07-01,11:00,yes,summer,no,,,,,,,,6.9,7.29,62.9,,,,,
26,MOHK_D10,10,2025-07-01,11:00,yes,summer,no,,,,,,,,6.5,5.13,43.8,,,,,
26,MOHK_D10,11,2025-07-01,11:00,yes,summer,no,16.4,91,54,6.83,,,,6.2,5.34,28.4,,,,,
26,MOHK_D10,12,2025-07-01,11:00,yes,summer, no ,,,,,,,,6.1,1.87,15.9,,,,,
27,MOHK_D10,0,2025-07-09,11:30,yes,summer,no,27,79,48,6.6,5.75,,,26.9,8.03,105.2,,,,SRS,
27,MOHK_D10,1,2025-07-09,11:30,yes,summer,no,25.5,82,51,6.69,,,,26.7,8.05,104.9,,,,1st YSI log not in water,
27,MOHK_D10,2,2025-07-09,11:30,yes,summer,no,,,,,,,,26.3,8.01,103.7,,,,(maybe one duplicate),
27,MOHK_D10,3,2025-07-09,11:30,yes,summer,no,,,,,,,,25,8.1,102.4,,,,,
27,MOHK_D10,4,2025-07-09,11:30,yes,summer,no,,,,,,,,18.5,10.95,122.1,,,,,
27,MOHK_D10,5,2025-07-09,11:30,yes,summer,no,,,,,,,,16,11.44,121.1,,,,,
27,MOHK_D10,6,2025-07-09,11:30,yes,summer,no,20.5,100,56,7.5,,,,11.4,11.78,112.5,,,,,
27,MOHK_D10,7,2025-07-09,11:30,yes,summer,no,,,,,,,,9,10.93,98.8,,,,,
27,MOHK_D10,8,2025-07-09,11:30,yes,summer,no,,,,,,,,8,10.48,92.2,,,,,
27,MOHK_D10,9,2025-07-09,11:30,yes,summer,no,,,,,,,,7.2,7.64,66,,,,,
27,MOHK_D10,10,2025-07-09,11:30,yes,summer,no,,,,,,,,6.6,4.7,40,,,,,
27,MOHK_D10,11,2025-07-09,11:30,yes,summer,no,19,102,59,6.9,,,,6.4,3.29,27.8,,,,,
27,MOHK_D10,12,2025-07-09,11:30,yes,summer,no,,,,,,,,6.2,1.09,9.2,,,,,
28,MOHK_D10,0,2025-07-16,10:12,yes,summer,no,27.1,80,48,6.76,7.1,,,27.3,7.9,104,,,,SHW,
28,MOHK_D10,1,2025-07-16,10:12,yes,summer,no,26.1,81,51,6.77,,,,26.8,7.89,103.1,,,,,
28,MOHK_D10,2,2025-07-16,10:12,yes,summer,no,,,,,,,,26.3,7.59,98.3,,,,,
28,MOHK_D10,3,2025-07-16,10:12,yes,summer,no,,,,,,,,24.7,8.47,106.5,,,,,
28,MOHK_D10,4,2025-07-16,10:12,yes,summer,no,,,,,,,,20,10.26,117.8,,,,,
28,MOHK_D10,5,2025-07-16,10:12,yes,summer,no,,,,,,,,15.8,11.29,119,,,,,
28,MOHK_D10,6,2025-07-16,10:12,yes,summer,no,16.5,97,55,7.35,,,,12.7,11.9,117,,,,,
28,MOHK_D10,7,2025-07-16,10:12,yes,summer,no,,,,,,,,10.2,11.83,110,,,,,
28,MOHK_D10,8,2025-07-16,10:12,yes,summer,no,,,,,,,,8.9,11.2,100.8,,,,,
28,MOHK_D10,9,2025-07-16,10:12,yes,summer,no,,,,,,,,7.8,8.98,78.7,,,,,
28,MOHK_D10,10,2025-07-16,10:12,yes,summer,no,,,,,,,,6.8,4.47,38.2,,,,,
28,MOHK_D10,11,2025-07-16,10:12,yes,summer,no,14.9,92,56,7.06,,,,6.5,3.32,28.2,,,,,
28,MOHK_D10,12,2025-07-16,10:12,yes,summer,no,,,,,,,,6.3,0.99,8.4,,,,,
29,MOHK_D10,0,2025-07-23,11:15,yes,summer,no,24.8,80,48,7.13,4.85,,,24.4,8.33,103.3,,,,SHW,
29,MOHK_D10,1,2025-07-23,11:15,yes,summer,no,24.5,81,48,7.18,,,,24.6,8.28,103.1,,,,,
29,MOHK_D10,2,2025-07-23,11:15,yes,summer,no,,,,,,,,24.7,8.24,102.8,,,,,
29,MOHK_D10,3,2025-07-23,11:15,yes,summer,no,,,,,,,,24.7,8.17,101.9,,,,,
29,MOHK_D10,4,2025-07-23,11:15,yes,summer,no,,,,,,,,20.3,10.62,121.8,,,,,
29,MOHK_D10,5,2025-07-23,11:15,yes,summer,no,,,,,,,,15.6,11.8,122.7,,,,,
29,MOHK_D10,6,2025-07-23,11:15,yes,summer,no,14,97,54,7.84,,,,12.2,11.96,115.5,,,,,
29,MOHK_D10,7,2025-07-23,11:15,yes,summer,no,,,,,,,,10.2,11.61,107,,,,,
29,MOHK_D10,8,2025-07-23,11:15,yes,summer,no,,,,,,,,9,11.49,102.9,,,,,
29,MOHK_D10,9,2025-07-23,11:15,yes,summer,no,,,,,,,,7.9,9.01,78.5,,,,,
29,MOHK_D10,10,2025-07-23,11:15,yes,summer,no,,,,,,,,7.1,5.5,47,,,,,
29,MOHK_D10,11,2025-07-23,11:15,yes,summer,no,12.1,101,61,8.01,,,,6.5,2.81,23.7,,,,,
29,MOHK_D10,12,2025-07-23,11:15,yes,summer,no,,,,,,,,6.3,0.36,3,,,,,
30,MOHK_D10,0,2025-07-30,10:15,yes,summer,no,27,77,46,6.74,6.1,,,26.9,8.07,105.5,,,,SRS,
30,MOHK_D10,1,2025-07-30,10:15,yes,summer,no,26.7,78,47,7,,,,26.8,8.01,104.7,,,,started rinsing hanna with,
30,MOHK_D10,2,2025-07-30,10:15,yes,summer,no,,,,,,,,26.4,8.21,106.4,,,,DI water in between,
30,MOHK_D10,3,2025-07-30,10:15,yes,summer,no,,,,,,,,25.5,8.16,104.2,,,,,
30,MOHK_D10,4,2025-07-30,10:15,yes,summer,no,,,,,,,,21.3,10.17,126.2,,,,,
30,MOHK_D10,5,2025-07-30,10:15,yes,summer,no,,,,,,,,16.2,12.31,130.8,,,,,
30,MOHK_D10,6,2025-07-30,10:15,yes,summer,no,16.2,84,50,7.24,,,,13.6,12.35,124.1,,,,,
30,MOHK_D10,7,2025-07-30,10:15,yes,summer,no,,,,,,,,10.8,11.6,109.3,,,,,
30,MOHK_D10,8,2025-07-30,10:15,yes,summer,no,,,,,,,,9.1,10.97,99.3,,,,,
30,MOHK_D10,9,2025-07-30,10:15,yes,summer,no,,,,,,,,7.7,7.55,66,,,,,
30,MOHK_D10,10,2025-07-30,10:15,yes,summer,no,,,,,,,,7,3.85,33.1,,,,,
30,MOHK_D10,11,2025-07-30,10:15,yes,summer,no,15.6,101,60,7.43,,,,6.5,0.84,7.1,,,,,
30,MOHK_D10,12,2025-07-30,10:15,yes,summer,no,,,,,,,,6.3,0.34,2.9,,,,,
31,MOHK_D10,0,2025-08-06,14:15,yes,summer,no,24.7,78,47,6.61,2.9,,,24.6,8.89,110.1,,,,"Low secchi for the clarity- found sensors unplugged, plugged back in at 15:00",
31,MOHK_D10,1,2025-08-06,14:15,yes,summer,no,24,84,47,6.61,,,,24.5,9.11,112.5,,,,,
31,MOHK_D10,2,2025-08-06,14:15,yes,summer,no,,,,,,,,24.3,9.17,112.9,,,,,
31,MOHK_D10,3,2025-08-06,14:15,yes,summer,no,,,,,,,,24.1,9.24,113.3,,,,,
31,MOHK_D10,4,2025-08-06,14:15,yes,summer,no,,,,,,,,23.3,8.97,108.4,,,,,
31,MOHK_D10,5,2025-08-06,14:15,yes,summer,no,,,,,,,,17.5,11.59,124.8,,,,,
31,MOHK_D10,6,2025-08-06,14:15,yes,summer,no,15.1,91,53,7.17,,,,14.5,12.16,122.9,,,,,
31,MOHK_D10,7,2025-08-06,14:15,yes,summer,no,,,,,,,,11.3,11.73,110.4,,,,,
31,MOHK_D10,8,2025-08-06,14:15,yes,summer,no,,,,,,,,8.5,9.65,85.1,,,,,
31,MOHK_D10,9,2025-08-06,14:15,yes,summer,no,,,,,,,,7.3,5.53,47.3,,,,,
31,MOHK_D10,10,2025-08-06,14:15,yes,summer,no,,,,,,,,6.8,2.83,23.9,,,,,
31,MOHK_D10,11,2025-08-06,14:15,yes,summer,no,11.2,99,58,6.89,,,,6.6,0.53,4.4,,,,,
31,MOHK_D10,12,2025-08-06,14:15,yes,summer,no,,,,,,,,6.3,0.33,2.8,,,,,
32,MOHK_D10,0,2025-08-14,13:20,yes,summer,no,26.9,79,47,7.28,3.6,,,27.1,8.33,109.8,Took a few minutes to get the temperature for 11m; second zoop sample sat in the heat before getting ETOH,,,,
32,MOHK_D10,1,2025-08-14,13:20,yes,summer,no,26.5,85,49,7.66,,,,26.2,8.39,108.6,,,,,
32,MOHK_D10,2,2025-08-14,13:20,yes,summer,no,,,,,,,,25.8,8.65,111.4,,,,,
32,MOHK_D10,3,2025-08-14,13:20,yes,summer,no,,,,,,,,25.4,8.79,112.2,,,,,
32,MOHK_D10,4,2025-08-14,13:20,yes,summer,no,,,,,,,,24.1,8.89,110.8,,,,,
32,MOHK_D10,5,2025-08-14,13:20,yes,summer,no,,,,,,,,18,12.42,137.4,,,,,
32,MOHK_D10,6,2025-08-14,13:20,yes,summer,no,15.4,86,51,6.88,,,,14.9,12.35,127.9,,,,,
32,MOHK_D10,7,2025-08-14,13:20,yes,summer,no,,,,,,,,11,10.74,101.8,,,,,
32,MOHK_D10,8,2025-08-14,13:20,yes,summer,no,,,,,,,,9.4,9.34,85.4,,,,,
32,MOHK_D10,9,2025-08-14,13:20,yes,summer,no,,,,,,,,8.4,7.6,67.8,,,,,
32,MOHK_D10,10,2025-08-14,13:20,yes,summer,no,,,,,,,,7.5,4.46,39,,,,,
32,MOHK_D10,11,2025-08-14,13:20,yes,summer,no,,,,,,,,6.8,0.4,3.4,,,,,
32,MOHK_D10,12,2025-08-14,13:20,yes,summer,no,17.4,90,55,6.97,,,,6.6,0.33,2.8,,,,,
33,MOHK_D10,0,2025-08-19,11:40,yes,summer,no,23.8,85,51,7.13,4,,,23.9,8.55,105.1,,,,GSS,
33,MOHK_D10,1,2025-08-19,11:40,yes,summer,no,23.7,83,50,6.94,,,,23.9,8.46,104,,,,,
33,MOHK_D10,2,2025-08-19,11:40,yes,summer,no,,,,,,,,23.8,8.46,103.9,,,,,
33,MOHK_D10,3,2025-08-19,11:40,yes,summer,no,,,,,,,,23.8,8.48,104.1,,,,,
33,MOHK_D10,4,2025-08-19,11:40,yes,summer,no,,,,,,,,23.7,8.46,103.7,,,,,
33,MOHK_D10,5,2025-08-19,11:40,yes,summer,no,,,,,,,,18.8,12.02,133.9,,,,,
33,MOHK_D10,6,2025-08-19,11:40,yes,summer,no,15,91,54,6.8,,,,13.9,12.04,120.8,,,,,
33,MOHK_D10,7,2025-08-19,11:40,yes,summer,no,,,,,,,,11.5,11.48,109.1,,,,,
33,MOHK_D10,8,2025-08-19,11:40,yes,summer,no,,,,,,,,9.2,8.69,78.4,,,,,
33,MOHK_D10,9,2025-08-19,11:40,yes,summer,no,,,,,,,,8.2,5.77,50.8,,,,,
33,MOHK_D10,10,2025-08-19,11:40,yes,summer,no,,,,,,,,7.3,1.6,13.7,,,,,
33,MOHK_D10,11,2025-08-19,11:40,yes,summer,no,12,99,58,6.88,,,,6.7,0.36,3.1,,,,,
33,MOHK_D10,12,2025-08-19,11:40,yes,summer,no,,,,,,,,6.5,0.3,2.6,,,,,
34,MOHK_D10,0,2025-08-27,15:00,yes,summer,no,22.1,49,48,7,4.15,,,22.2,9.11,109.2,,,,GSS,
34,MOHK_D10,1,2025-08-27,15:00,yes,summer,no,22.1,87,49,6.88,,,,22.1,9.12,109.1,,,,,
34,MOHK_D10,2,2025-08-27,15:00,yes,summer,no,,,,,,,,21.7,9.08,107.8,,,,,
34,MOHK_D10,3,2025-08-27,15:00,yes,summer,no,,,,,,,,21.5,9.01,106.6,,,,,
34,MOHK_D10,4,2025-08-27,15:00,yes,summer,no,,,,,,,,21.4,8.97,105.9,,,,,
34,MOHK_D10,5,2025-08-27,15:00,yes,summer,no,,,,,,,,19.1,12.29,138.7,,,,,
34,MOHK_D10,6,2025-08-27,15:00,yes,summer,no,17.7,104,62,7.46,,,,14.1,12.18,123.8,,,,,
34,MOHK_D10,7,2025-08-27,15:00,yes,summer,no,,,,,,,,11.5,10.58,101.4,,,,,
34,MOHK_D10,8,2025-08-27,15:00,yes,summer,no,,,,,,,,9.8,9.13,83.9,,,,,
34,MOHK_D10,9,2025-08-27,15:00,yes,summer,no,,,,,,,,8.3,5.26,46.7,,,,,
34,MOHK_D10,10,2025-08-27,15:00,yes,summer,no,,,,,,,,7.6,2.27,19.8,,,,,
34,MOHK_D10,11,2025-08-27,15:00,yes,summer,no,16.5,86,52,7.23,,,,7,0.42,3.6,,,,,
34,MOHK_D10,12,2025-08-27,15:00,yes,summer,no,,,,,,,,6.7,0.34,2.9,,,,,
35,MOHK_D10,0,2025-09-03,13:00,yes,summer,no,21,82,48,6.98,3.6,,,22.5,8.75,106,,,,GSS,
35,MOHK_D10,1,2025-09-03,13:00,yes,summer,no,21.6,81,49,6.98,,,,21.9,8.85,106,,,,,
35,MOHK_D10,2,2025-09-03,13:00,yes,summer,no,,,,,,,,21.7,8.89,106.1,,,,,
35,MOHK_D10,3,2025-09-03,13:00,yes,summer,no,,,,,,,,21.1,8.78,103.4,,,,,
35,MOHK_D10,4,2025-09-03,13:00,yes,summer,no,,,,,,,,20.8,8.82,103.3,,,,,
35,MOHK_D10,5,2025-09-03,13:00,yes,summer,no,,,,,,,,19.6,10.14,116,,,,,
35,MOHK_D10,6,2025-09-03,13:00,yes,summer,no,19,87,52,7.42,,,,15.1,10.93,113.7,,,,,
35,MOHK_D10,7,2025-09-03,13:00,yes,summer,no,,,,,,,,11.9,10.27,99.7,,,,,
35,MOHK_D10,8,2025-09-03,13:00,yes,summer,no,,,,,,,,9.6,8.29,76.2,,,,,
35,MOHK_D10,9,2025-09-03,13:00,yes,summer,no,,,,,,,,8.6,6.64,59.6,,,,,
35,MOHK_D10,10,2025-09-03,13:00,yes,summer,no,,,,,,,,7.7,3.86,33.9,,,,,
35,MOHK_D10,11,2025-09-03,13:00,yes,summer,no,12.9,102,57,7.14,,,,7,0.52,4.5,,,,,
35,MOHK_D10,12,2025-09-03,13:00,yes,summer,no,,,,,,,,6.6,0.31,2.7,,,,,
36,MOHK_D10,0,2025-09-09,9:34,yes,summer,no,19.8,83,48,6.91,4.45,,,19.8,8.92,101,,,,GSS,
36,MOHK_D10,1,2025-09-09,9:34,yes,summer,no,19.6,80,48,7.1,,,,19.9,8.86,100.6,,,,,
36,MOHK_D10,2,2025-09-09,9:34,yes,summer,no,,,,,,,,20,8.84,100.3,,,,,
36,MOHK_D10,3,2025-09-09,9:34,yes,summer,no,,,,,,,,20,8.83,100.3,,,,,
36,MOHK_D10,4,2025-09-09,9:34,yes,summer,no,,,,,,,,20,8.8,100,,,,,
36,MOHK_D10,5,2025-09-09,9:34,yes,summer,no,,,,,,,,19.1,10.31,115.1,,,,,
36,MOHK_D10,6,2025-09-09,9:34,yes,summer,no,15.8,86,51,7.1,,,,15.4,10.69,110.5,,,,,
36,MOHK_D10,7,2025-09-09,9:34,yes,summer,no,,,,,,,,12.2,9.69,93.3,,,,,
36,MOHK_D10,8,2025-09-09,9:34,yes,summer,no,,,,,,,,10,7.46,68.2,,,,,
36,MOHK_D10,9,2025-09-09,9:34,yes,summer,no,,,,,,,,8.6,5.63,49.8,,,,,
36,MOHK_D10,10,2025-09-09,9:34,yes,summer,no,,,,,,,,7.6,2.16,18.7,,,,,
36,MOHK_D10,11,2025-09-09,9:34,yes,summer,no,9.9,100,61,7.37,,,,6.8,0.36,3,,,,,
36,MOHK_D10,12,2025-09-09,9:34,yes,summer,no,,,,,,,,6.5,0.27,2.2,,,,,
37,MOHK_D10,0,2025-09-17,12:50,yes,summer,no,19.9,80,48,7.38,2.1,,,20.6,9.02,104.6,,,,GSS,
37,MOHK_D10,1,2025-09-17,12:50,yes,summer,no,21.4,85,52,7.87,,,,20.5,9.07,104.8,,,,,
37,MOHK_D10,2,2025-09-17,12:50,yes,summer,no,,,,,,,,20.4,9,103.7,,,,,
37,MOHK_D10,3,2025-09-17,12:50,yes,summer,no,,,,,,,,20.3,9.01,103.8,,,,,
37,MOHK_D10,4,2025-09-17,12:50,yes,summer,no,,,,,,,,20.2,9.02,103.7,,,,,
37,MOHK_D10,5,2025-09-17,12:50,yes,summer,no,,,,,,,,19.5,9,102.1,,,,,
37,MOHK_D10,6,2025-09-17,12:50,yes,summer,no,15.7,84,51,7.43,,,,14.7,10.49,107.7,,,,,
37,MOHK_D10,7,2025-09-17,12:50,yes,summer,no,,,,,,,,12.5,0.96,97.3,,,,,
37,MOHK_D10,8,2025-09-17,12:50,yes,summer,no,,,,,,,,10.3,7.3,67.7,,,,,
