sample_no,site_no,Depth_m,collect_date,collect_time,leaf,season,ice,temp_C_Hanna,cond_uScm_Hanna,TDS_hanna,pH_Hanna,SecchiDepth_m,DOC_fluor,Turbidity_fluor,Temp_C_DOProbe,DO_mgpL,DO_Sat_Percent,Depth_at_Slab,IceThickness_cm,IceCover_percent,Comment,
23,MOHK_D10,0,2026-06-10,10:17,no,spring,no,21,87,49,6.65,4.88,,,22.1,8.71,104.6,,NA,0%,DE,
23,MOHK_D10,1,2026-06-10,10:17,no,spring,no,21.5,92,47,6.58,,,,21.6,8.86,105.4,,,,Max YSI depth(m): 12,
23,MOHK_D10,2,2026-06-10,10:17,no,spring,no,,,,,,,,21.5,8.86,105.2,,,,,
23,MOHK_D10,3,2026-06-10,10:17,no,spring,no,,,,,,,,19.9,9.67,111.4,,,,,
23,MOHK_D10,4,2026-06-10,10:17,no,spring,no,,,,,,,,18.6,9.83,110.1,,,,,
23,MOHK_D10,5,2026-06-10,10:17,no,spring,no,,,,,,,,15.6,12.46,131,,,,,
23,MOHK_D10,6,2026-06-10,10:17,no,spring,no,12.5,144,60,6.81,,,,12.7,13.8,133.1,,,,,
23,MOHK_D10,7,2026-06-10,10:17,no,spring,no,,,,,,,,10.2,12.8,119.5,,,,,
23,MOHK_D10,8,2026-06-10,10:17,no,spring,no,,,,,,,,8.5,11.7,104.8,,,,,
23,MOHK_D10,9,2026-06-10,10:17,no,spring,no,,,,,,,,7.2,9.6,83.4,,,,,
23,MOHK_D10,10,2026-06-10,10:17,no,spring,no,,,,,,,,6.7,8.46,70.4,,,,,
23,MOHK_D10,11,2026-06-10,10:17,no,spring,no,9.9,120,53,6.94,,,,6,4.45,38.1,,,,,
23,MOHK_D10,12,2026-06-10,10:17,no,spring,no,,,,,,,,5.9,2.07,17.4,,,,,
24,MOHK_D10,0,2026-06-17,10:03,no,spring,no,21.8,95,44,6.66,6.9,,,22,8.7,104.8,,NA,0%,CRF,
24,MOHK_D10,1,2026-06-17,10:03,no,spring,no,20.7,94,46,7.23,,,,21.8,8.67,104,,,,Max YSI depth(m): 12,
24,MOHK_D10,2,2026-06-17,10:03,no,spring,no,,,,,,,,21.9,8.6,103.3,,,,,
24,MOHK_D10,3,2026-06-17,10:03,no,spring,no,,,,,,,,21.9,8.62,103.5,,,,,
24,MOHK_D10,4,2026-06-17,10:03,no,spring,no,,,,,,,,20.1,10.28,119.2,,,,,
24,MOHK_D10,5,2026-06-17,10:03,no,spring,no,,,,,,,,16.5,12.31,132.6,,,,,
24,MOHK_D10,6,2026-06-17,10:03,no,spring,no,18,95,45,6.76,,,,13.4,13.9,132.8,,,,,
24,MOHK_D10,7,2026-06-17,10:03,no,spring,no,,,,,,,,10.2,12.69,118.8,,,,,
24,MOHK_D10,8,2026-06-17,10:03,no,spring,no,,,,,,,,8.3,11.62,104,,,,,
24,MOHK_D10,9,2026-06-17,10:03,no,spring,no,,,,,,,,7.5,9.98,87.6,,,,,
24,MOHK_D10,10,2026-06-17,10:03,no,spring,no,,,,,,,,6.8,8.03,69.1,,,,,
24,MOHK_D10,11,2026-06-17,10:03,no,spring,no,10.6,114,85,7.6,,,,6.1,4.97,42.1,,,,,
24,MOHK_D10,12,2026-06-17,10:03,no,spring,no,,,,,,,,5.9,0.86,7.2,,,,,
25,MOHK_D10,0,2026-06-25,9:37,no,summer ,no,19.9,93,50,7.4,6.83,,,21.3,8.54,100.9,,NA,0%,CRF,
25,MOHK_D10,1,2026-06-25,9:37,no,summer ,no,21.1,94,47,7.18,,,,20,8.56,100.4,,,,Notes by AND,
25,MOHK_D10,2,2026-06-25,9:37,no,summer ,no,,,,,,,,20.7,8.63,100.8,,,,For 1 meter: was not in a amber bottle and Hanna-meter meaurements were done in the lab ,
25,MOHK_D10,3,2026-06-25,9:37,no,summer ,no,,,,,,,,20.6,8.65,100.1,,,,Max YSI depth(m): 12,
25,MOHK_D10,4,2026-06-25,9:37,no,summer ,no,,,,,,,,20.4,8.91,103.5,,,,,
25,MOHK_D10,5,2026-06-25,9:37,no,summer ,no,,,,,,,,17.5,11.6,126.8,,,,,
25,MOHK_D10,6,2026-06-25,9:37,no,summer ,no,18.8,116,51,7.67,,,,14.1,12.7,130.4,,,,,
25,MOHK_D10,7,2026-06-25,9:37,no,summer ,no,,,,,,,,11.2,12.41,118.4,,,,,
25,MOHK_D10,8,2026-06-25,9:37,no,summer ,no,,,,,,,,9.2,11.68,106.4,,,,,
25,MOHK_D10,9,2026-06-25,9:37,no,summer ,no,,,,,,,,7.9,9.28,81.8,,,,,
25,MOHK_D10,10,2026-06-25,9:37,no,summer ,no,,,,,,,,6.9,6.73,57.8,,,,,
25,MOHK_D10,11,2026-06-25,9:37,no,summer ,no,11.6,116,54,7.43,,,,6.2,3.23,27.6,,,,,
25,MOHK_D10,12,2026-06-25,9:37,no,summer ,no,,,,,,,,6.1,0.75,6.3,,,,,
1,AWOS_S1,0,2026-06-29,13:28,no,summer ,no,25.5,19,12,7.06,,,,,,,,NA,0%,Notes by AND,
2,AWOS_S2,0,2026-06-29,13:51,no,summer ,no,26.8,13,7,8.58,,,,,,,,,,Hannameter pH seemed off due to calibration error ,
4,AWOS_S4,0,2026-06-29,14:45,no,summer ,no,25.9,23,11,8.35,,,,,,,,,,,
26,MOHK_D10,0,2026-06-30,11:30,no,summer ,no,24.8,100,44,7.65,5.3,,,25.5,8.48,107.5,,NA,0%,Notes by GOC,
26,MOHK_D10,1,2026-06-30,11:30,no,summer ,no,25.1,117,54,7.68,,,,24.7,8.58,107.8,,,,Max YSI depth(m): 12,
26,MOHK_D10,2,2026-06-30,11:30,no,summer ,no,,,,,,,,24,8.56,106.1,,,,,
26,MOHK_D10,3,2026-06-30,11:30,no,summer ,no,,,,,,,,23.1,0.87,108,,,,,
26,MOHK_D10,4,2026-06-30,11:30,no,summer ,no,,,,,,,,22,8.83,104,,,,,
26,MOHK_D10,5,2026-06-30,11:30,no,summer ,no,,,,,,,,17.6,11.88,129.8,,,,,
26,MOHK_D10,6,2026-06-30,11:30,no,summer ,no,20.7,101,51,7.6,,,,14.4,12.84,131,,,,,
26,MOHK_D10,7,2026-06-30,11:30,no,summer ,no,,,,,,,,11.3,12.75,121.3,,,,,
26,MOHK_D10,8,2026-06-30,11:30,no,summer ,no,,,,,,,,8.8,11.33,101.8,,,,,
26,MOHK_D10,9,2026-06-30,11:30,no,summer ,no,,,,,,,,7.8,9.3,79.1,,,,,
26,MOHK_D10,10,2026-06-30,11:30,no,summer ,no,,,,,,,,6.8,4.74,40.5,,,,,
26,MOHK_D10,11,2026-06-30,11:30,no,summer ,no,13.4,124,70,7.39,,,,6.3,12.49,21,,,,,
26,MOHK_D10,12,2026-06-30,11:30,no,summer ,no,,,,,,,,6,0.6,5,,,,,
27,MOHK_D10,0,2026-07-08,10:11,no,summer ,no,23.2,93,46,7.16,6.48,,,23.3,8.26,101.1,,NA,0%,Notes by AND,
27,MOHK_D10,1,2026-07-08,10:11,no,summer ,no,22.7,104,55,7.43,,,,23.2,8.25,100.8,,,,Max YSI depth(m): 12,
27,MOHK_D10,2,2026-07-08,10:11,no,summer ,no,,,,,,,,23.1,8.17,99.6,,,,,
27,MOHK_D10,3,2026-07-08,10:11,no,summer ,no,,,,,,,,23.1,8.05,98,,,,,
27,MOHK_D10,4,2026-07-08,10:11,no,summer ,no,,,,,,,,22.9,8.7,105,,,,,
27,MOHK_D10,5,2026-07-08,10:11,no,summer ,no,,,,,,,,19.1,11.27,127,,,,,
27,MOHK_D10,6,2026-07-08,10:11,no,summer ,no,19.7,137,50,7.31,,,,15.8,12.29,129.4,,,,,
27,MOHK_D10,7,2026-07-08,10:11,no,summer ,no,,,,,,,,13,12.45,123.2,,,,,
27,MOHK_D10,8,2026-07-08,10:11,no,summer ,no,,,,,,,,10.7,11.4,106.9,,,,,
27,MOHK_D10,9,2026-07-08,10:11,no,summer ,no,,,,,,,,8.6,8.91,79.5,,,,,
27,MOHK_D10,10,2026-07-08,10:11,no,summer ,no,,,,,,,,7.5,6.56,57,,,,,
27,MOHK_D10,11,2026-07-08,10:11,no,summer ,no,12.6,128,56,7.31,,,,6.4,2.12,18,,,,,
27,MOHK_D10,12,2026-07-08,10:11,no,summer ,no,,,,,,,,6.3,0.51,4.3,,,,,
28,MOHK_D10,0,2026-07-15,9:55,no,summer ,no,24.8,98,4,7.4,6.7,,,24.8,8.15,103.3,,NA,0%,Notes by HMC,
28,MOHK_D10,1,2026-07-15,9:55,no,summer ,no,24.9,101,50,7.75,,,,24.9,8.12,103.1,,,,Max YSI depth(m): 12,
28,MOHK_D10,2,2026-07-15,9:55,no,summer ,no,,,,,,,,24.8,8.16,103.4,,,,,
28,MOHK_D10,3,2026-07-15,9:55,no,summer ,no,,,,,,,,24.8,8.17,103.5,,,,,
28,MOHK_D10,4,2026-07-15,9:55,no,summer ,no,,,,,,,,24.7,8.16,103.2,,,,,
28,MOHK_D10,5,2026-07-15,9:55,no,summer ,no,,,,,,,,20.8,11.59,136.1,,,,,
28,MOHK_D10,6,2026-07-15,9:55,no,summer ,no,19.9,230,126,7.68,,,,15.7,12.74,134.5,,,,,
28,MOHK_D10,7,2026-07-15,9:55,no,summer ,no,,,,,,,,12.5,12.48,122.9,,,,,
28,MOHK_D10,8,2026-07-15,9:55,no,summer ,no,,,,,,,,10,10.96,101.9,,,,,
28,MOHK_D10,9,2026-07-15,9:55,no,summer ,no,,,,,,,,7.8,5.68,50.2,,,,,
28,MOHK_D10,10,2026-07-15,9:55,no,summer ,no,,,,,,,,6.9,2.26,14.5,,,,,
28,MOHK_D10,11,2026-07-15,9:55,no,summer ,no,12.1,201,65,7.58,,,,6.3,0.39,3.3,,,,,
28,MOHK_D10,12,2026-07-15,9:55,no,summer ,no,,,,,,,,6.2,0.31,2.6,,,,,
29,MOHK_D10,0,2026-07-22,10:40,no,summer ,no,22.9,97,49,7.7,4.35,,,23.3,8.81,108.8,,NA,0%,Notes by SW,
29,MOHK_D10,1,2026-07-22,10:40,no,summer ,no,23.1,104,51,7.51,,,,23.3,8.82,109.2,,,,Max YSI depth(m): 12,
29,MOHK_D10,2,2026-07-22,10:40,no,summer ,no,,,,,,,,23.3,8.83,109.2,,,,,
29,MOHK_D10,3,2026-07-22,10:40,no,summer ,no,,,,,,,,23.3,8.8,108.8,,,,,
29,MOHK_D10,4,2026-07-22,10:40,no,summer ,no,,,,,,,,23,8.73,107.5,,,,,
29,MOHK_D10,5,2026-07-22,10:40,no,summer ,no,,,,,,,,20.8,11.94,140.9,,,,,
29,MOHK_D10,6,2026-07-22,10:40,no,summer ,no,21.3,116,55,8.12,,,,17,13.3,145.1,,,,,
29,MOHK_D10,7,2026-07-22,10:40,no,summer ,no,,,,,,,,12.7,12.85,127.9,,,,,
29,MOHK_D10,8,2026-07-22,10:40,no,summer ,no,,,,,,,,10.4,11.57,109.1,,,,,
29,MOHK_D10,9,2026-07-22,10:40,no,summer ,no,,,,,,,,8.9,8.64,78.5,,,,,
29,MOHK_D10,10,2026-07-22,10:40,no,summer ,no,,,,,,,,7.9,6.7,53.9,,,,,
29,MOHK_D10,11,2026-07-22,10:40,no,summer ,no,14.6,111,55,7.55,,,,7.2,3.87,33.7,,,,,
29,MOHK_D10,12,2026-07-22,10:40,no,summer ,no,,,,,,,,6.6,0.43,3.7,,,,,
30,MOHK_D10,0,2026-07-29,13:32,no,summer ,no,23.3,111,53,6.74,5.5,,,24.1,8.46,106.9,,NA,0%,Notes by GOC,
30,MOHK_D10,1,2026-07-29,13:32,no,summer ,no,23.5,101,49,7.39,,,,23.8,8.47,106.3,,,,Max YSI depth(m): 12,
30,MOHK_D10,2,2026-07-29,13:32,no,summer ,no,,,,,,,,23.6,8.45,105.8,,,,,
30,MOHK_D10,3,2026-07-29,13:32,no,summer ,no,,,,,,,,23.5,8.39,104.9,,,,,
30,MOHK_D10,4,2026-07-29,13:32,no,summer ,no,,,,,,,,23.3,8.54,106.3,,,,,
30,MOHK_D10,5,2026-07-29,13:32,no,summer ,no,,,,,,,,22.7,8.89,109.3,,,,,
30,MOHK_D10,6,2026-07-29,13:32,no,summer ,no,20.4,121,58,7.4,,,,18.7,11.71,133,,,,,
30,MOHK_D10,7,2026-07-29,13:32,no,summer ,no,,,,,,,,13.9,11.98,123,,,,,
30,MOHK_D10,8,2026-07-29,13:32,no,summer ,no,,,,,,,,11.2,11.44,110.6,,,,,
30,MOHK_D10,9,2026-07-29,13:32,no,summer ,no,,,,,,,,9.3,8.51,78.7,,,,,
30,MOHK_D10,10,2026-07-29,13:32,no,summer ,no,,,,,,,,7.9,4.5,40.2,,,,,
30,MOHK_D10,11,2026-07-29,13:32,no,summer ,no,13.1,117,75,7.31,,,,6.9,0.66,5.7,,,,,
30,MOHK_D10,12,2026-07-29,13:32,no,summer ,no,,,,,,,,6.5,0.32,2.8,,,,,
31,MOHK_D10,0,2026-08-05,10:35,no,summer ,no,24,94,47,7.7,,,,23.9,8.6,106,,NA,0%,Notes by GOC,
31,MOHK_D10,1,2026-08-05,10:35,no,summer ,no,24.3,180,63,7.76,,,,24.2,8.57,106.1,,,,Max YSI depth(m):12,
31,MOHK_D10,2,2026-08-05,10:35,no,summer ,no,,,,,,,,24.1,8.55,106.8,,,,,
31,MOHK_D10,3,2026-08-05,10:35,no,summer ,no,,,,,,,,24,8.61,106.3,,,,,
31,MOHK_D10,4,2026-08-05,10:35,no,summer ,no,,,,,,,,23.8,8.42,103.5,,,,,
31,MOHK_D10,5,2026-08-05,10:35,no,summer ,no,,,,,,,,22.8,8.23,99.3,,,,,
31,MOHK_D10,6,2026-08-05,10:35,no,summer ,no,21.9,109,53,7.51,,,,19.2,11.54,129.7,,,,,
31,MOHK_D10,7,2026-08-05,10:35,no,summer ,no,,,,,,,,15,11.6,119.5,,,,,
31,MOHK_D10,8,2026-08-05,10:35,no,summer ,no,,,,,,,,12.2,11.13,107.8,,,,,
31,MOHK_D10,9,2026-08-05,10:35,no,summer ,no,,,,,,,,9.8,8.36,76.6,,,,,
31,MOHK_D10,10,2026-08-05,10:35,no,summer ,no,,,,,,,,8.5,5.31,47.1,,,,,
31,MOHK_D10,11,2026-08-05,10:35,no,summer ,no,16.4,112,76,7.45,,,,7.5,2.27,19.7,,,,,
31,MOHK_D10,12,2026-08-05,10:35,no,summer ,no,,,,,,,,6.8,0.4,3.4,,,,,
