Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m,date
6/25/2024,15:40:25,Mohonk,24.979,8.66,104.7,0.15,-0.49,7.14,92.1,0.04,60,726.2,MHK,0,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:40:55,Mohonk,24.827,8.68,104.7,0.16,-0.51,7.28,91.3,0.04,59,726.2,MHK,0.25,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:41:27,Mohonk,24.76,8.71,104.9,0.17,-0.49,7.4,91,0.04,59,726.3,MHK,0.5,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:42:04,Mohonk,24.748,8.71,105,0.16,-0.39,7.5,91,0.04,59,726.3,MHK,0.75,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:42:38,Mohonk,24.741,8.67,104.4,0.21,-0.46,7.49,91,0.04,59,726.1,MHK,1,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:43:14,Mohonk,24.735,8.65,104.1,0.21,-0.47,7.52,91,0.04,59,726.3,MHK,1.25,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:43:44,Mohonk,24.693,8.64,104,0.2,-0.46,7.53,91,0.04,59,726.2,MHK,1.5,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:44:15,Mohonk,24.01,8.62,102.5,0.15,-0.45,7.53,91.3,0.04,59,726.3,MHK,1.75,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:44:47,Mohonk,23.589,8.67,102.2,0.26,-0.44,7.54,91.1,0.04,59,726.1,MHK,2,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:45:25,Mohonk,23.5,8.73,102.8,0.22,-0.42,7.57,90.8,0.04,59,726.1,MHK,2.25,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:46:01,Mohonk,23.432,8.73,102.6,0.17,-0.45,7.58,90.7,0.04,59,726.2,MHK,2.5,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:46:29,Mohonk,23.397,8.74,102.7,0.18,-0.44,7.59,90.7,0.04,59,726.2,MHK,2.75,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:47:02,Mohonk,23.335,8.73,102.5,0.18,-0.42,7.59,90.7,0.04,59,726.2,MHK,3,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:47:40,Mohonk,23.267,8.69,101.9,0.25,-0.38,7.58,90.8,0.04,59,726.2,MHK,3.25,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:48:15,Mohonk,22.654,8.73,101.1,0.33,-0.32,7.54,91.3,0.04,59,726.1,MHK,3.5,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:48:52,Mohonk,21.215,9.23,104.1,0.36,-0.32,7.44,91.7,0.04,60,726.1,MHK,3.75,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:49:34,Mohonk,19.503,10.53,114.7,0.32,-0.3,7.39,91.9,0.04,60,726.1,MHK,4,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:50:10,Mohonk,18.491,11.19,119.4,0.36,-0.26,7.41,91.1,0.04,59,726.1,MHK,4.25,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:50:47,Mohonk,17.515,11.84,123.8,0.38,-0.11,7.46,90.9,0.04,59,726.1,MHK,4.5,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:51:16,Mohonk,16.697,12.32,126.7,0.39,-0.15,7.54,91,0.04,59,726.1,MHK,4.75,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:51:55,Mohonk,15.214,12.67,126.2,0.37,-0.14,7.6,90.7,0.04,59,726.1,MHK,5,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:52:32,Mohonk,14.494,12.91,126.7,0.44,-0.07,7.64,90.6,0.04,59,726.1,MHK,5.25,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:53:12,Mohonk,13.066,13.1,124.6,0.49,-0.07,7.67,90.4,0.04,59,726.1,MHK,5.5,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:53:53,Mohonk,12.297,13.19,123.3,0.4,-0.03,7.66,90.1,0.04,59,726.1,MHK,5.75,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:54:26,Mohonk,12.006,13.24,122.9,0.47,0.13,7.65,90.2,0.04,59,726.2,MHK,6,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:55:11,Mohonk,11.163,13.31,121.1,0.45,0.03,7.64,90.2,0.04,59,726.1,MHK,6.25,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:55:48,Mohonk,10.674,13.24,119.2,0.61,0.17,7.62,90.2,0.04,59,726.2,MHK,6.5,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:56:26,Mohonk,9.943,13.26,117.3,0.7,0.18,7.58,90.5,0.04,59,726.2,MHK,6.75,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:57:08,Mohonk,9.356,13.08,114.2,0.46,0.13,7.51,90.5,0.04,59,726.1,MHK,7,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:57:29,Mohonk,8.986,13,112.5,0.61,0.19,7.47,90.9,0.04,59,726,MHK,7.25,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:58:14,Mohonk,8.377,12.52,106.8,0.55,0.23,7.36,91.3,0.04,59,726.1,MHK,7.5,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:58:47,Mohonk,7.797,12.27,103.1,0.43,0.19,7.29,90.9,0.04,59,726.1,MHK,7.75,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,15:59:23,Mohonk,7.378,12.01,99.9,0.36,0.21,7.23,91.3,0.04,59,726.1,MHK,8,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,16:00:05,Mohonk,7.115,11.42,94.3,0.31,0.21,7.13,91.3,0.04,59,726.1,MHK,8.25,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,16:00:49,Mohonk,6.874,10.77,88.4,0.33,0.24,7.02,91.4,0.04,59,726.1,MHK,8.5,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,16:01:26,Mohonk,6.684,10.25,83.8,0.25,0.21,6.94,91.6,0.04,60,726.2,MHK,8.75,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,16:02:06,Mohonk,6.585,9.66,78.8,0.23,0.23,6.87,91.5,0.04,59,726.1,MHK,9,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,16:02:56,Mohonk,6.432,9.39,76.3,0.27,0.26,6.81,91.6,0.04,60,726.2,MHK,9.25,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,16:03:48,Mohonk,6.304,8.7,70.5,0.29,0.24,6.74,91.7,0.04,60,726.1,MHK,9.5,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,16:04:19,Mohonk,6.17,7.98,64.4,0.19,0.24,6.68,92.2,0.04,60,726.1,MHK,9.75,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,16:05:12,Mohonk,6.047,6.4,51.5,0.15,0.22,6.58,92.7,0.04,60,726.1,MHK,10,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,16:05:50,Mohonk,5.96,5.79,46.4,0.14,0.21,6.53,92.8,0.04,60,726.1,MHK,10.25,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,16:06:21,Mohonk,5.856,5.52,44.2,0.09,0.21,6.51,92.8,0.04,60,726.1,MHK,10.5,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,16:07:06,Mohonk,5.738,4.92,39.3,0.13,0.22,6.47,92.9,0.04,60,726.2,MHK,10.75,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,16:07:39,Mohonk,5.701,4.42,35.2,0.13,0.24,6.45,93.1,0.04,61,726.2,MHK,11,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,16:08:14,Mohonk,5.667,3.89,31,0.11,0.24,6.42,93.6,0.04,61,726.1,MHK,11.25,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,16:08:52,Mohonk,5.655,3.52,28.1,0.09,0.25,6.41,93.7,0.04,61,726,MHK,11.5,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,16:09:25,Mohonk,5.659,3.05,24.3,0.11,0.25,6.39,94.3,0.04,61,726.2,MHK,11.75,NA,NA,NA,41.766,-74.158,379,2024-06-25
6/25/2024,16:09:56,Mohonk,5.653,2.59,20.6,0.09,0.23,6.37,94.9,0.04,62,726.1,MHK,12,NA,NA,NA,41.766,-74.158,379,2024-06-25
