Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m,date
10/30/2024,10:44:16,Mohonk,12.319,9.85,92,0.17,-0.39,NA,91,0.04,59,736.3,MHK,0,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:44:53,Mohonk,12.316,9.82,91.8,0.13,-0.4,NA,91,0.04,59,736.3,MHK,0.25,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:45:29,Mohonk,12.313,9.81,91.7,0.12,-0.4,NA,91,0.04,59,736.2,MHK,0.5,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:45:57,Mohonk,12.312,9.8,91.6,0.11,-0.41,NA,91,0.04,59,736.3,MHK,0.75,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:46:35,Mohonk,12.31,9.79,91.5,0.13,-0.38,NA,90.9,0.04,59,736.2,MHK,1,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:47:01,Mohonk,12.304,9.77,91.3,0.08,-0.42,NA,91,0.04,59,736.3,MHK,1.25,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:47:31,Mohonk,12.306,9.76,91.2,0.12,-0.41,NA,91,0.04,59,736.2,MHK,1.5,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:47:45,Mohonk,12.307,9.76,91.2,0.1,-0.39,NA,91,0.04,59,736.2,MHK,1.75,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:49:01,Mohonk,12.319,9.77,91.3,0.16,-0.39,NA,91,0.04,59,736.2,MHK,2,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:49:37,Mohonk,12.322,9.76,91.3,0.13,-0.37,NA,91,0.04,59,736.2,MHK,2.25,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:50:04,Mohonk,12.321,9.76,91.3,0.15,-0.39,NA,91,0.04,59,736.2,MHK,2.5,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:50:31,Mohonk,12.322,9.76,91.2,0.12,-0.4,NA,91,0.04,59,736.2,MHK,2.75,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:51:19,Mohonk,12.321,9.76,91.2,0.15,-0.37,NA,91,0.04,59,736.2,MHK,3,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:51:44,Mohonk,12.322,9.75,91.2,0.1,-0.42,NA,91,0.04,59,736.1,MHK,3.25,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:52:33,Mohonk,12.32,9.75,91.2,0.12,-0.39,NA,91,0.04,59,736.2,MHK,3.5,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:52:58,Mohonk,12.321,9.75,91.2,0.14,-0.39,NA,91.1,0.04,59,736.1,MHK,3.75,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:53:23,Mohonk,12.322,9.75,91.1,0.1,-0.38,NA,91,0.04,59,736.2,MHK,4,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:53:56,Mohonk,12.321,9.75,91.1,0.12,-0.4,NA,91,0.04,59,736.2,MHK,4.25,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:54:19,Mohonk,12.32,9.75,91.1,0.16,-0.36,NA,91.1,0.04,59,736.2,MHK,4.5,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:54:49,Mohonk,12.305,9.74,91,0.1,-0.33,NA,91.1,0.04,59,736.1,MHK,4.75,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:55:13,Mohonk,12.306,9.73,90.9,0.11,-0.37,NA,91.1,0.04,59,736.1,MHK,5,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:55:37,Mohonk,12.306,9.73,90.9,0.14,-0.31,NA,91.1,0.04,59,736.2,MHK,5.25,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:56:18,Mohonk,12.302,9.72,90.9,0.15,-0.36,NA,91.1,0.04,59,736.2,MHK,5.5,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:56:44,Mohonk,12.3,9.72,90.8,0.12,-0.38,NA,91.1,0.04,59,736.2,MHK,5.75,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:57:12,Mohonk,12.289,9.71,90.7,0.11,-0.37,NA,91.1,0.04,59,736.2,MHK,6,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:57:43,Mohonk,12.262,9.7,90.6,0.1,-0.4,NA,91.1,0.04,59,736.1,MHK,6.25,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:58:27,Mohonk,12.252,9.7,90.5,0.15,-0.39,NA,91.2,0.04,59,736.1,MHK,6.5,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:58:48,Mohonk,12.247,9.7,90.5,0.13,-0.39,NA,91.1,0.04,59,736.2,MHK,6.75,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:59:15,Mohonk,12.246,9.7,90.5,0.12,-0.4,NA,91.1,0.04,59,736.2,MHK,7,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,10:59:37,Mohonk,12.243,9.7,90.6,0.17,-0.34,NA,91.1,0.04,59,736.1,MHK,7.25,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:00:11,Mohonk,12.238,9.71,90.6,0.15,-0.39,NA,91.1,0.04,59,736.1,MHK,7.5,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:00:34,Mohonk,12.234,9.71,90.6,0.17,-0.38,NA,91.1,0.04,59,736.1,MHK,7.75,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:01:06,Mohonk,12.232,9.7,90.5,0.11,-0.38,NA,91.1,0.04,59,736.2,MHK,8,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:01:34,Mohonk,11.913,9.52,88.2,0.13,-0.37,NA,91.7,0.04,60,736,MHK,8.25,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:02:05,Mohonk,10.652,6.01,54.1,0.14,-0.37,NA,93.6,0.04,61,736.1,MHK,8.5,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:02:54,Mohonk,9.977,4.15,36.8,0.2,-0.32,NA,93.7,0.04,61,736,MHK,8.75,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:03:26,Mohonk,9.522,3.35,29.3,0.11,-0.32,NA,93.7,0.04,61,736,MHK,9,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:03:54,Mohonk,8.969,2.54,22,0.09,-0.31,NA,94,0.04,61,736,MHK,9.25,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:04:20,Mohonk,8.593,1.84,15.8,0.06,-0.34,NA,94,0.04,61,736,MHK,9.5,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:04:44,Mohonk,8.266,1.28,10.9,0.08,-0.29,NA,94.1,0.04,61,736.2,MHK,9.75,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:05:08,Mohonk,8.085,0.91,7.7,0.04,-0.31,NA,93.6,0.04,61,736.1,MHK,10,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:05:36,Mohonk,7.766,0.66,5.6,0.1,-0.23,NA,94.7,0.04,62,736,MHK,10.25,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:05:59,Mohonk,7.593,0.56,4.7,0.07,-0.25,NA,96.1,0.04,62,736,MHK,10.5,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:06:31,Mohonk,7.271,0.47,3.9,0.1,-0.19,NA,98.9,0.05,64,736,MHK,10.75,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:07:09,Mohonk,7.08,0.42,3.5,0.08,-0.17,NA,99.6,0.05,65,736,MHK,11,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:08:22,Mohonk,6.892,0.36,3,0.09,-0.14,NA,100.4,0.05,65,736,MHK,11.25,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:08:51,Mohonk,6.855,0.34,2.8,0.07,-0.16,NA,100.7,0.05,65,736,MHK,11.5,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:09:13,Mohonk,6.753,0.33,2.7,0.1,-0.12,NA,102.1,0.05,66,736,MHK,11.75,NA,NA,NA,41.766,-74.158,379,2024-10-30
10/30/2024,11:09:38,Mohonk,6.631,0.32,2.6,0.96,0.79,NA,104.3,0.05,68,736,MHK,12,NA,NA,NA,41.766,-74.158,379,2024-10-30
