Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m,date
6/5/2024,12:38:14,Mohonk,23.097,8.44,98.7,0.24,0.08,7.92,85,0.04,55,726.6,MHK,0,NA,NA,NA,41.766,-74.158,379,2024-06-05
6/5/2024,12:38:20,Mohonk,23.111,8.46,98.8,0.12,0.08,7.88,84.5,0.04,55,726.6,MHK,0.25,NA,NA,NA,41.766,-74.158,379,2024-06-05
6/5/2024,12:38:26,Mohonk,23.136,8.47,99,0.15,0.09,7.84,84.3,0.04,55,726.7,MHK,0.5,NA,NA,NA,41.766,-74.158,379,2024-06-05
6/5/2024,12:38:37,Mohonk,23.123,8.49,99.2,0.12,0.1,7.79,84.2,0.04,55,726.6,MHK,0.75,NA,NA,NA,41.766,-74.158,379,2024-06-05
6/5/2024,12:38:43,Mohonk,23.011,8.49,99,0.11,0.1,7.75,84.2,0.04,55,726.6,MHK,1,NA,NA,NA,41.766,-74.158,379,2024-06-05
6/5/2024,12:38:50,Mohonk,22.871,8.5,98.9,0.12,0.1,7.73,84.2,0.04,55,726.5,MHK,1.25,NA,NA,NA,41.766,-74.158,379,2024-06-05
6/5/2024,12:38:55,Mohonk,22.801,8.52,99,0.12,0.08,7.72,84.2,0.04,55,726.5,MHK,1.5,NA,NA,NA,41.766,-74.158,379,2024-06-05
6/5/2024,12:39:02,Mohonk,22.772,8.54,99.1,0.13,0.06,7.71,84.1,0.04,55,726.7,MHK,1.75,NA,NA,NA,41.766,-74.158,379,2024-06-05
6/5/2024,12:39:08,Mohonk,22.762,8.55,99.3,0.12,0.05,7.7,84.1,0.04,55,726.6,MHK,2,NA,NA,NA,41.766,-74.158,379,2024-06-05
6/5/2024,12:39:14,Mohonk,22.753,8.56,99.3,0.11,0.05,7.69,84.1,0.04,55,726.6,MHK,2.25,NA,NA,NA,41.766,-74.158,379,2024-06-05
