Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m,date
8/5/2024,11:39:04,Mohonk,26.729,8.66,108.2,0.46,-0.54,7.95,92.9,0.04,60,730.2,MHK,0,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:39:34,Mohonk,26.703,8.66,108.1,0.4,-0.53,8.05,90.9,0.04,59,730.3,MHK,0.25,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:40:01,Mohonk,26.646,8.67,108.2,0.47,-0.52,8.08,90.6,0.04,59,730.3,MHK,0.5,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:40:41,Mohonk,26.451,8.67,107.8,0.45,-0.5,8.13,90.6,0.04,59,730.2,MHK,0.75,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:41:08,Mohonk,26.25,8.7,107.8,0.49,-0.5,8.17,90.5,0.04,59,730.1,MHK,1,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:41:38,Mohonk,25.968,8.79,108.2,0.6,-0.44,8.26,90.5,0.04,59,730.2,MHK,1.25,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:42:06,Mohonk,25.914,8.85,108.9,0.57,-0.46,8.36,90.4,0.04,59,730.2,MHK,1.5,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:42:30,Mohonk,25.843,8.88,109.1,0.58,-0.46,8.4,90.4,0.04,59,730.2,MHK,1.75,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:42:54,Mohonk,25.807,8.87,108.9,0.6,-0.46,8.39,90.3,0.04,59,730.1,MHK,2,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:43:33,Mohonk,25.761,8.82,108.3,0.59,-0.46,8.33,90.3,0.04,59,730.2,MHK,2.25,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:43:57,Mohonk,25.754,8.78,107.7,0.79,-0.41,8.28,90.2,0.04,59,730.1,MHK,2.5,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:44:24,Mohonk,25.713,8.7,106.7,0.78,-0.39,8.19,90.3,0.04,59,730.2,MHK,2.75,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:44:53,Mohonk,25.695,8.68,106.4,0.78,-0.38,8.14,90.3,0.04,59,730.2,MHK,3,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:45:20,Mohonk,25.69,8.56,104.9,0.8,-0.38,8.12,90.4,0.04,59,730.2,MHK,3.25,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:45:43,Mohonk,25.384,8.49,103.5,0.8,-0.37,8.01,90.8,0.04,59,730.2,MHK,3.5,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:46:08,Mohonk,24.842,8.77,105.8,0.77,-0.33,7.97,91.2,0.04,59,730.1,MHK,3.75,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:46:40,Mohonk,24.082,8.38,99.7,1,-0.25,7.61,91.9,0.04,60,730,MHK,4,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:47:04,Mohonk,23.556,8.7,102.5,1,-0.21,7.53,92.1,0.04,60,730.1,MHK,4.25,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:47:30,Mohonk,22.151,9.83,112.8,1.03,-0.18,7.48,93,0.04,60,730.2,MHK,4.5,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:47:55,Mohonk,21.012,10.8,121.3,0.98,-0.16,7.47,93.4,0.04,61,730.1,MHK,4.75,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:48:35,Mohonk,18.906,12.26,132,1.29,0.08,7.57,92.8,0.04,60,730.2,MHK,5,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:49:05,Mohonk,17.97,12.41,131.1,0.8,-0.1,7.58,93,0.04,60,730.1,MHK,5.25,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:49:31,Mohonk,17.06,12.37,128.2,0.78,-0.09,7.53,92.3,0.04,60,730,MHK,5.5,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:49:58,Mohonk,15.746,12.31,124.1,0.7,-0.11,7.47,92.5,0.04,60,730.1,MHK,5.75,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:50:25,Mohonk,14.805,12.15,120,0.56,-0.16,7.41,92.3,0.04,60,730,MHK,6,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:50:50,Mohonk,13.918,12.08,117,0.57,-0.15,7.36,91.6,0.04,60,730.1,MHK,6.25,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:51:16,Mohonk,12.651,12.13,114.4,0.46,-0.17,7.33,91.5,0.04,59,730.1,MHK,6.5,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:51:45,Mohonk,11.982,12.01,111.4,0.52,-0.1,7.3,91.1,0.04,59,730.1,MHK,6.75,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:52:12,Mohonk,11.054,11.95,108.6,0.45,-0.07,7.26,91.9,0.04,60,730,MHK,7,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:52:36,Mohonk,10.601,11.68,105,0.57,-0.02,7.22,91,0.04,59,730,MHK,7.25,NA,NA,NA,41.766,-74.158,379,2024-08-05
