Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m,date
8/5/2024,11:52:59,Mohonk,10.164,11.31,100.7,0.51,0,7.17,91.3,0.04,59,730.1,MHK,7.5,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:53:23,Mohonk,9.533,10.95,96,0.45,0.05,7.12,92,0.04,60,730,MHK,7.75,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:53:49,Mohonk,9.179,10.52,91.4,0.43,0.05,7.07,91.6,0.04,60,730,MHK,8,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:54:12,Mohonk,8.654,10.14,87,0.44,0.09,7.02,91.6,0.04,60,730,MHK,8.25,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:54:37,Mohonk,8.366,9.55,81.4,0.37,0.04,6.96,91.7,0.04,60,730,MHK,8.5,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:55:12,Mohonk,7.852,8.86,74.6,0.76,0.25,6.89,92.3,0.04,60,730.1,MHK,8.75,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:55:36,Mohonk,7.692,8.37,70.2,0.35,0.11,6.84,92.1,0.04,60,730,MHK,9,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:56:00,Mohonk,7.571,7.88,65.8,0.75,0.37,6.8,92.1,0.04,60,730,MHK,9.25,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:56:23,Mohonk,7.128,6.89,56.9,0.2,0.07,6.74,93.2,0.04,61,730,MHK,9.5,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:56:50,Mohonk,6.938,5.94,48.8,0.32,0.16,6.67,93.4,0.04,61,730,MHK,9.75,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:57:17,Mohonk,6.824,5.15,42.3,0.23,0.1,6.63,93.6,0.04,61,730,MHK,10,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:57:42,Mohonk,6.714,4.46,36.5,0.2,0.11,6.59,94.1,0.04,61,730,MHK,10.25,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:58:07,Mohonk,6.671,3.75,30.6,0.42,0.17,6.56,94.4,0.04,61,730,MHK,10.5,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:58:31,Mohonk,6.564,3.09,25.2,0.14,0.09,6.54,94.9,0.04,62,730,MHK,10.75,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:58:55,Mohonk,6.341,2.31,18.7,0.12,0.08,6.51,96.1,0.04,62,730,MHK,11,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:59:24,Mohonk,6.258,1.49,12.1,0.08,0.08,6.48,97,0.05,63,730,MHK,11.25,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,11:59:49,Mohonk,6.137,0.98,7.9,0.14,0.1,6.46,97.8,0.05,64,730,MHK,11.5,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,12:00:11,Mohonk,6.09,0.72,5.8,0.1,0.08,6.44,98.8,0.05,64,730,MHK,11.75,NA,NA,NA,41.766,-74.158,379,2024-08-05
8/5/2024,12:00:36,Mohonk,6.018,0.58,4.6,0.08,0.08,6.44,100.8,0.05,66,730,MHK,12,NA,NA,NA,41.766,-74.158,379,2024-08-05
