sample_no,Depth_m,collect_date,Temp_C_DOProbe,DO_mgpL,DO_Sat_Percent
28,0,06/18/2024,24.2,8.34,103.2
28,1,06/18/2024,23.8,8.4,103.1
28,2,06/18/2024,22.9,8.22,99.2
28,3,06/18/2024,21.9,8.44,100
28,4,06/18/2024,19.7,9.74,110.4
28,5,06/18/2024,15.9,11.04,115.6
28,6,06/18/2024,11.9,11.49,110.3
28,7,06/18/2024,9.5,11.71,106.1
28,8,06/18/2024,8.3,11.55,101.7
28,9,06/18/2024,7.4,10.66,91.9
28,10,06/18/2024,7.4,6.46,54.7
28,11,06/18/2024,6.2,5.42,45.3
28,12,06/18/2024,5.9,2.67,22.2
