TIME,DATE,FILE NAME,SITE NAME,FAULT CODE,PHYCOCYANIN (RFU)-14C102008,BAROMETER (MMHG)-24C102759,CHLOROPHYLL (RFU)-14C102008,COND (µS/CM)-15F102368,SP COND (µS/CM)-15F102368,TDS (MG/L)-15F102368,SAL (PSU)-15F102368,NLFCOND (µS/CM)-15F102368,DO (% SAT)-13C101369,DO (MG/L)-13C101369,DO (% CB)-13C101369,GPS LATITUDE (°)-24C102759,GPS LONGITUDE (°)-24C102759,ALTITUDE (M)-24C102759,CABLE POWER (VOLT)-24C102759,BATTERY POWER (VOLT)-24C102759,TEMP (°C)-15F102368
1:36:49 PM,12/3/2025,251203-133647-Mohonk.bin,Mohonk,0,1.73,728.1,0.67,60.8,99.6,65,0.05,101,70.7,9.12,72.1,41.76794,-74.15558,379.7,11.9,2.86,4.615
1:36:23 PM,12/3/2025,251203-133621-Mohonk.bin,Mohonk,0,2.71,728.1,0.85,60.8,99.6,65,0.05,101,71.8,9.26,73.3,41.76789,-74.15559,378.1,11.9,2.86,4.617
1:35:46 PM,12/3/2025,251203-133544-Mohonk.bin,Mohonk,0,1.64,728,0.59,60.7,99.3,65,0.05,100.7,72.8,9.39,74.2,41.76792,-74.1556,375.8,11.9,2.86,4.614
1:35:13 PM,12/3/2025,251203-133512-Mohonk.bin,Mohonk,0,0.76,728.2,0.21,60.6,99.2,64,0.05,100.6,73.1,9.43,74.6,41.76793,-74.15562,369.5,11.9,2.86,4.613
1:34:47 PM,12/3/2025,251203-133446-Mohonk.bin,Mohonk,0,0.81,728.2,0.2,60.6,99.2,64,0.05,100.6,73.2,9.44,74.6,41.76793,-74.15562,373.5,11.9,2.86,4.613
1:34:22 PM,12/3/2025,251203-133420-Mohonk.bin,Mohonk,0,0.77,728.1,0.18,60.6,99.2,64,0.05,100.6,73.2,9.44,74.7,41.76791,-74.1556,377.1,11.9,2.86,4.617
1:33:42 PM,12/3/2025,251203-133341-Mohonk.bin,Mohonk,0,0.82,728.2,0.17,60.5,99.1,64,0.05,100.5,73.3,9.45,74.7,41.76791,-74.1556,375.3,11.9,2.86,4.621
1:33:08 PM,12/3/2025,251203-133306-Mohonk.bin,Mohonk,0,0.8,728.2,0.17,60.5,99.1,64,0.05,100.5,73.3,9.45,74.8,41.76799,-74.15578,368,11.9,2.86,4.619
1:32:35 PM,12/3/2025,251203-133233-Mohonk.bin,Mohonk,0,0.8,728.2,0.18,60.5,99.1,64,0.05,100.5,73.4,9.46,74.8,0,0,0,11.9,2.86,4.614
1:32:05 PM,12/3/2025,251203-133203-Mohonk.bin,Mohonk,0,0.75,728.2,0.17,60.5,99.1,64,0.05,100.5,73.4,9.46,74.8,41.76791,-74.15556,369.2,11.9,2.86,4.615
1:31:40 PM,12/3/2025,251203-133138-Mohonk.bin,Mohonk,0,0.79,728.2,0.16,60.5,99,64,0.05,100.4,73.4,9.47,74.9,41.76788,-74.15572,368.9,11.9,2.86,4.619
1:31:15 PM,12/3/2025,251203-133113-Mohonk.bin,Mohonk,0,0.78,728.2,0.23,60.5,99,64,0.05,100.4,73.4,9.47,74.9,41.76794,-74.15568,366.7,11.9,2.86,4.619
1:30:39 PM,12/3/2025,251203-133038-Mohonk.bin,Mohonk,0,0.82,728.2,0.23,60.5,99,64,0.05,100.4,73.5,9.48,75,41.76807,-74.15561,360.2,11.9,2.86,4.618
1:30:13 PM,12/3/2025,251203-133011-Mohonk.bin,Mohonk,0,0.83,728.2,0.32,60.4,98.9,64,0.05,100.3,73.5,9.48,75,41.76796,-74.15575,367.9,11.9,2.86,4.617
1:29:47 PM,12/3/2025,251203-132945-Mohonk.bin,Mohonk,0,0.77,728.2,0.17,60.5,99,64,0.05,100.4,73.6,9.49,75.1,41.76795,-74.15572,367.7,11.9,2.86,4.617
1:29:22 PM,12/3/2025,251203-132920-Mohonk.bin,Mohonk,0,0.76,728.2,0.24,60.4,99,64,0.05,100.4,73.6,9.49,75.1,41.76791,-74.15576,366.4,11.9,2.86,4.615
1:28:49 PM,12/3/2025,251203-132848-Mohonk.bin,Mohonk,0,0.82,728.2,0.28,60.4,98.9,64,0.05,100.3,73.7,9.5,75.1,41.76788,-74.15559,379.4,11.9,2.86,4.616
1:28:25 PM,12/3/2025,251203-132824-Mohonk.bin,Mohonk,0,0.79,728.2,0.2,60.4,98.9,64,0.05,100.3,73.7,9.51,75.2,41.7679,-74.15567,376.8,11.9,2.86,4.62
1:27:55 PM,12/3/2025,251203-132753-Mohonk.bin,Mohonk,0,0.8,728.2,0.27,60.4,98.9,64,0.05,100.2,73.8,9.51,75.3,41.76785,-74.15562,374.1,11.9,2.86,4.623
1:27:27 PM,12/3/2025,251203-132726-Mohonk.bin,Mohonk,0,0.82,728.2,0.22,60.4,98.9,64,0.05,100.3,73.8,9.52,75.3,41.76791,-74.15569,375.8,11.9,2.86,4.624
1:27:03 PM,12/3/2025,251203-132702-Mohonk.bin,Mohonk,0,0.82,728.3,0.2,60.4,98.8,64,0.05,100.2,73.9,9.53,75.4,41.76787,-74.15567,374.7,11.9,2.86,4.626
1:26:40 PM,12/3/2025,251203-132639-Mohonk.bin,Mohonk,0,0.78,728.2,0.19,60.3,98.8,64,0.05,100.2,73.9,9.53,75.4,41.76789,-74.15567,378.7,11.9,2.86,4.622
1:26:00 PM,12/3/2025,251203-132559-Mohonk.bin,Mohonk,0,0.81,728.3,0.16,60.4,98.8,64,0.05,100.2,74,9.54,75.5,41.76791,-74.1556,383.7,11.9,2.86,4.626
1:25:35 PM,12/3/2025,251203-132534-Mohonk.bin,Mohonk,0,0.79,728.2,0.18,60.3,98.8,64,0.05,100.2,74.1,9.55,75.6,41.76789,-74.15549,388.3,11.9,2.86,4.625
1:24:52 PM,12/3/2025,251203-132450-Mohonk.bin,Mohonk,0,0.84,728.2,0.18,60.3,98.7,64,0.05,100.1,74.3,9.58,75.8,41.76791,-74.15562,381.5,11.9,2.86,4.627
1:24:25 PM,12/3/2025,251203-132423-Mohonk.bin,Mohonk,0,0.81,728.2,0.24,60.3,98.7,64,0.05,100.1,74.4,9.59,75.9,41.76791,-74.15562,383.5,11.9,2.86,4.627
1:23:54 PM,12/3/2025,251203-132352-Mohonk.bin,Mohonk,0,0.77,728.2,0.25,60.2,98.6,64,0.05,100,74.5,9.6,76,41.76791,-74.15551,392,11.9,2.86,4.628
1:23:21 PM,12/3/2025,251203-132319-Mohonk.bin,Mohonk,0,0.79,728.2,0.21,60.2,98.6,64,0.05,100,74.6,9.61,76.1,41.76785,-74.1555,385.2,11.9,2.86,4.635
1:22:55 PM,12/3/2025,251203-132253-Mohonk.bin,Mohonk,0,0.82,728.1,0.29,60.2,98.5,64,0.05,99.9,74.7,9.62,76.2,41.76786,-74.15563,378.7,11.9,2.86,4.636
1:22:17 PM,12/3/2025,251203-132215-Mohonk.bin,Mohonk,0,0.79,728.2,0.19,60.2,98.5,64,0.05,99.9,74.8,9.64,76.3,41.76786,-74.15561,380.1,11.9,2.86,4.635
1:21:48 PM,12/3/2025,251203-132147-Mohonk.bin,Mohonk,0,0.78,728.1,0.21,60.1,98.4,64,0.05,99.8,74.9,9.65,76.4,41.76785,-74.15568,375.6,11.9,2.86,4.635
1:21:25 PM,12/3/2025,251203-132124-Mohonk.bin,Mohonk,0,0.82,728.2,0.18,60.1,98.4,64,0.05,99.8,75,9.66,76.5,41.76787,-74.15567,380.6,11.9,2.86,4.643
1:21:03 PM,12/3/2025,251203-132102-Mohonk.bin,Mohonk,0,0.81,728.2,0.19,60.1,98.3,64,0.05,99.7,75,9.67,76.6,41.76786,-74.15572,377.2,11.9,2.86,4.655
1:20:34 PM,12/3/2025,251203-132032-Mohonk.bin,Mohonk,0,0.78,728.2,0.19,60.1,98.3,64,0.05,99.7,75.2,9.68,76.7,41.76783,-74.15559,387.4,11.9,2.86,4.655
1:20:01 PM,12/3/2025,251203-131959-Mohonk.bin,Mohonk,0,0.81,728.2,0.16,60.1,98.3,64,0.05,99.7,75.3,9.7,76.8,41.76787,-74.15566,391.8,11.9,2.86,4.661
1:19:32 PM,12/3/2025,251203-131930-Mohonk.bin,Mohonk,0,0.79,728.2,0.21,60.1,98.3,64,0.05,99.7,75.5,9.72,77,41.76788,-74.15572,389.4,11.9,2.86,4.665
1:19:00 PM,12/3/2025,251203-131858-Mohonk.bin,Mohonk,0,0.77,728.2,0.12,60.1,98.2,64,0.05,99.6,75.7,9.75,77.2,41.76789,-74.15576,387.2,11.9,2.86,4.672
1:18:35 PM,12/3/2025,251203-131833-Mohonk.bin,Mohonk,0,0.77,728.2,0.13,60,98.1,64,0.05,99.5,75.9,9.77,77.4,41.76788,-74.15572,388.4,11.9,2.86,4.673
1:17:56 PM,12/3/2025,251203-131754-Mohonk.bin,Mohonk,0,0.76,728.2,0.16,60,98.1,64,0.05,99.4,76.2,9.81,77.8,41.76785,-74.15548,402.8,11.9,2.86,4.681
1:17:29 PM,12/3/2025,251203-131728-Mohonk.bin,Mohonk,0,0.8,728.2,0.11,60,98,64,0.05,99.4,76.5,9.84,78,41.76787,-74.15567,392.3,11.9,2.86,4.706
1:16:56 PM,12/3/2025,251203-131654-Mohonk.bin,Mohonk,0,0.75,728.3,0.11,59.9,97.8,64,0.05,99.2,76.8,9.88,78.3,41.76785,-74.15558,393.8,11.9,2.86,4.706
1:16:31 PM,12/3/2025,251203-131629-Mohonk.bin,Mohonk,0,0.74,728.2,0.08,59.8,97.7,64,0.05,99.1,77.1,9.92,78.7,41.76783,-74.15542,399.3,11.9,2.86,4.7
1:16:04 PM,12/3/2025,251203-131602-Mohonk.bin,Mohonk,0,0.77,728.2,0.13,59.8,97.7,64,0.05,99.1,77.5,9.98,79.1,41.76794,-74.15563,380.9,11.9,2.86,4.681
1:15:31 PM,12/3/2025,251203-131530-Mohonk.bin,Mohonk,0,0.75,728.2,0.12,59.7,97.6,63,0.05,99,78.3,10.08,79.9,0,0,0,11.9,2.86,4.682
1:15:02 PM,12/3/2025,251203-131500-Mohonk.bin,Mohonk,0,0.7,728.2,0.12,59.7,97.6,63,0.05,99,79.4,10.23,81,0,0,0,11.9,2.86,4.677
1:14:36 PM,12/3/2025,251203-131435-Mohonk.bin,Mohonk,0,0.7,728.2,0.11,59.7,97.6,63,0.05,99,81,10.42,82.6,0,0,0,11.9,2.86,4.692
1:14:11 PM,12/3/2025,251203-131409-Mohonk.bin,Mohonk,0,0.68,728.2,0.1,59.8,97.6,63,0.05,99,83.5,10.74,85.1,0,0,0,11.9,2.86,4.709
11:27:11 AM,11/25/2025,251125-112710-Mohonk.bin,Mohonk,0,3.77,733,1.39,63.5,99.4,65,0.05,101,67.3,8.35,68.6,41.76794,-74.15556,381.5,11.9,2.88,6.099
11:26:48 AM,11/25/2025,251125-112647-Mohonk.bin,Mohonk,0,3.76,733.1,1.16,63.4,99.2,64,0.05,100.8,68.4,8.49,69.8,41.76791,-74.15557,372,11.9,2.88,6.093
11:26:22 AM,11/25/2025,251125-112621-Mohonk.bin,Mohonk,0,1.98,733,4.98,62.9,98.4,64,0.05,100,68.9,8.55,70.2,41.76788,-74.15556,367.1,11.9,2.88,6.09
11:25:56 AM,11/25/2025,251125-112554-Mohonk.bin,Mohonk,0,0.79,733,0.37,62.8,98.4,64,0.05,99.9,69,8.57,70.4,41.76781,-74.15551,380.8,11.9,2.88,6.088
11:25:25 AM,11/25/2025,251125-112523-Mohonk.bin,Mohonk,0,0.73,733,0.21,62.8,98.3,64,0.05,99.9,69,8.57,70.4,41.76782,-74.15553,394.2,11.9,2.88,6.086
11:25:01 AM,11/25/2025,251125-112459-Mohonk.bin,Mohonk,0,0.72,733.1,0.22,62.8,98.3,64,0.05,99.8,69.1,8.58,70.5,41.76787,-74.15553,390.4,11.9,2.88,6.088
11:24:35 AM,11/25/2025,251125-112434-Mohonk.bin,Mohonk,0,0.76,733,0.28,62.8,98.2,64,0.05,99.8,69.1,8.58,70.5,41.76788,-74.1555,379.3,11.9,2.88,6.09
11:24:12 AM,11/25/2025,251125-112410-Mohonk.bin,Mohonk,0,0.76,733,0.27,62.7,98.2,64,0.05,99.8,69.1,8.58,70.5,41.768,-74.15553,356.5,11.9,2.88,6.087
11:23:47 AM,11/25/2025,251125-112346-Mohonk.bin,Mohonk,0,0.8,733,0.29,62.7,98.2,64,0.05,99.8,69.1,8.59,70.5,41.76795,-74.15559,369.3,11.9,2.88,6.087
11:23:16 AM,11/25/2025,251125-112314-Mohonk.bin,Mohonk,0,0.7,733.1,0.21,62.7,98.2,64,0.05,99.7,69.2,8.59,70.6,41.76797,-74.15568,363.3,11.9,2.88,6.086
11:22:47 AM,11/25/2025,251125-112245-Mohonk.bin,Mohonk,0,0.9,733.1,0.47,62.7,98.1,64,0.05,99.7,69.3,8.6,70.7,41.76795,-74.15556,378.6,11.9,2.88,6.088
11:22:21 AM,11/25/2025,251125-112219-Mohonk.bin,Mohonk,0,0.81,733.1,0.26,62.6,98.1,64,0.05,99.6,69.3,8.61,70.7,41.76811,-74.15556,342.6,11.9,2.88,6.086
11:21:54 AM,11/25/2025,251125-112153-Mohonk.bin,Mohonk,0,0.79,733,0.32,62.6,98,64,0.05,99.6,69.4,8.61,70.8,41.76779,-74.15555,396.1,11.9,2.88,6.086
11:21:22 AM,11/25/2025,251125-112120-Mohonk.bin,Mohonk,0,0.77,733.2,0.33,62.6,98,64,0.05,99.6,69.4,8.62,70.8,41.7678,-74.15554,392.5,11.9,2.88,6.086
11:20:54 AM,11/25/2025,251125-112052-Mohonk.bin,Mohonk,0,0.82,733.2,0.33,62.5,97.9,64,0.05,99.5,69.4,8.62,70.8,41.76792,-74.15553,382,11.9,2.88,6.087
11:20:28 AM,11/25/2025,251125-112027-Mohonk.bin,Mohonk,0,0.77,733.3,0.25,62.6,97.9,64,0.05,99.5,69.5,8.63,70.9,41.76792,-74.15557,375.3,11.9,2.88,6.087
11:20:04 AM,11/25/2025,251125-112002-Mohonk.bin,Mohonk,0,0.74,733.3,0.28,62.5,97.9,64,0.05,99.5,69.5,8.63,70.9,41.76796,-74.15564,379.2,11.9,2.88,6.087
11:19:37 AM,11/25/2025,251125-111935-Mohonk.bin,Mohonk,0,0.74,733.3,0.32,62.5,97.8,64,0.05,99.4,69.6,8.64,71,41.76811,-74.15585,379.2,11.9,2.88,6.087
11:19:03 AM,11/25/2025,251125-111901-Mohonk.bin,Mohonk,0,0.76,733.3,0.3,62.5,97.8,64,0.05,99.4,69.7,8.65,71.1,41.76842,-74.15622,0,11.9,2.88,6.087
11:18:27 AM,11/25/2025,251125-111826-Mohonk.bin,Mohonk,0,0.74,733.2,0.27,62.4,97.7,64,0.05,99.3,69.7,8.66,71.1,41.7684,-74.15625,377.9,11.9,2.88,6.086
11:18:02 AM,11/25/2025,251125-111800-Mohonk.bin,Mohonk,0,0.74,733.2,0.23,62.4,97.7,63,0.05,99.2,69.8,8.67,71.2,41.76799,-74.15573,379.3,11.9,2.88,6.086
11:17:37 AM,11/25/2025,251125-111735-Mohonk.bin,Mohonk,0,0.77,733.3,0.22,62.3,97.6,63,0.05,99.2,69.9,8.67,71.3,41.76802,-74.15571,377.9,11.9,2.88,6.086
11:17:12 AM,11/25/2025,251125-111711-Mohonk.bin,Mohonk,0,0.79,733.2,0.31,62.3,97.5,63,0.05,99.1,69.9,8.68,71.3,41.76801,-74.15578,376.9,11.9,2.88,6.085
11:16:46 AM,11/25/2025,251125-111645-Mohonk.bin,Mohonk,0,0.81,733.1,0.29,62.2,97.4,63,0.05,98.9,70,8.69,71.4,41.76794,-74.15569,378.6,11.9,2.88,6.085
11:16:16 AM,11/25/2025,251125-111615-Mohonk.bin,Mohonk,0,0.78,733.2,0.27,62.2,97.3,63,0.05,98.9,70.1,8.7,71.5,41.76786,-74.15549,376.3,11.9,2.88,6.086
11:15:50 AM,11/25/2025,251125-111549-Mohonk.bin,Mohonk,0,0.75,733.2,0.28,62.1,97.3,63,0.05,98.8,70.2,8.72,71.6,41.7679,-74.15557,377.3,11.9,2.88,6.086
11:15:23 AM,11/25/2025,251125-111521-Mohonk.bin,Mohonk,0,0.78,733.2,0.27,62.1,97.2,63,0.05,98.7,70.4,8.74,71.8,41.76789,-74.15557,377.1,11.9,2.88,6.085
11:15:00 AM,11/25/2025,251125-111458-Mohonk.bin,Mohonk,0,0.78,733.1,0.26,62,97.1,63,0.05,98.7,70.5,8.75,71.9,41.76779,-74.15534,378.3,11.9,2.88,6.084
11:14:24 AM,11/25/2025,251125-111423-Mohonk.bin,Mohonk,0,0.81,733.1,0.51,62,97.1,63,0.05,98.7,70.6,8.77,72,41.7682,-74.15591,377.6,11.9,2.88,6.085
11:13:59 AM,11/25/2025,251125-111358-Mohonk.bin,Mohonk,0,0.75,733.1,0.22,62,97,63,0.05,98.6,70.7,8.78,72.2,0,0,0,11.9,2.88,6.084
11:13:32 AM,11/25/2025,251125-111331-Mohonk.bin,Mohonk,0,0.78,733.1,0.25,61.9,96.9,63,0.05,98.5,70.8,8.8,72.3,41.76933,-74.1573,377.3,11.9,2.88,6.084
11:13:03 AM,11/25/2025,251125-111302-Mohonk.bin,Mohonk,0,0.76,733.2,0.29,61.8,96.8,63,0.05,98.4,71,8.81,72.4,41.76913,-74.15722,378.6,11.9,2.88,6.084
11:12:35 AM,11/25/2025,251125-111233-Mohonk.bin,Mohonk,0,0.79,733,0.27,61.7,96.7,63,0.05,98.2,71.1,8.83,72.5,41.76907,-74.15733,377.1,11.9,2.88,6.085
11:12:10 AM,11/25/2025,251125-111208-Mohonk.bin,Mohonk,0,0.77,733,0.24,61.7,96.6,63,0.05,98.1,71.2,8.84,72.6,41.76863,-74.15647,377.1,11.9,2.88,6.085
11:11:33 AM,11/25/2025,251125-111132-Mohonk.bin,Mohonk,0,0.77,733,0.23,61.6,96.5,63,0.05,98,71.4,8.87,72.9,41.76774,-74.15512,378.6,11.9,2.88,6.085
11:11:05 AM,11/25/2025,251125-111104-Mohonk.bin,Mohonk,0,0.75,733,0.25,61.6,96.4,63,0.05,97.9,71.6,8.89,73,41.76775,-74.15508,376.1,11.9,2.88,6.085
11:10:36 AM,11/25/2025,251125-111035-Mohonk.bin,Mohonk,0,0.82,733.1,0.24,61.5,96.2,63,0.04,97.8,71.7,8.91,73.2,41.7678,-74.15543,376.8,11.9,2.88,6.084
11:10:03 AM,11/25/2025,251125-111002-Mohonk.bin,Mohonk,0,0.79,733.1,0.31,61.4,96.1,62,0.04,97.7,71.9,8.93,73.4,41.7678,-74.15547,376.4,11.9,2.88,6.083
11:09:39 AM,11/25/2025,251125-110937-Mohonk.bin,Mohonk,0,0.75,733.1,0.28,61.3,96,62,0.04,97.5,72.1,8.96,73.6,41.76783,-74.15549,377.8,11.9,2.88,6.084
11:09:16 AM,11/25/2025,251125-110914-Mohonk.bin,Mohonk,0,0.77,733.2,0.27,61.2,95.9,62,0.04,97.4,72.3,8.98,73.8,41.76785,-74.1555,379.3,11.9,2.88,6.084
11:08:45 AM,11/25/2025,251125-110843-Mohonk.bin,Mohonk,0,0.76,733.3,0.27,61.2,95.8,62,0.04,97.3,72.7,9.02,74.1,41.76784,-74.15543,377.9,11.9,2.88,6.083
11:08:24 AM,11/25/2025,251125-110822-Mohonk.bin,Mohonk,0,0.75,733.2,0.29,61,95.6,62,0.04,97.1,72.9,9.06,74.4,41.76783,-74.1554,378.5,11.9,2.88,6.082
11:08:01 AM,11/25/2025,251125-110759-Mohonk.bin,Mohonk,0,0.73,733.3,0.25,61,95.5,62,0.04,97,73.3,9.1,74.8,41.76778,-74.15521,378.5,11.9,2.88,6.083
11:07:35 AM,11/25/2025,251125-110733-Mohonk.bin,Mohonk,0,0.73,733.3,0.27,60.9,95.4,62,0.04,96.9,73.8,9.17,75.3,41.76777,-74.15515,375.5,11.9,2.88,6.081
11:07:05 AM,11/25/2025,251125-110703-Mohonk.bin,Mohonk,0,0.72,733.3,0.26,60.8,95.3,62,0.04,96.8,74.7,9.28,76.3,41.76798,-74.1558,378.3,11.9,2.88,6.082
11:06:41 AM,11/25/2025,251125-110639-Mohonk.bin,Mohonk,0,0.86,733.3,0.35,60.7,95.1,62,0.04,96.6,75.8,9.42,77.4,0,0,0,11.9,2.88,6.08
11:06:18 AM,11/25/2025,251125-110616-Mohonk.bin,Mohonk,0,0.71,733.3,0.26,60.6,94.9,62,0.04,96.5,77.3,9.6,78.9,0,0,0,11.9,2.88,6.079
11:05:53 AM,11/25/2025,251125-110552-Mohonk.bin,Mohonk,0,0.61,733.3,0.25,56.6,88.5,58,0.04,90,80.1,9.95,81.7,0,0,0,11.9,2.88,6.085
11:05:32 AM,11/25/2025,251125-110530-Mohonk.bin,Mohonk,0,0.63,733.3,0.24,56.2,87.9,57,0.04,89.3,84,10.43,85.7,0,0,0,11.9,2.88,6.099
2:35:54 PM,11/19/2025,251119-143552-Mohonk.bin,Mohonk,0,5.61,731.6,1.45,64.2,99.2,64,0.05,100.8,65.2,8,66.5,41.76787,-74.15559,373.6,11.9,2.88,6.549
2:35:28 PM,11/19/2025,251119-143526-Mohonk.bin,Mohonk,0,5.18,731.6,2.42,64.2,99.2,64,0.05,100.8,65.3,8.02,66.6,41.7679,-74.15558,376.1,11.9,2.88,6.546
2:35:02 PM,11/19/2025,251119-143500-Mohonk.bin,Mohonk,0,1.38,731.7,0.61,64.1,98.9,64,0.05,100.6,65.7,8.06,67,41.76791,-74.15555,378,11.9,2.88,6.546
2:34:35 PM,11/19/2025,251119-143433-Mohonk.bin,Mohonk,0,0.75,731.7,0.2,64,98.9,64,0.05,100.5,65.9,8.09,67.2,41.76791,-74.15557,378.5,11.9,2.88,6.545
2:34:12 PM,11/19/2025,251119-143410-Mohonk.bin,Mohonk,0,0.76,731.7,0.37,64,98.8,64,0.05,100.5,65.9,8.09,67.3,41.76789,-74.15557,382.5,11.9,2.88,6.544
2:32:54 PM,11/19/2025,251119-143252-Mohonk.bin,Mohonk,0,0.71,731.7,0.19,64.1,98.9,64,0.05,100.5,66,8.1,67.3,41.76784,-74.15556,384.4,11.9,2.88,6.55
2:32:27 PM,11/19/2025,251119-143225-Mohonk.bin,Mohonk,0,0.79,731.6,0.16,64,98.9,64,0.05,100.5,66,8.1,67.3,41.76787,-74.15558,379.5,11.9,2.88,6.545
2:31:58 PM,11/19/2025,251119-143156-Mohonk.bin,Mohonk,0,0.74,731.6,0.22,64,98.9,64,0.05,100.5,66,8.11,67.4,41.76792,-74.15559,379.7,11.9,2.88,6.543
2:31:30 PM,11/19/2025,251119-143128-Mohonk.bin,Mohonk,0,0.98,731.7,0.55,64,98.8,64,0.05,100.4,66.1,8.11,67.4,41.76791,-74.15559,375.9,11.9,2.88,6.545
2:31:05 PM,11/19/2025,251119-143104-Mohonk.bin,Mohonk,0,0.72,731.6,0.2,64,98.8,64,0.05,100.4,66.1,8.11,67.4,41.76789,-74.15557,381.1,11.9,2.88,6.544
2:30:41 PM,11/19/2025,251119-143039-Mohonk.bin,Mohonk,0,0.77,731.7,0.24,63.9,98.8,64,0.05,100.4,66.1,8.11,67.4,41.7679,-74.15556,379.7,11.9,2.88,6.545
2:29:16 PM,11/19/2025,251119-142914-Mohonk.bin,Mohonk,0,0.7,731.6,0.29,64,98.8,64,0.05,100.4,66.3,8.13,67.6,41.76789,-74.15557,382.5,11.9,2.88,6.549
2:28:50 PM,11/19/2025,251119-142848-Mohonk.bin,Mohonk,0,0.75,731.6,0.2,64,98.8,64,0.05,100.5,66.3,8.14,67.6,41.76795,-74.15561,384.9,11.9,2.88,6.55
2:28:26 PM,11/19/2025,251119-142825-Mohonk.bin,Mohonk,0,0.66,731.6,0.18,64,98.8,64,0.05,100.4,66.3,8.13,67.6,41.76799,-74.15565,387,11.9,2.88,6.55
2:28:02 PM,11/19/2025,251119-142800-Mohonk.bin,Mohonk,0,0.71,731.7,0.19,63.9,98.7,64,0.05,100.3,66.3,8.13,67.6,41.76802,-74.15568,387.3,11.9,2.88,6.549
2:27:38 PM,11/19/2025,251119-142736-Mohonk.bin,Mohonk,0,0.85,731.5,0.23,63.9,98.7,64,0.05,100.3,66.2,8.13,67.6,41.76801,-74.15566,388.7,11.9,2.88,6.548
2:25:57 PM,11/19/2025,251119-142556-Mohonk.bin,Mohonk,0,0.81,731.5,0.19,63.9,98.7,64,0.05,100.4,66.4,8.15,67.7,41.76789,-74.15562,378.3,11.9,2.88,6.549
2:25:20 PM,11/19/2025,251119-142519-Mohonk.bin,Mohonk,0,0.7,731.5,0.22,63.9,98.7,64,0.05,100.3,66.4,8.15,67.7,41.76791,-74.15562,379.1,11.9,2.88,6.552
2:24:44 PM,11/19/2025,251119-142443-Mohonk.bin,Mohonk,0,0.68,731.5,0.19,63.9,98.7,64,0.05,100.3,66.4,8.15,67.8,41.76791,-74.15562,378.3,11.9,2.88,6.555
2:24:17 PM,11/19/2025,251119-142415-Mohonk.bin,Mohonk,0,0.73,731.6,0.21,63.9,98.7,64,0.05,100.3,66.5,8.16,67.8,41.76789,-74.1556,378.8,11.9,2.88,6.553
2:23:51 PM,11/19/2025,251119-142349-Mohonk.bin,Mohonk,0,0.79,731.6,0.31,63.9,98.7,64,0.05,100.3,66.4,8.15,67.8,41.76786,-74.15558,381,11.9,2.88,6.552
2:23:09 PM,11/19/2025,251119-142308-Mohonk.bin,Mohonk,0,0.88,731.6,0.24,63.9,98.6,64,0.05,100.2,66.5,8.16,67.8,41.76789,-74.15559,382.2,11.9,2.88,6.556
2:22:27 PM,11/19/2025,251119-142225-Mohonk.bin,Mohonk,0,0.69,731.6,0.2,63.9,98.6,64,0.05,100.2,66.5,8.16,67.9,41.76793,-74.15561,387.4,11.9,2.88,6.56
2:22:01 PM,11/19/2025,251119-142159-Mohonk.bin,Mohonk,0,0.7,731.5,0.26,63.9,98.6,64,0.05,100.2,66.6,8.17,67.9,41.76793,-74.15559,391.8,11.9,2.88,6.559
2:21:01 PM,11/19/2025,251119-142100-Mohonk.bin,Mohonk,0,0.78,731.5,0.34,63.8,98.6,64,0.05,100.2,66.8,8.2,68.1,41.76794,-74.15559,392.2,11.9,2.88,6.563
2:20:32 PM,11/19/2025,251119-142031-Mohonk.bin,Mohonk,0,0.81,731.5,0.15,63.8,98.5,64,0.05,100.1,66.9,8.21,68.2,41.76789,-74.15559,382.2,11.9,2.88,6.561
2:20:06 PM,11/19/2025,251119-142004-Mohonk.bin,Mohonk,0,0.69,731.5,0.32,63.8,98.5,64,0.05,100.1,67,8.22,68.3,41.76793,-74.1556,387.4,11.9,2.88,6.56
2:19:36 PM,11/19/2025,251119-141934-Mohonk.bin,Mohonk,0,0.75,731.5,0.2,63.8,98.5,64,0.05,100.1,67.1,8.23,68.4,41.76794,-74.1556,388.4,11.9,2.88,6.559
2:18:56 PM,11/19/2025,251119-141854-Mohonk.bin,Mohonk,0,0.73,731.5,0.22,63.8,98.5,64,0.05,100.1,67.3,8.26,68.6,41.76789,-74.15559,384.7,11.9,2.88,6.561
2:18:27 PM,11/19/2025,251119-141825-Mohonk.bin,Mohonk,0,0.74,731.5,0.34,63.8,98.4,64,0.05,100,67.4,8.27,68.8,41.76789,-74.15559,383.6,11.9,2.88,6.561
2:18:01 PM,11/19/2025,251119-141759-Mohonk.bin,Mohonk,0,0.74,731.5,0.27,63.8,98.4,64,0.05,100,67.5,8.28,68.8,41.76792,-74.1556,381.4,11.9,2.88,6.562
2:17:29 PM,11/19/2025,251119-141728-Mohonk.bin,Mohonk,0,0.71,731.5,0.23,63.7,98.4,64,0.05,100,67.6,8.29,68.9,41.76789,-74.15559,379.9,11.9,2.88,6.562
2:17:05 PM,11/19/2025,251119-141703-Mohonk.bin,Mohonk,0,0.78,731.5,0.29,63.7,98.4,64,0.05,100,67.7,8.31,69.1,41.7679,-74.15557,382.8,11.9,2.88,6.563
