TIME,DATE,FILE NAME,SITE NAME,FAULT CODE,PHYCOCYANIN (RFU)-14C102008,BAROMETER (MMHG)-24C102759,CHLOROPHYLL (RFU)-14C102008,COND (µS/CM)-15F102368,SP COND (µS/CM)-15F102368,TDS (MG/L)-15F102368,SAL (PSU)-15F102368,NLFCOND (µS/CM)-15F102368,DO (% SAT)-13C101369,DO (MG/L)-13C101369,DO (% CB)-13C101369,GPS LATITUDE (°)-24C102759,GPS LONGITUDE (°)-24C102759,ALTITUDE (M)-24C102759,CABLE POWER (VOLT)-24C102759,BATTERY POWER (VOLT)-24C102759,TEMP (°C)-15F102368,
10:44:32 AM,8/5/2026,260805-104430-Mohonk.bin,Mohonk,0,-0.55,733.3,0.14,99.3,101.1,66,0.05,101.2,100.0,8.40,102.0,41.76782,-74.15556,0.0,12.0,1.99,24.090,
10:44:02 AM,8/5/2026,260805-104359-Mohonk.bin,Mohonk,0,-0.51,733.3,0.15,99.3,101.0,66,0.05,101.2,99.9,8.38,101.9,0.00000,0.00000,0.0,12.0,1.99,24.126,
10:43:26 AM,8/5/2026,260805-104324-Mohonk.bin,Mohonk,0,-0.51,733.3,0.16,99.4,101.1,66,0.05,101.2,99.8,8.38,101.8,41.76789,-74.15552,380.4,12.0,1.99,24.152,
10:43:00 AM,8/5/2026,260805-104258-Mohonk.bin,Mohonk,0,-0.52,733.3,0.16,99.5,101.1,66,0.05,101.2,99.8,8.37,101.8,41.76788,-74.15562,382.4,11.9,1.99,24.179,
10:42:28 AM,8/5/2026,260805-104225-Mohonk.bin,Mohonk,0,-0.55,733.2,0.13,99.5,101.1,66,0.05,101.2,99.9,8.38,102.0,41.76789,-74.15548,382.1,12.0,1.99,24.207,
10:42:02 AM,8/5/2026,260805-104200-Mohonk.bin,Mohonk,0,-0.52,733.2,0.12,99.5,101.0,66,0.05,101.2,100.0,8.39,102.0,41.76790,-74.15552,380.3,11.9,1.99,24.210,
10:41:29 AM,8/5/2026,260805-104126-Mohonk.bin,Mohonk,0,-0.54,733.3,0.15,99.5,101.0,66,0.05,101.2,100.1,8.39,102.1,41.76787,-74.15551,379.3,12.0,1.99,24.215,
10:41:00 AM,8/5/2026,260805-104058-Mohonk.bin,Mohonk,0,-0.53,733.3,0.11,99.6,101.1,66,0.05,101.3,100.0,8.38,102.0,0.00000,0.00000,0.0,12.0,1.99,24.216,
10:40:31 AM,8/5/2026,260805-104028-Mohonk.bin,Mohonk,0,-0.52,733.3,0.09,99.4,101.0,66,0.05,101.1,99.9,8.38,101.9,0.00000,0.00000,0.0,12.0,1.99,24.201,
2:04:26 PM,7/29/2026,260729-140423-Mohonk.bin,Mohonk,0,2.17,718.3,0.44,71.2,110.7,72,0.05,112.5,5.9,0.73,6.1,41.76791,-74.15559,381.8,11.9,2.33,6.302,
2:03:58 PM,7/29/2026,260729-140355-Mohonk.bin,Mohonk,0,0.47,718.4,0.14,69.8,108.4,70,0.05,110.1,7.5,0.93,7.7,41.76791,-74.15556,381.3,11.9,2.33,6.367,
2:03:31 PM,7/29/2026,260729-140329-Mohonk.bin,Mohonk,0,0.47,718.4,0.14,69.5,107.6,70,0.05,109.4,10.2,1.25,10.4,41.76793,-74.15556,385.9,11.9,2.34,6.471,
2:03:03 PM,7/29/2026,260729-140300-Mohonk.bin,Mohonk,0,0.53,718.4,0.25,69.7,107.3,70,0.05,109.0,14.3,1.75,14.6,41.76788,-74.15558,378.4,11.9,2.34,6.643,
2:02:29 PM,7/29/2026,260729-140226-Mohonk.bin,Mohonk,0,0.57,718.4,0.30,69.4,106.4,69,0.05,108.2,20.9,2.55,21.4,41.76790,-74.15557,368.3,11.9,2.34,6.799,
2:02:17 PM,7/29/2026,260729-140214-Mohonk.bin,Mohonk,0,0.59,718.4,0.34,69.4,106.2,69,0.05,107.9,22.2,2.71,22.7,41.76789,-74.15558,368.8,11.9,2.34,6.862,
2:01:47 PM,7/29/2026,260729-140145-Mohonk.bin,Mohonk,0,0.50,718.5,0.31,69.7,106.2,69,0.05,108.0,27.4,3.32,27.9,41.76789,-74.15553,366.2,11.9,2.34,7.038,
2:01:17 PM,7/29/2026,260729-140115-Mohonk.bin,Mohonk,0,0.52,718.3,0.37,69.8,105.9,69,0.05,107.7,35.9,4.34,36.6,41.76787,-74.15556,366.5,11.9,2.34,7.163,
2:00:54 PM,7/29/2026,260729-140051-Mohonk.bin,Mohonk,0,0.60,718.4,0.52,69.1,104.2,68,0.05,105.9,45.5,5.47,46.4,41.76786,-74.15556,366.0,11.9,2.34,7.361,
2:00:21 PM,7/29/2026,260729-140018-Mohonk.bin,Mohonk,0,0.58,718.4,0.55,69.0,103.3,67,0.05,105.1,54.0,6.46,55.1,41.76786,-74.15556,369.1,11.9,2.34,7.600,
1:59:52 PM,7/29/2026,260729-135950-Mohonk.bin,Mohonk,0,0.67,718.4,0.82,68.6,102.0,66,0.05,103.7,62.6,7.44,63.9,41.76786,-74.15556,368.0,11.9,2.34,7.845,
1:59:18 PM,7/29/2026,260729-135916-Mohonk.bin,Mohonk,0,0.63,718.4,0.65,68.9,101.6,66,0.05,103.3,69.6,8.22,71.1,41.76782,-74.15556,365.8,11.9,2.34,8.146,
1:58:49 PM,7/29/2026,260729-135846-Mohonk.bin,Mohonk,0,0.60,718.4,0.71,69.3,101.3,66,0.05,103.1,74.7,8.74,76.2,41.76786,-74.15553,364.8,11.9,2.34,8.468,
1:58:19 PM,7/29/2026,260729-135816-Mohonk.bin,Mohonk,0,0.61,718.4,0.71,69.8,101.4,66,0.05,103.1,79.6,9.27,81.2,41.76786,-74.15558,374.2,11.9,2.34,8.699,
1:57:53 PM,7/29/2026,260729-135751-Mohonk.bin,Mohonk,0,0.58,718.4,0.83,70.4,101.4,66,0.05,103.2,85.0,9.83,86.7,41.76782,-74.15557,371.2,11.9,2.34,8.985,
1:57:17 PM,7/29/2026,260729-135714-Mohonk.bin,Mohonk,0,0.57,718.4,0.76,71.0,101.2,66,0.05,103.0,90.3,10.35,92.1,41.76779,-74.15562,374.3,11.9,2.34,9.341,
1:57:03 PM,7/29/2026,260729-135701-Mohonk.bin,Mohonk,0,0.56,718.3,0.86,71.0,101.4,66,0.05,103.2,91.9,10.54,93.7,41.76783,-74.15556,375.3,11.9,2.34,9.307,
1:56:29 PM,7/29/2026,260729-135626-Mohonk.bin,Mohonk,0,0.50,718.3,0.79,72.2,101.3,66,0.05,103.1,98.8,11.16,100.8,41.76784,-74.15560,375.9,11.9,2.34,9.959,
1:56:16 PM,7/29/2026,260729-135614-Mohonk.bin,Mohonk,0,0.48,718.3,0.67,72.2,101.2,66,0.05,103.0,99.9,11.27,101.9,41.76781,-74.15565,375.6,11.9,2.34,10.016,
1:55:48 PM,7/29/2026,260729-135545-Mohonk.bin,Mohonk,0,0.55,718.3,0.85,72.8,100.9,66,0.05,102.7,103.9,11.62,106.0,41.76781,-74.15565,375.2,11.9,2.34,10.405,
1:55:10 PM,7/29/2026,260729-135508-Mohonk.bin,Mohonk,0,0.44,718.3,0.78,73.9,101.1,66,0.05,102.9,109.3,12.07,111.5,41.76778,-74.15570,377.0,11.9,2.34,10.923,
1:54:35 PM,7/29/2026,260729-135433-Mohonk.bin,Mohonk,0,0.44,718.4,0.73,75.6,101.9,66,0.05,103.7,114.2,12.44,116.5,41.76782,-74.15562,373.6,11.9,2.34,11.491,
1:54:07 PM,7/29/2026,260729-135405-Mohonk.bin,Mohonk,0,0.37,718.4,0.88,77.4,101.8,66,0.05,103.5,116.3,12.40,118.7,41.76782,-74.15559,366.3,12.0,2.34,12.441,
1:53:32 PM,7/29/2026,260729-135330-Mohonk.bin,Mohonk,0,0.27,718.4,0.71,79.8,102.2,66,0.05,103.8,120.9,12.59,123.4,41.76789,-74.15554,375.6,11.9,2.34,13.509,
1:53:03 PM,7/29/2026,260729-135301-Mohonk.bin,Mohonk,0,0.02,718.4,0.41,82.9,103.3,67,0.05,104.9,124.6,12.65,127.1,41.76789,-74.15556,381.6,11.9,2.34,14.651,
1:52:35 PM,7/29/2026,260729-135233-Mohonk.bin,Mohonk,0,-0.06,718.4,0.38,84.5,103.1,67,0.05,104.6,124.1,12.37,126.6,41.76784,-74.15562,389.3,11.9,2.34,15.549,
1:52:04 PM,7/29/2026,260729-135202-Mohonk.bin,Mohonk,0,-0.11,718.4,0.32,86.5,102.8,67,0.05,104.2,123.8,12.03,126.2,41.76776,-74.15568,391.1,11.9,2.34,16.717,
1:51:38 PM,7/29/2026,260729-135135-Mohonk.bin,Mohonk,0,-0.16,718.4,0.22,88.5,103.4,67,0.05,104.7,124.3,11.90,126.8,41.76794,-74.15556,388.6,11.9,2.34,17.441,
1:51:06 PM,7/29/2026,260729-135104-Mohonk.bin,Mohonk,0,-0.21,718.5,0.24,91.5,103.7,67,0.05,104.8,124.2,11.56,126.7,41.76774,-74.15569,386.9,11.9,2.34,18.821,
1:50:36 PM,7/29/2026,260729-135034-Mohonk.bin,Mohonk,0,-0.24,718.5,0.35,94.0,104.1,68,0.05,105.1,120.2,10.95,122.6,41.76775,-74.15565,383.4,11.9,2.34,19.898,
1:50:06 PM,7/29/2026,260729-135003-Mohonk.bin,Mohonk,0,-0.31,718.5,0.29,97.6,105.7,69,0.05,106.5,111.8,9.97,114.1,0.00000,0.00000,0.0,11.9,2.34,20.983,
1:49:28 PM,7/29/2026,260729-134925-Mohonk.bin,Mohonk,0,-0.38,718.4,0.29,100.4,106.9,69,0.05,107.5,102.4,8.98,104.4,41.76728,-74.15585,380.4,11.9,2.34,21.812,
1:48:56 PM,7/29/2026,260729-134853-Mohonk.bin,Mohonk,0,-0.38,718.3,0.27,100.9,106.0,69,0.05,106.5,97.3,8.43,99.3,0.00000,0.00000,0.0,11.9,2.34,22.488,
1:48:28 PM,7/29/2026,260729-134825-Mohonk.bin,Mohonk,0,-0.42,718.4,0.18,97.5,101.6,66,0.05,102.0,97.2,8.35,99.1,41.76810,-74.15553,387.3,11.9,2.34,22.919,
1:48:00 PM,7/29/2026,260729-134758-Mohonk.bin,Mohonk,0,-0.37,718.4,0.25,99.3,103.0,67,0.05,103.4,97.2,8.32,99.2,41.76786,-74.15562,390.0,11.9,2.34,23.106,
1:47:31 PM,7/29/2026,260729-134728-Mohonk.bin,Mohonk,0,-0.46,718.4,0.19,97.4,100.9,66,0.05,101.2,98.9,8.45,100.9,41.76785,-74.15565,386.5,11.9,2.34,23.204,
1:46:59 PM,7/29/2026,260729-134656-Mohonk.bin,Mohonk,0,-0.46,718.4,0.18,97.7,101.0,66,0.05,101.3,98.5,8.40,100.4,41.76787,-74.15556,374.6,11.9,2.34,23.308,
1:46:29 PM,7/29/2026,260729-134626-Mohonk.bin,Mohonk,0,-0.46,718.4,0.16,98.2,101.4,66,0.05,101.7,97.3,8.29,99.2,41.76780,-74.15563,381.7,11.9,2.34,23.340,
1:45:53 PM,7/29/2026,260729-134551-Mohonk.bin,Mohonk,0,-0.49,718.3,0.17,97.2,100.2,65,0.05,100.5,96.7,8.23,98.7,41.76788,-74.15561,391.4,12.0,2.34,23.438,
1:45:24 PM,7/29/2026,260729-134522-Mohonk.bin,Mohonk,0,-0.45,718.4,0.17,97.1,100.1,65,0.05,100.4,97.3,8.28,99.3,41.76789,-74.15558,381.2,11.9,2.34,23.446,
1:44:57 PM,7/29/2026,260729-134454-Mohonk.bin,Mohonk,0,-0.50,718.4,0.17,97.1,100.0,65,0.05,100.3,97.8,8.31,99.8,41.76794,-74.15554,377.9,12.0,2.34,23.472,
1:44:29 PM,7/29/2026,260729-134426-Mohonk.bin,Mohonk,0,-0.49,718.4,0.14,96.8,99.6,65,0.05,99.9,97.5,8.28,99.5,41.76779,-74.15559,376.3,11.9,2.34,23.503,
1:44:00 PM,7/29/2026,260729-134357-Mohonk.bin,Mohonk,0,-0.52,718.4,0.15,96.7,99.5,65,0.05,99.8,97.5,8.28,99.4,41.76783,-74.15556,375.6,11.9,2.34,23.519,
1:43:31 PM,7/29/2026,260729-134328-Mohonk.bin,Mohonk,0,-0.48,718.5,0.15,95.6,98.3,64,0.05,98.6,97.4,8.27,99.4,41.76783,-74.15560,375.0,11.9,2.34,23.527,
1:43:03 PM,7/29/2026,260729-134301-Mohonk.bin,Mohonk,0,-0.46,718.5,0.16,95.4,98.1,64,0.05,98.4,97.5,8.27,99.4,41.76791,-74.15555,373.5,11.9,2.34,23.548,
1:42:39 PM,7/29/2026,260729-134236-Mohonk.bin,Mohonk,0,-0.45,718.4,0.19,95.5,98.1,64,0.05,98.4,97.7,8.29,99.7,41.76789,-74.15557,375.7,11.9,2.34,23.596,
1:42:13 PM,7/29/2026,260729-134210-Mohonk.bin,Mohonk,0,-0.45,718.4,0.17,95.5,98.1,64,0.05,98.3,97.9,8.29,99.8,41.76796,-74.15557,374.1,11.9,2.34,23.629,
1:41:46 PM,7/29/2026,260729-134143-Mohonk.bin,Mohonk,0,-0.50,718.5,0.15,95.4,97.9,64,0.05,98.2,97.9,8.29,99.9,41.76795,-74.15556,376.2,11.9,2.34,23.667,
1:41:17 PM,7/29/2026,260729-134115-Mohonk.bin,Mohonk,0,-0.47,718.6,0.16,95.3,97.8,64,0.04,98.0,98.0,8.29,99.9,41.76786,-74.15555,387.1,11.9,2.34,23.694,
1:40:40 PM,7/29/2026,260729-134037-Mohonk.bin,Mohonk,0,-0.48,718.4,0.18,95.6,97.9,64,0.05,98.1,97.9,8.28,99.9,0.00000,0.00000,0.0,11.9,2.34,23.754,
1:40:05 PM,7/29/2026,260729-134002-Mohonk.bin,Mohonk,0,-0.50,718.4,0.09,95.7,97.8,64,0.04,98.0,98.2,8.28,100.2,0.00000,0.00000,0.0,11.9,2.33,23.905,
1:39:31 PM,7/29/2026,260729-133928-Mohonk.bin,Mohonk,0,-0.49,718.5,0.10,95.8,97.8,64,0.04,98.0,98.0,8.26,100.0,0.00000,0.00000,0.0,11.9,2.33,23.919,
11:17:41 AM,7/22/2026,260722-111738-Mohonk.bin,Mohonk,0,2.59,722.1,1.39,72.5,113.4,74,0.05,115.2,5.9,0.74,6.1,41.76788,-74.15557,379.7,11.9,2.58,6.152,
11:17:11 AM,7/22/2026,260722-111709-Mohonk.bin,Mohonk,0,0.49,722.1,0.08,70.3,109.6,71,0.05,111.4,7.4,0.92,7.5,41.76787,-74.15554,382.3,11.9,2.58,6.213,
11:16:41 AM,7/22/2026,260722-111638-Mohonk.bin,Mohonk,0,0.53,722.0,0.10,70.2,108.9,71,0.05,110.7,10.5,1.30,10.7,41.76788,-74.15559,380.9,11.9,2.58,6.371,
11:16:14 AM,7/22/2026,260722-111612-Mohonk.bin,Mohonk,0,0.53,722.1,0.14,70.2,108.8,71,0.05,110.5,15.6,1.91,15.9,41.76789,-74.15559,380.1,11.9,2.58,6.450,
11:15:38 AM,7/22/2026,260722-111536-Mohonk.bin,Mohonk,0,0.50,722.2,0.18,69.0,106.4,69,0.05,108.2,25.9,3.18,26.5,41.76789,-74.15559,381.8,11.9,2.58,6.558,
11:15:02 AM,7/22/2026,260722-111459-Mohonk.bin,Mohonk,0,0.59,722.0,0.27,68.9,105.7,69,0.05,107.4,33.6,4.11,34.3,41.76786,-74.15557,383.4,11.9,2.58,6.761,
11:14:29 AM,7/22/2026,260722-111427-Mohonk.bin,Mohonk,0,0.69,722.0,0.45,68.9,105.1,68,0.05,106.8,40.7,4.94,41.5,41.76785,-74.15557,386.0,11.9,2.58,6.963,
11:13:57 AM,7/22/2026,260722-111355-Mohonk.bin,Mohonk,0,0.57,722.1,0.41,68.6,104.3,68,0.05,106.0,46.1,5.58,47.0,41.76785,-74.15556,382.4,11.9,2.58,7.082,
11:13:14 AM,7/22/2026,260722-111311-Mohonk.bin,Mohonk,0,0.58,722.0,0.45,68.9,104.0,68,0.05,105.7,52.2,6.28,53.3,41.76785,-74.15556,387.2,11.9,2.58,7.340,
11:12:37 AM,7/22/2026,260722-111235-Mohonk.bin,Mohonk,0,0.65,722.1,0.65,69.0,103.5,67,0.05,105.3,61.4,7.36,62.7,41.76788,-74.15557,386.3,11.9,2.58,7.527,
11:12:06 AM,7/22/2026,260722-111203-Mohonk.bin,Mohonk,0,0.59,722.0,0.55,69.2,102.7,67,0.05,104.5,70.3,8.35,71.7,41.76785,-74.15555,389.8,11.9,2.58,7.911,
11:11:34 AM,7/22/2026,260722-111132-Mohonk.bin,Mohonk,0,0.59,722.1,0.58,69.6,102.3,67,0.05,104.1,76.6,9.02,78.2,41.76785,-74.15555,389.2,11.9,2.58,8.237,
11:11:07 AM,7/22/2026,260722-111105-Mohonk.bin,Mohonk,0,0.62,722.1,0.71,69.9,101.9,66,0.05,103.7,81.7,9.55,83.4,41.76786,-74.15559,392.4,11.9,2.58,8.554,
11:10:37 AM,7/22/2026,260722-111034-Mohonk.bin,Mohonk,0,0.56,722.1,0.71,70.4,102.5,67,0.05,104.3,86.8,10.12,88.5,41.76791,-74.15557,386.2,11.9,2.58,8.626,
11:10:02 AM,7/22/2026,260722-111000-Mohonk.bin,Mohonk,0,0.54,722.1,0.57,70.8,102.0,66,0.05,103.8,92.5,10.70,94.4,41.76795,-74.15555,379.3,11.9,2.58,8.972,
11:09:33 AM,7/22/2026,260722-110930-Mohonk.bin,Mohonk,0,0.52,722.0,0.66,71.2,101.9,66,0.05,103.7,95.6,10.98,97.6,41.76794,-74.15556,377.3,11.9,2.58,9.249,
11:09:00 AM,7/22/2026,260722-110857-Mohonk.bin,Mohonk,0,0.49,722.1,0.66,71.9,102.3,66,0.05,104.1,99.4,11.36,101.4,41.76791,-74.15554,380.3,11.9,2.58,9.459,
11:08:23 AM,7/22/2026,260722-110821-Mohonk.bin,Mohonk,0,0.44,722.0,0.57,72.8,102.3,66,0.05,104.1,105.6,11.94,107.8,41.76783,-74.15556,376.1,11.9,2.58,9.930,
11:07:50 AM,7/22/2026,260722-110748-Mohonk.bin,Mohonk,0,0.38,722.1,0.50,74.0,102.3,67,0.05,104.1,110.1,12.27,112.3,41.76787,-74.15561,374.3,11.9,2.58,10.497,
11:07:09 AM,7/22/2026,260722-110706-Mohonk.bin,Mohonk,0,0.40,722.1,0.64,75.6,102.5,67,0.05,104.3,113.8,12.47,116.1,41.76789,-74.15561,373.5,11.9,2.58,11.264,
