TIME,DATE,FILE NAME,SITE NAME,FAULT CODE,PHYCOCYANIN (RFU)-14C102008,BAROMETER (MMHG)-24C102759,CHLOROPHYLL (RFU)-14C102008,COND (µS/CM)-15F102368,SP COND (µS/CM)-15F102368,TDS (MG/L)-15F102368,SAL (PSU)-15F102368,NLFCOND (µS/CM)-15F102368,DO (% SAT)-13C101369,DO (MG/L)-13C101369,DO (% CB)-13C101369,GPS LATITUDE (°)-24C102759,GPS LONGITUDE (°)-24C102759,ALTITUDE (M)-24C102759,CABLE POWER (VOLT)-24C102759,BATTERY POWER (VOLT)-24C102759,TEMP (°C)-15F102368,
1:26:02 PM,2/19/2026,260219-132601-Mohonk.bin,Mohonk,0,0.95,728.8,0.21,61.2,105.5,69,0.05,106.7,59.7,8.03,60.9,41.76789,-74.15553,383.7,11.9,2.82,3.007,
1:25:34 PM,2/19/2026,260219-132532-Mohonk.bin,Mohonk,0,1.06,728.8,0.94,61.2,105.5,69,0.05,106.7,59.9,8.06,61.1,41.76791,-74.15559,383.1,11.9,2.82,3.011,
1:24:57 PM,2/19/2026,260219-132455-Mohonk.bin,Mohonk,0,0.83,728.8,0.10,61.3,105.7,69,0.05,106.9,60.6,8.16,61.9,41.76791,-74.15555,383.0,11.9,2.82,3.003,
1:24:08 PM,2/19/2026,260219-132406-Mohonk.bin,Mohonk,0,0.72,728.8,0.04,60.8,104.9,68,0.05,106.0,62.4,8.41,63.7,41.76791,-74.15557,383.8,11.9,2.82,2.985,
1:23:41 PM,2/19/2026,260219-132339-Mohonk.bin,Mohonk,0,0.71,728.8,0.08,61.1,105.5,69,0.05,106.7,64.0,8.62,65.3,41.76787,-74.15553,391.2,11.9,2.82,2.949,
1:23:14 PM,2/19/2026,260219-132312-Mohonk.bin,Mohonk,0,0.69,728.7,0.04,61.3,106.2,69,0.05,107.4,65.4,8.82,66.7,41.76785,-74.15550,391.3,11.9,2.82,2.877,
1:22:47 PM,2/19/2026,260219-132245-Mohonk.bin,Mohonk,0,0.69,728.8,0.04,61.3,106.4,69,0.05,107.5,66.3,8.97,67.7,41.76785,-74.15553,385.5,11.9,2.82,2.837,
1:22:21 PM,2/19/2026,260219-132219-Mohonk.bin,Mohonk,0,0.67,728.8,0.03,61.1,106.2,69,0.05,107.3,66.9,9.05,68.2,41.76787,-74.15558,382.0,11.9,2.82,2.787,
1:21:36 PM,2/19/2026,260219-132134-Mohonk.bin,Mohonk,0,0.73,728.8,0.05,60.1,104.6,68,0.05,105.7,67.8,9.19,69.2,41.76788,-74.15559,381.1,11.9,2.82,2.746,
1:21:01 PM,2/19/2026,260219-132059-Mohonk.bin,Mohonk,0,0.76,728.7,0.14,59.5,103.5,67,0.05,104.6,68.5,9.28,69.9,41.76788,-74.15556,384.5,11.9,2.82,2.735,
1:20:19 PM,2/19/2026,260219-132017-Mohonk.bin,Mohonk,0,0.71,728.8,0.03,59.2,103.2,67,0.05,104.3,69.4,9.42,70.8,41.76788,-74.15560,385.8,11.9,2.82,2.703,
1:18:47 PM,2/19/2026,260219-131845-Mohonk.bin,Mohonk,0,0.71,728.8,0.08,59.2,103.4,67,0.05,104.4,70.7,9.62,72.2,41.76792,-74.15562,382.1,11.9,2.82,2.616,
1:18:10 PM,2/19/2026,260219-131808-Mohonk.bin,Mohonk,0,0.69,728.8,0.05,59.2,103.5,67,0.05,104.6,71.1,9.68,72.6,41.76789,-74.15555,381.4,11.9,2.82,2.597,
1:17:40 PM,2/19/2026,260219-131738-Mohonk.bin,Mohonk,0,0.71,728.8,0.03,59.2,103.5,67,0.05,104.6,71.4,9.72,72.9,41.76788,-74.15555,387.2,11.9,2.82,2.578,
1:17:15 PM,2/19/2026,260219-131714-Mohonk.bin,Mohonk,0,0.73,728.8,0.03,59.1,103.4,67,0.05,104.5,71.6,9.74,73.0,41.76789,-74.15556,388.5,11.9,2.82,2.579,
1:16:43 PM,2/19/2026,260219-131641-Mohonk.bin,Mohonk,0,0.78,728.9,0.16,59.1,103.4,67,0.05,104.5,71.8,9.78,73.3,41.76790,-74.15555,398.3,11.9,2.82,2.575,
1:16:14 PM,2/19/2026,260219-131612-Mohonk.bin,Mohonk,0,0.79,728.8,0.09,59.1,103.4,67,0.05,104.4,72.1,9.81,73.5,41.76805,-74.15564,399.1,11.9,2.82,2.572,
1:15:25 PM,2/19/2026,260219-131523-Mohonk.bin,Mohonk,0,0.74,728.8,0.09,59.0,103.4,67,0.05,104.4,72.6,9.89,74.1,41.76791,-74.15559,394.2,11.9,2.82,2.554,
1:14:46 PM,2/19/2026,260219-131444-Mohonk.bin,Mohonk,0,0.72,728.8,0.04,58.9,103.1,67,0.05,104.2,73.0,9.95,74.5,41.76790,-74.15559,392.2,11.9,2.82,2.544,
1:13:50 PM,2/19/2026,260219-131348-Mohonk.bin,Mohonk,0,0.76,728.9,0.12,58.6,102.6,67,0.05,103.7,73.7,10.04,75.2,41.76790,-74.15562,390.9,11.9,2.82,2.527,
1:13:09 PM,2/19/2026,260219-131307-Mohonk.bin,Mohonk,0,0.73,728.8,0.02,58.3,102.2,66,0.05,103.3,74.1,10.10,75.6,41.76791,-74.15557,388.8,11.9,2.82,2.510,
1:12:38 PM,2/19/2026,260219-131236-Mohonk.bin,Mohonk,0,0.79,728.9,0.18,58.3,102.2,66,0.05,103.2,74.3,10.13,75.8,41.76789,-74.15557,389.2,11.9,2.82,2.507,
1:12:07 PM,2/19/2026,260219-131205-Mohonk.bin,Mohonk,0,0.73,728.9,0.04,58.2,102.1,66,0.05,103.2,74.6,10.17,76.1,41.76790,-74.15559,389.0,11.9,2.82,2.498,
1:11:22 PM,2/19/2026,260219-131120-Mohonk.bin,Mohonk,0,0.78,728.9,0.10,58.2,102.1,66,0.05,103.2,75.0,10.23,76.5,41.76794,-74.15560,384.4,11.9,2.82,2.491,
1:10:50 PM,2/19/2026,260219-131048-Mohonk.bin,Mohonk,0,0.75,728.9,0.10,58.2,102.1,66,0.05,103.1,75.3,10.28,76.8,41.76790,-74.15558,380.8,11.9,2.82,2.485,
1:10:20 PM,2/19/2026,260219-131019-Mohonk.bin,Mohonk,0,0.75,728.9,0.05,58.2,102.1,66,0.05,103.1,75.7,10.33,77.2,41.76790,-74.15562,384.5,11.9,2.82,2.477,
1:09:54 PM,2/19/2026,260219-130952-Mohonk.bin,Mohonk,0,0.77,729.0,0.05,58.1,102.0,66,0.05,103.0,76.0,10.38,77.6,41.76788,-74.15559,385.7,11.9,2.82,2.467,
1:09:22 PM,2/19/2026,260219-130920-Mohonk.bin,Mohonk,0,0.77,728.9,0.03,58.0,101.9,66,0.05,102.9,76.5,10.44,78.0,41.76788,-74.15556,383.4,11.9,2.82,2.456,
1:08:42 PM,2/19/2026,260219-130840-Mohonk.bin,Mohonk,0,0.75,728.9,0.07,57.8,101.5,66,0.05,102.6,77.1,10.54,78.7,41.76787,-74.15556,388.5,11.9,2.82,2.445,
1:08:09 PM,2/19/2026,260219-130808-Mohonk.bin,Mohonk,0,0.76,728.9,0.03,57.8,101.5,66,0.05,102.6,77.7,10.62,79.3,41.76786,-74.15556,388.4,11.9,2.82,2.435,
1:07:38 PM,2/19/2026,260219-130736-Mohonk.bin,Mohonk,0,1.05,728.9,0.32,57.7,101.4,66,0.05,102.4,78.3,10.71,79.9,41.76785,-74.15554,388.0,11.9,2.82,2.418,
1:06:50 PM,2/19/2026,260219-130648-Mohonk.bin,Mohonk,0,0.85,729.0,0.10,57.5,101.2,66,0.05,102.2,79.6,10.89,81.2,41.76788,-74.15553,380.0,11.9,2.82,2.384,
1:06:19 PM,2/19/2026,260219-130617-Mohonk.bin,Mohonk,0,0.78,728.9,0.05,57.4,101.2,66,0.05,102.2,80.7,11.05,82.3,41.76786,-74.15559,385.8,11.9,2.82,2.346,
1:05:52 PM,2/19/2026,260219-130550-Mohonk.bin,Mohonk,0,0.79,728.9,0.11,57.3,101.1,66,0.05,102.0,81.9,11.22,83.5,41.76786,-74.15561,383.6,11.9,2.82,2.324,
1:05:26 PM,2/19/2026,260219-130524-Mohonk.bin,Mohonk,0,0.82,729.0,0.10,57.2,101.3,66,0.05,102.3,83.2,11.44,84.9,41.76785,-74.15562,388.5,11.9,2.82,2.212,
1:04:45 PM,2/19/2026,260219-130443-Mohonk.bin,Mohonk,0,0.86,728.9,0.12,57.3,102.0,66,0.05,102.9,85.8,11.85,87.5,41.76782,-74.15556,393.1,11.9,2.82,2.052,
1:04:02 PM,2/19/2026,260219-130400-Mohonk.bin,Mohonk,0,0.92,728.9,0.31,57.5,102.9,67,0.05,103.8,89.7,12.44,91.5,41.76783,-74.15554,393.0,11.9,2.82,1.868,
1:03:34 PM,2/19/2026,260219-130332-Mohonk.bin,Mohonk,0,1.30,728.9,0.37,57.6,104.1,68,0.05,105.0,91.5,12.78,93.3,41.76780,-74.15555,398.1,11.9,2.82,1.603,
1:03:00 PM,2/19/2026,260219-130258-Mohonk.bin,Mohonk,0,1.30,729.0,1.23,57.7,104.9,68,0.05,105.6,92.3,12.96,94.2,41.76791,-74.15568,400.5,11.9,2.82,1.428,
1:02:27 PM,2/19/2026,260219-130225-Mohonk.bin,Mohonk,0,1.36,729.0,1.31,57.6,105.2,68,0.05,106.0,92.6,13.05,94.5,41.76794,-74.15562,389.9,11.9,2.82,1.305,
1:01:40 PM,2/19/2026,260219-130138-Mohonk.bin,Mohonk,0,1.21,729.0,0.33,67.8,128.7,84,0.06,129.1,89.1,12.94,90.9,41.76797,-74.15560,390.8,11.9,2.82,0.236,
1:01:01 PM,2/19/2026,260219-130059-Mohonk.bin,Mohonk,0,1.18,729.1,0.42,72.7,136.9,89,0.06,137.5,85.1,12.27,86.8,41.76771,-74.15543,385.0,11.9,2.81,0.456,
12:08:46 PM,2/17/2026,260217-120844-Osiris.bin,Osiris,0,8.88,754.0,3.60,197.8,320.6,208,0.15,325.3,14.8,1.89,15.1,41.57935,-74.16604,111.7,11.9,2.82,4.948,
12:08:20 PM,2/17/2026,260217-120819-Osiris.bin,Osiris,0,9.76,754.0,3.62,197.9,320.7,208,0.15,325.4,17.2,2.20,17.6,41.57935,-74.16605,113.8,11.9,2.82,4.942,
12:07:56 PM,2/17/2026,260217-120754-Osiris.bin,Osiris,0,10.75,754.0,3.48,198.4,321.4,209,0.15,326.1,20.5,2.62,20.9,41.57936,-74.16605,114.1,11.9,2.82,4.962,
12:07:25 PM,2/17/2026,260217-120723-Osiris.bin,Osiris,0,16.12,754.0,6.15,201.5,326.7,212,0.16,331.5,27.9,3.56,28.4,41.57936,-74.16602,111.0,11.9,2.82,4.937,
12:06:54 PM,2/17/2026,260217-120652-Osiris.bin,Osiris,0,19.20,754.0,10.23,191.3,312.3,203,0.15,316.7,32.9,4.23,33.6,41.57936,-74.16602,111.1,11.9,2.82,4.716,
12:06:30 PM,2/17/2026,260217-120628-Osiris.bin,Osiris,0,2.04,754.1,2.24,189.1,309.2,201,0.15,313.5,34.7,4.47,35.4,41.57936,-74.16605,114.7,11.9,2.82,4.674,
12:06:04 PM,2/17/2026,260217-120602-Osiris.bin,Osiris,0,2.00,754.1,2.45,188.9,308.9,201,0.15,313.3,37.1,4.77,37.8,41.57936,-74.16605,115.0,11.9,2.82,4.656,
12:05:39 PM,2/17/2026,260217-120537-Osiris.bin,Osiris,0,2.24,754.1,2.80,188.7,308.7,201,0.15,313.1,39.9,5.14,40.7,41.57936,-74.16605,116.3,11.9,2.82,4.650,
12:05:14 PM,2/17/2026,260217-120512-Osiris.bin,Osiris,0,2.05,754.0,2.55,188.8,308.9,201,0.15,313.3,44.1,5.67,44.9,41.57936,-74.16604,116.7,11.9,2.82,4.647,
12:04:50 PM,2/17/2026,260217-120448-Osiris.bin,Osiris,0,2.20,754.0,3.13,188.4,308.4,200,0.15,312.7,50.2,6.46,51.2,41.57936,-74.16605,117.0,11.9,2.82,4.633,
12:04:27 PM,2/17/2026,260217-120425-Osiris.bin,Osiris,0,2.42,754.0,3.80,187.6,307.4,200,0.15,311.8,58.6,7.56,59.8,41.57935,-74.16603,114.3,11.9,2.82,4.596,
12:04:04 PM,2/17/2026,260217-120402-Osiris.bin,Osiris,0,2.74,754.0,5.58,186.7,306.0,199,0.15,310.3,68.6,8.84,69.9,41.57935,-74.16604,114.6,11.9,2.82,4.577,
12:03:40 PM,2/17/2026,260217-120338-Osiris.bin,Osiris,0,4.37,754.0,11.08,182.4,301.1,196,0.14,305.3,85.5,11.09,87.2,41.57935,-74.16604,113.4,11.9,2.82,4.360,
12:03:14 PM,2/17/2026,260217-120312-Osiris.bin,Osiris,0,5.96,754.2,23.77,180.3,298.4,194,0.14,302.5,96.0,12.48,97.9,41.57936,-74.16605,115.7,11.9,2.82,4.271,
12:02:50 PM,2/17/2026,260217-120248-Osiris.bin,Osiris,0,7.49,754.0,28.44,177.6,296.3,193,0.14,300.2,106.0,13.88,108.2,41.57935,-74.16604,113.3,11.9,2.82,4.017,
12:02:22 PM,2/17/2026,260217-120220-Osiris.bin,Osiris,0,7.91,754.0,33.58,174.8,294.3,191,0.14,298.1,116.6,15.38,119.0,41.57936,-74.16605,115.8,11.9,2.82,3.737,
