lakeID,Date,Time,Depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,turbidity_Fnu,pH,orp_MV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
MHK,6/12/2024,11:08:40,0,19.952,8.59,94.4,0.13,-0.01,NA,7.55,NA,83.6,0.04,54,NA,41.76786,-74.15551,385.6,730
MHK,6/12/2024,11:08:56,0.25,19.959,8.59,94.5,0.13,-0.03,NA,7.55,NA,83.6,0.04,54,NA,41.76786,-74.15552,382.8,730
MHK,6/12/2024,11:09:15,0.5,19.963,8.59,94.5,0.13,-0.02,NA,7.55,NA,83.6,0.04,54,NA,41.76786,-74.15554,382.8,730
MHK,6/12/2024,11:09:25,0.75,19.966,8.59,94.5,0.1,-0.03,NA,7.55,NA,83.7,0.04,54,NA,41.76789,-74.15555,383.7,730
MHK,6/12/2024,11:09:34,1,19.968,8.6,94.5,0.12,-0.03,NA,7.55,NA,83.6,0.04,54,NA,41.76788,-74.15555,382.3,730
MHK,6/12/2024,11:09:43,1.25,19.969,8.6,94.5,0.12,-0.02,NA,7.55,NA,83.7,0.04,54,NA,41.76789,-74.15556,381.1,730
MHK,6/12/2024,11:09:49,1.5,19.967,8.6,94.5,0.13,0,NA,7.55,NA,83.6,0.04,54,NA,41.76789,-74.15556,381.4,730
MHK,6/12/2024,11:09:55,1.75,19.966,8.6,94.5,0.13,0,NA,7.55,NA,83.7,0.04,54,NA,41.76789,-74.15556,382.5,730
MHK,6/12/2024,11:10:12,2,19.959,8.59,94.4,0.11,-0.04,NA,7.55,NA,83.6,0.04,54,NA,41.76788,-74.15556,380.4,730
MHK,6/12/2024,11:10:18,2.25,19.955,8.59,94.4,0.12,-0.04,NA,7.55,NA,83.7,0.04,54,NA,41.76788,-74.15554,380.2,730
MHK,6/12/2024,11:10:32,2.5,19.949,8.58,94.3,0.12,-0.03,NA,7.55,NA,83.6,0.04,54,NA,41.76788,-74.15554,381.7,730
MHK,6/12/2024,11:10:41,2.75,19.911,8.58,94.2,0.15,-0.03,NA,7.55,NA,83.7,0.04,54,NA,41.76788,-74.15555,382.6,730
MHK,6/12/2024,11:10:48,3,19.814,8.56,93.8,0.15,-0.01,NA,7.54,NA,83.7,0.04,54,NA,41.76788,-74.15554,382,730
MHK,6/12/2024,11:10:54,3.25,19.726,8.54,93.5,0.17,-0.01,NA,7.54,NA,83.7,0.04,54,NA,41.76789,-74.15554,381.6,730
MHK,6/12/2024,11:11:02,3.5,19.662,8.53,93.2,0.15,0.01,NA,7.54,NA,83.6,0.04,54,NA,41.76788,-74.15554,381.2,729.9
MHK,6/12/2024,11:11:08,3.75,19.536,8.51,92.8,0.16,0.01,NA,7.53,NA,83.8,0.04,54,NA,41.76786,-74.15554,381.9,730
MHK,6/12/2024,11:11:27,4,16.628,9.89,101.7,0.24,0.06,NA,7.54,NA,84.9,0.04,55,NA,41.76785,-74.15552,381.4,730
MHK,6/12/2024,11:11:35,4.25,15.267,10.7,106.7,0.22,0.05,NA,7.54,NA,85.7,0.04,56,NA,41.76785,-74.15552,382.4,730
MHK,6/12/2024,11:12:17,4.5,13.902,11.65,112.8,0.25,0.12,NA,7.6,NA,84.4,0.04,55,NA,41.7679,-74.15556,382.1,730
MHK,6/12/2024,11:12:24,4.75,13.734,11.71,113,0.24,0.14,NA,7.61,NA,84.1,0.04,55,NA,41.76791,-74.15556,383.4,730
MHK,6/12/2024,11:12:30,5,13.429,11.8,113.2,0.26,0.16,NA,7.62,NA,83.8,0.04,54,NA,41.7679,-74.15556,383.8,730
MHK,6/12/2024,11:12:47,5.25,12.156,12.06,112.4,0.31,0.19,NA,7.64,NA,84.1,0.04,55,NA,41.76789,-74.15555,382,730
MHK,6/12/2024,11:12:53,5.5,11.819,12.18,112.6,0.34,0.22,NA,7.65,NA,84,0.04,55,NA,41.76789,-74.15555,381.3,730
MHK,6/12/2024,11:13:00,5.75,11.493,12.26,112.5,0.31,0.22,NA,7.66,NA,83.8,0.04,54,NA,41.76788,-74.15556,380,730
MHK,6/12/2024,11:13:28,6,10.174,12.56,111.8,0.48,0.36,NA,7.69,NA,84.5,0.04,55,NA,41.76785,-74.15553,380.6,730
MHK,6/12/2024,11:13:42,6.25,9.706,12.62,111.1,0.72,0.51,NA,7.69,NA,83.9,0.04,55,NA,41.76787,-74.15553,379.1,730
MHK,6/12/2024,11:13:51,6.5,9.227,12.65,110.1,0.64,0.52,NA,7.69,NA,84.1,0.04,55,NA,41.76788,-74.15554,379.8,730
MHK,6/12/2024,11:14:00,6.75,8.696,12.6,108.3,0.64,0.48,NA,7.68,NA,84,0.04,55,NA,41.76788,-74.15554,380.5,730
MHK,6/12/2024,11:14:07,7,8.415,12.6,107.5,0.72,0.53,NA,7.67,NA,84,0.04,55,NA,41.76788,-74.15555,380,730
MHK,6/12/2024,11:14:15,7.25,7.988,12.63,106.7,0.81,0.59,NA,7.66,NA,84.1,0.04,55,NA,41.76788,-74.15556,380.1,730
MHK,6/12/2024,11:14:48,7.5,7.439,12.49,104,0.87,0.82,NA,7.61,NA,84.3,0.04,55,NA,41.76788,-74.15554,376.5,730
MHK,6/12/2024,11:14:56,7.75,7.24,12.43,103.1,1,0.79,NA,7.59,NA,84.2,0.04,55,NA,41.76788,-74.15555,377.3,730
MHK,6/12/2024,11:15:04,8,6.951,12.43,102.3,1.99,0.97,NA,7.58,NA,84.1,0.04,55,NA,41.76788,-74.15554,377.3,730
MHK,6/12/2024,11:15:19,8.25,6.689,12.46,101.9,1.99,1.43,NA,7.57,NA,84.3,0.04,55,NA,41.76789,-74.15556,376.7,730
MHK,6/12/2024,11:15:29,8.5,6.528,12.45,101.4,1.46,1.44,NA,7.56,NA,84.4,0.04,55,NA,41.76789,-74.15556,376.3,730
MHK,6/12/2024,11:15:36,8.75,6.421,12.38,100.5,1.38,1.3,NA,7.54,NA,84.3,0.04,55,NA,41.76789,-74.15558,376.6,730
MHK,6/12/2024,11:15:44,9,6.285,11.64,94.2,1,1.12,NA,7.51,NA,84.5,0.04,55,NA,41.76789,-74.15559,376.4,730
MHK,6/12/2024,11:15:58,9.25,6.233,10.59,85.6,0.77,1.13,NA,7.33,NA,84.8,0.04,55,NA,41.76788,-74.15556,376.8,730
MHK,6/12/2024,11:16:57,9.5,6.08,8.44,67.9,1.2,1.11,NA,7.05,NA,85.7,0.04,56,NA,41.76787,-74.15557,382,730
MHK,6/12/2024,11:17:06,9.75,6.047,8.32,67,1.1,1.09,NA,7.02,NA,85.7,0.04,56,NA,41.76789,-74.15559,376.6,730
MHK,6/12/2024,11:17:13,10,5.946,8.14,65.3,1.01,1.04,NA,6.99,NA,85.9,0.04,56,NA,41.76791,-74.15562,373.7,730
MHK,6/12/2024,11:17:23,10.25,5.839,7.8,62.4,0.66,0.88,NA,6.95,NA,85.9,0.04,56,NA,41.7679,-74.15562,378.5,730
MHK,6/12/2024,11:17:30,10.5,5.743,7.49,59.8,0.35,0.77,NA,6.92,NA,85.7,0.04,56,NA,41.76789,-74.1556,382,729.9
MHK,6/12/2024,11:17:42,10.75,5.665,7.04,56.1,0.22,0.61,NA,6.88,NA,85.7,0.04,56,NA,41.76791,-74.15559,384.6,730
MHK,6/12/2024,11:17:52,11,5.625,6.74,53.7,0.28,0.62,NA,6.84,NA,85.7,0.04,56,NA,41.7679,-74.15558,384.1,730
MHK,6/12/2024,11:18:18,11.25,5.592,6.08,48.4,0.17,0.63,NA,6.78,NA,85.8,0.04,56,NA,41.7679,-74.15557,383.5,730
MHK,6/12/2024,11:18:25,11.5,5.576,5.95,47.3,0.2,0.61,NA,6.76,NA,85.8,0.04,56,NA,41.76793,-74.15559,383.1,730
MHK,6/12/2024,11:18:34,11.75,5.543,5.8,46,0.23,0.62,NA,6.74,NA,86,0.04,56,NA,41.76796,-74.1556,382.5,730
MHK,6/12/2024,11:18:41,12,5.532,5.55,44.1,0.18,0.61,NA,6.72,NA,86.3,0.04,56,NA,41.76796,-74.15562,385,730
