lakeID,Date,Time,Depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,turbidity_Fnu,pH,orp_MV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
MHK,5/7/2025,11:42:53,0,16.227,10.08,102.6,0.86,-0.76,NA,NA,NA,87.8,0.04,57,NA,0,0,0,727.8
MHK,5/7/2025,11:43:12,0.25,16.233,10.25,104.4,1.3,-0.75,NA,NA,NA,91,0.04,59,NA,0,0,0,727.6
MHK,5/7/2025,11:43:34,0.5,16.236,10.32,105.1,1.31,-0.7,NA,NA,NA,91,0.04,59,NA,0,0,0,727.8
MHK,5/7/2025,11:44:02,0.75,16.186,10.34,105.2,0.91,-0.63,NA,NA,NA,91,0.04,59,NA,41.76786,-74.15565,384.9,727.6
MHK,5/7/2025,11:44:25,1,16.15,10.33,105,3.47,-0.61,NA,NA,NA,91,0.04,59,NA,41.76783,-74.15559,374.6,727.6
MHK,5/7/2025,11:44:49,1.25,16.091,10.33,104.9,2.46,-0.45,NA,NA,NA,91,0.04,59,NA,41.76787,-74.15559,378.8,727.8
MHK,5/7/2025,11:45:13,1.5,16.055,10.34,104.9,6.44,-0.41,NA,NA,NA,91,0.04,59,NA,41.76789,-74.15564,377.9,727.7
MHK,5/7/2025,11:45:37,1.75,16.017,10.35,104.9,6.01,-0.57,NA,NA,NA,91.1,0.04,59,NA,41.76786,-74.15556,372.3,727.7
MHK,5/7/2025,11:46:02,2,15.962,10.34,104.6,1.31,-0.38,NA,NA,NA,91.4,0.04,59,NA,41.76788,-74.15554,375.9,727.7
MHK,5/7/2025,11:46:25,2.25,15.858,10.31,104.1,1.59,-0.45,NA,NA,NA,91.7,0.04,60,NA,41.7679,-74.15553,375.4,727.7
MHK,5/7/2025,11:46:48,2.5,15.579,10.31,103.6,0.54,-0.87,NA,NA,NA,91.9,0.04,60,NA,41.76791,-74.15556,374.4,727.7
MHK,5/7/2025,11:47:10,2.75,14.858,10.25,101.4,0.39,-0.93,NA,NA,NA,94.4,0.04,61,NA,41.7679,-74.15559,375.4,727.6
MHK,5/7/2025,11:47:30,3,14.022,10.41,101.1,0.85,-0.69,NA,NA,NA,97.1,0.05,63,NA,41.76791,-74.15561,375.8,727.7
MHK,5/7/2025,11:47:54,3.25,13.046,10.79,102.5,0.68,-0.82,NA,NA,NA,97.7,0.05,64,NA,41.76793,-74.15565,367.1,727.8
MHK,5/7/2025,11:48:17,3.5,11.605,11.15,102.6,0.62,-0.82,NA,NA,NA,96.7,0.05,63,NA,41.76794,-74.15557,359,727.7
MHK,5/7/2025,11:48:41,3.75,10.896,11.19,101.3,0.57,-0.62,NA,NA,NA,97.2,0.05,63,NA,41.76791,-74.15559,357.6,727.7
MHK,5/7/2025,11:49:03,4,10.264,11.2,99.9,0.58,-0.8,NA,NA,NA,96.8,0.05,63,NA,41.76792,-74.15567,363.6,727.6
MHK,5/7/2025,11:49:28,4.25,9.672,11.19,98.4,0.41,-0.78,NA,NA,NA,96.6,0.05,63,NA,41.76791,-74.15566,371.1,727.6
MHK,5/7/2025,11:50:15,4.5,9.049,11.27,97.7,0.31,-0.75,NA,NA,NA,95.7,0.04,62,NA,41.76786,-74.1556,385.1,727.7
MHK,5/7/2025,11:50:48,4.75,8.759,11.3,97.2,0.36,-0.71,NA,NA,NA,95.7,0.04,62,NA,41.76788,-74.15556,383.9,727.7
MHK,5/7/2025,11:51:13,5,8.49,11.38,97.2,0.34,-0.73,NA,NA,NA,94.9,0.04,62,NA,41.76785,-74.15553,395.6,727.8
MHK,5/7/2025,11:51:49,5.25,8.127,11.38,96.4,0.32,-0.72,NA,NA,NA,94.7,0.04,62,NA,41.76786,-74.15557,403.7,727.6
MHK,5/7/2025,11:52:13,5.5,7.908,11.32,95.4,0.23,-0.72,NA,NA,NA,95.1,0.04,62,NA,41.76788,-74.15554,407.2,727.6
MHK,5/7/2025,11:52:45,5.75,7.642,11.06,92.6,0.17,-0.72,NA,NA,NA,95.9,0.04,62,NA,41.76774,-74.15565,401.8,727.6
MHK,5/7/2025,11:53:09,6,7.44,10.83,90.2,0.14,-0.67,NA,NA,NA,96.3,0.05,63,NA,41.76792,-74.15537,394.1,727.6
MHK,5/7/2025,11:53:35,6.25,7.049,10.75,88.7,0.12,-0.7,NA,NA,NA,96.4,0.05,63,NA,41.76792,-74.15552,391.5,727.7
MHK,5/7/2025,11:54:02,6.5,6.871,10.77,88.4,0.09,-0.69,NA,NA,NA,95.8,0.04,62,NA,41.76789,-74.15554,391.3,727.6
MHK,5/7/2025,11:54:28,6.75,6.698,10.75,87.9,0.09,-0.7,NA,NA,NA,95.2,0.04,62,NA,41.76786,-74.15559,392.3,727.6
