lakeID,Date,Time,Depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,turbidity_Fnu,pH,orp_MV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
MHK,1/15/2025,12:02:09,NA,0.234,13.18,90.8,0.8,0.24,NA,NA,NA,99.6,0.05,65,NA,0,0,0,730
MHK,1/15/2025,12:02:51,NA,1.028,12.86,90.6,1.28,0.36,NA,NA,NA,96.8,0.04,63,NA,0,0,0,730
MHK,1/15/2025,12:03:29,NA,1.361,12.75,90.6,1.34,0.35,NA,NA,NA,95.9,0.04,62,NA,0,0,0,729.8
MHK,1/15/2025,12:04:25,NA,1.387,12.74,90.6,0.89,0.4,NA,NA,NA,96.7,0.04,63,NA,0,0,0,729.9
MHK,1/15/2025,12:04:53,NA,1.392,12.73,90.5,1.06,0.29,NA,NA,NA,96.7,0.04,63,NA,0,0,0,729.9
MHK,1/15/2025,12:06:41,NA,1.396,12.69,90.2,1.03,0.31,NA,NA,NA,96.9,0.04,63,NA,41.76794,-74.15567,390.3,729.7
MHK,1/15/2025,12:07:29,NA,1.399,12.67,90.1,1.18,0.4,NA,NA,NA,96.8,0.04,63,NA,41.76788,-74.15559,390.3,729.7
MHK,1/15/2025,12:08:01,NA,1.402,12.66,90,1.29,0.38,NA,NA,NA,96.7,0.04,63,NA,41.76784,-74.15552,391.1,729.7
MHK,1/15/2025,12:08:46,NA,1.403,12.63,89.9,1.34,0.36,NA,NA,NA,96.6,0.04,63,NA,41.76789,-74.15557,392.6,729.7
MHK,1/15/2025,12:10:43,NA,1.415,12.58,89.5,1.19,0.35,NA,NA,NA,96.6,0.04,63,NA,41.76797,-74.15569,391.9,729.8
MHK,1/15/2025,12:11:08,NA,1.408,12.57,89.4,1.2,0.43,NA,NA,NA,96.6,0.04,63,NA,41.76786,-74.1556,391.9,729.7
MHK,1/15/2025,12:11:42,NA,1.408,12.55,89.3,1.43,0.44,NA,NA,NA,96.5,0.04,63,NA,41.76776,-74.15555,391.8,729.7
MHK,1/15/2025,12:12:09,NA,1.409,12.55,89.3,1.52,0.37,NA,NA,NA,96.5,0.04,63,NA,41.7678,-74.15553,394.8,729.8
MHK,1/15/2025,12:12:48,NA,1.412,12.54,89.3,0.88,0.34,NA,NA,NA,96.5,0.04,63,NA,41.76783,-74.15553,390.1,729.8
