lakeID,Date,Time,Depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,turbidity_Fnu,pH,orp_MV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
MHK,8/28/2024,11:04:20,0,23.824,8.94,105.8,0.26,-0.54,NA,8.03,NA,90.6,0.04,59,NA,0,0,0,728.6
MHK,8/28/2024,11:04:40,0.25,23.824,8.97,106.2,0.34,-0.52,NA,8.02,NA,90.5,0.04,59,NA,0,0,0,728.5
MHK,8/28/2024,11:04:59,0.5,23.741,8.99,106.3,0.38,-0.52,NA,8.02,NA,90.5,0.04,59,NA,0,0,0,728.6
MHK,8/28/2024,11:05:19,0.75,23.633,8.99,106.1,0.41,-0.48,NA,8.02,NA,90.5,0.04,59,NA,0,0,0,728.6
MHK,8/28/2024,11:05:39,1,23.468,9.05,106.5,0.41,-0.5,NA,8.05,NA,90.4,0.04,59,NA,0,0,0,728.5
MHK,8/28/2024,11:06:03,1.25,23.373,9.16,107.5,0.46,-0.47,NA,8.14,NA,90.4,0.04,59,NA,0,0,0,728.6
MHK,8/28/2024,11:06:23,1.5,23.354,9.2,108,0.52,-0.48,NA,8.17,NA,90.4,0.04,59,NA,0,0,0,728.6
MHK,8/28/2024,11:06:48,1.75,23.309,9.26,108.6,0.44,-0.48,NA,8.22,NA,90.4,0.04,59,NA,0,0,0,728.5
MHK,8/28/2024,11:07:16,2,23.206,9.4,110.1,0.5,-0.45,NA,8.31,NA,90.4,0.04,59,NA,0,0,0,728.5
MHK,8/28/2024,11:07:37,2.25,23.078,9.61,112.2,0.63,-0.4,NA,8.62,NA,90.4,0.04,59,NA,0,0,0,728.5
MHK,8/28/2024,11:07:56,2.5,22.947,9.79,114,0.66,-0.38,NA,8.63,NA,90.4,0.04,59,NA,41.76784,-74.15561,376.7,728.6
MHK,8/28/2024,11:08:16,2.75,22.789,9.9,114.9,0.85,-0.32,NA,8.79,NA,90.5,0.04,59,NA,41.76778,-74.15562,376.8,728.6
MHK,8/28/2024,11:08:36,3,22.775,10.02,116.3,0.84,-0.34,NA,8.79,NA,90.5,0.04,59,NA,41.76773,-74.15565,376.1,728.6
MHK,8/28/2024,11:09:22,3.25,22.694,9.93,115.1,0.77,-0.37,NA,8.73,NA,90.4,0.04,59,NA,41.76781,-74.15554,384.7,728.5
MHK,8/28/2024,11:09:43,3.5,22.466,9.8,113.1,0.78,-0.37,NA,8.5,NA,90.2,0.04,59,NA,41.76785,-74.15554,384.3,728.6
MHK,8/28/2024,11:10:10,3.75,22.246,9.73,111.9,0.96,-0.24,NA,8.48,NA,90.3,0.04,59,NA,41.76786,-74.15557,372.6,728.5
MHK,8/28/2024,11:10:32,4,22.038,9.8,112.2,0.91,-0.29,NA,8.65,NA,90.2,0.04,59,NA,41.76787,-74.15556,372.8,728.5
MHK,8/28/2024,11:10:55,4.25,21.691,9.62,109.4,1.14,-0.23,NA,8.33,NA,90,0.04,59,NA,41.76788,-74.15557,372.4,728.5
MHK,8/28/2024,11:11:14,4.5,21.421,9.44,106.8,1.31,-0.12,NA,8.16,NA,90.1,0.04,59,NA,41.76788,-74.15558,374.7,728.5
MHK,8/28/2024,11:11:40,4.75,20.957,9.43,105.8,1.36,-0.06,NA,8.07,NA,90.3,0.04,59,NA,41.76789,-74.15556,377.6,728.5
MHK,8/28/2024,11:11:59,5,20.286,9.43,104.4,1.33,-0.04,NA,7.84,NA,91.1,0.04,59,NA,41.76789,-74.15555,380.3,728.6
MHK,8/28/2024,11:12:33,5.25,19.066,9.98,107.7,1.21,-0.05,NA,7.57,NA,92.6,0.04,60,NA,41.76788,-74.15553,383.1,728.5
MHK,8/28/2024,11:12:55,5.5,18.448,10.16,108.4,1.03,-0.11,NA,7.44,NA,92.7,0.04,60,NA,41.76788,-74.15552,384.9,728.5
MHK,8/28/2024,11:13:18,5.75,17.183,10.37,107.8,0.93,-0.11,NA,7.34,NA,93.7,0.04,61,NA,41.76788,-74.15549,390.8,728.5
MHK,8/28/2024,11:13:41,6,16.554,10.52,107.9,0.91,-0.1,NA,7.25,NA,92.7,0.04,60,NA,41.76786,-74.15551,386.9,728.5
MHK,8/28/2024,11:14:12,6.25,14.929,10.63,105.3,1.07,-0.05,NA,7.18,NA,92.7,0.04,60,NA,41.76789,-74.15556,386.9,728.5
MHK,8/28/2024,11:14:36,6.5,14.598,10.5,103.3,1.01,-0.06,NA,7.13,NA,91.7,0.04,60,NA,41.76785,-74.15556,378.7,728.6
MHK,8/28/2024,11:15:01,6.75,13.715,10.37,100.1,0.8,0.01,NA,7.09,NA,92,0.04,60,NA,41.76788,-74.1556,373.2,728.7
MHK,8/28/2024,11:15:23,7,12.737,10.3,97.2,0.76,-0.04,NA,7.06,NA,91.9,0.04,60,NA,41.76786,-74.15559,369.1,728.6
MHK,8/28/2024,11:15:49,7.25,11.664,10.22,94.3,0.87,0.03,NA,7.03,NA,92.4,0.04,60,NA,41.76784,-74.15557,369.2,728.6
MHK,8/28/2024,11:16:16,7.5,10.595,9.95,89.4,0.66,-0.01,NA,6.99,NA,92.3,0.04,60,NA,41.76787,-74.15557,371.2,728.6
MHK,8/28/2024,11:16:40,7.75,10.149,9.68,86.1,0.62,-0.02,NA,6.96,NA,92,0.04,60,NA,41.76786,-74.15556,372.3,728.6
MHK,8/28/2024,11:17:06,8,9.771,9.31,82.1,0.6,0.04,NA,6.92,NA,91.6,0.04,60,NA,41.76787,-74.15555,375.9,728.6
MHK,8/28/2024,11:17:36,8.25,9.385,8.72,76.1,0.86,0.09,NA,6.86,NA,91.8,0.04,60,NA,41.76785,-74.15556,378.1,728.5
MHK,8/28/2024,11:18:01,8.5,8.795,8.24,71,0.46,0.01,NA,6.82,NA,92.4,0.04,60,NA,41.76786,-74.15556,377.3,728.6
MHK,8/28/2024,11:18:33,8.75,8.389,7.63,65.1,0.67,0.29,NA,6.78,NA,92.3,0.04,60,NA,41.76785,-74.15556,374.3,728.6
MHK,8/28/2024,11:18:57,9,8.118,7.18,60.8,0.62,0.29,NA,6.74,NA,92.4,0.04,60,NA,41.76785,-74.15556,373.1,728.6
MHK,8/28/2024,11:19:17,9.25,7.794,6.56,55.1,0.29,0.01,NA,6.7,NA,92.8,0.04,60,NA,41.76785,-74.15556,372.2,728.6
MHK,8/28/2024,11:19:36,9.5,7.615,5.91,49.4,0.21,0.5,NA,6.67,NA,93.1,0.04,61,NA,41.76786,-74.15554,375.1,728.6
MHK,8/28/2024,11:20:03,9.75,7.454,5.09,42.4,0.27,0.01,NA,6.63,NA,93.4,0.04,61,NA,41.76786,-74.15553,374.9,728.5
MHK,8/28/2024,11:20:26,10,7.115,4.39,36.3,0.18,-0.01,NA,6.6,NA,93.9,0.04,61,NA,41.76784,-74.15552,377,728.5
MHK,8/28/2024,11:21:18,10.25,6.857,3.13,25.7,0.18,-0.01,NA,6.54,NA,94.5,0.04,61,NA,41.76781,-74.15549,378.7,728.5
MHK,8/28/2024,11:21:48,10.5,6.722,2.56,21,0.11,-0.03,NA,6.52,NA,94.9,0.04,62,NA,41.76787,-74.15553,380.9,728.5
MHK,8/28/2024,11:22:18,10.75,6.672,2.02,16.5,0.33,0.04,NA,6.5,NA,95.1,0.04,62,NA,41.76786,-74.15553,382.4,728.6
MHK,8/28/2024,11:22:43,11,6.448,1.53,12.4,0.2,0.02,NA,6.49,NA,95.8,0.04,62,NA,41.76788,-74.15554,378,728.6
MHK,8/28/2024,11:23:15,11.25,6.284,0.97,7.9,0.07,0.01,NA,6.47,NA,96.4,0.05,63,NA,41.76785,-74.15553,373.8,728.7
MHK,8/28/2024,11:23:40,11.5,6.237,0.69,5.5,0.09,0.03,NA,6.46,NA,98.1,0.05,64,NA,41.76785,-74.15554,377.3,728.5
MHK,8/28/2024,11:24:09,11.75,6.177,0.51,4.1,0.05,0.01,NA,6.46,NA,100.8,0.05,66,NA,41.76788,-74.15554,378,728.6
MHK,8/28/2024,11:24:32,12,6.142,0.44,3.5,0.65,0.39,NA,6.47,NA,101.9,0.05,66,NA,41.76788,-74.15559,378.3,728.7
