Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,site_no,lakeID
2026-03-25,4.5,9.47,75.5,0,MOHK_D10,MHK
2026-03-25,4.3,9.43,74.9,1,MOHK_D10,MHK
2026-03-25,4,9.46,74.6,2,MOHK_D10,MHK
2026-03-25,3.9,9.93,74.8,3,MOHK_D10,MHK
2026-03-25,3.8,9.39,73.6,4,MOHK_D10,MHK
2026-03-25,3.8,9.35,73.3,5,MOHK_D10,MHK
2026-03-25,3.8,9.31,72.9,6,MOHK_D10,MHK
2026-03-25,3.8,9.13,71.5,7,MOHK_D10,MHK
2026-03-25,3.8,8.93,69.9,8,MOHK_D10,MHK
2026-03-25,3.7,8.51,66.6,9,MOHK_D10,MHK
2026-03-25,3.8,8.39,65.6,10,MOHK_D10,MHK
2026-03-25,3.7,7.21,56.4,11,MOHK_D10,MHK
2026-03-25,3.7,4.49,35.2,12,MOHK_D10,MHK
