Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,site_no,lakeID
2026-08-05,23.9,8.6,106,0,MOHK_D10,MHK
2026-08-05,24.2,8.57,106.1,1,MOHK_D10,MHK
2026-08-05,24.1,8.55,106.8,2,MOHK_D10,MHK
2026-08-05,24,8.61,106.3,3,MOHK_D10,MHK
2026-08-05,23.8,8.42,103.5,4,MOHK_D10,MHK
2026-08-05,22.8,8.23,99.3,5,MOHK_D10,MHK
2026-08-05,19.2,11.54,129.7,6,MOHK_D10,MHK
2026-08-05,15,11.6,119.5,7,MOHK_D10,MHK
2026-08-05,12.2,11.13,107.8,8,MOHK_D10,MHK
2026-08-05,9.8,8.36,76.6,9,MOHK_D10,MHK
2026-08-05,8.5,5.31,47.1,10,MOHK_D10,MHK
2026-08-05,7.5,2.27,19.7,11,MOHK_D10,MHK
2026-08-05,6.8,0.4,3.4,12,MOHK_D10,MHK
