Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,site_no,lakeID
2026-02-19,1.9,13.24,99.6,0,MOHK_D10,MHK
2026-02-19,1.9,12.98,97.5,1,MOHK_D10,MHK
2026-02-19,2.4,11.08,84.5,2,MOHK_D10,MHK
2026-02-19,2.5,10.67,81.6,3,MOHK_D10,MHK
2026-02-19,2.5,10.39,79.5,4,MOHK_D10,MHK
2026-02-19,2.6,10.23,78.4,5,MOHK_D10,MHK
2026-02-19,2.5,10.12,77.5,6,MOHK_D10,MHK
2026-02-19,2.6,9.91,75.9,7,MOHK_D10,MHK
2026-02-19,2.6,9.73,74.6,8,MOHK_D10,MHK
2026-02-19,2.7,9.47,72.8,9,MOHK_D10,MHK
2026-02-19,2.7,9.19,70.8,10,MOHK_D10,MHK
2026-02-19,2.9,8.46,65.4,11,MOHK_D10,MHK
2026-02-19,3.1,4.88,38,12,MOHK_D10,MHK
