Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,site_no,lakeID
2026-04-29,13.4,10.32,103.6,0,MOHK_D10,MHK
2026-04-29,13.1,10.45,104.1,1,MOHK_D10,MHK
2026-04-29,12.9,10.48,104,2,MOHK_D10,MHK
2026-04-29,12.7,10.52,103.9,3,MOHK_D10,MHK
2026-04-29,11.5,11.24,108,4,MOHK_D10,MHK
2026-04-29,9.9,12.42,114.9,5,MOHK_D10,MHK
2026-04-29,8.1,12.48,110.7,6,MOHK_D10,MHK
2026-04-29,7,11.87,102.5,7,MOHK_D10,MHK
2026-04-29,6,9,75.6,8,MOHK_D10,MHK
2026-04-29,5.6,8.19,68.2,9,MOHK_D10,MHK
2026-04-29,5.3,7.77,64.2,10,MOHK_D10,MHK
2026-04-29,5.2,7.8,64.2,11,MOHK_D10,MHK
2026-04-29,5.2,4.46,36.9,12,MOHK_D10,MHK
