Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,site_no,lakeID
2026-01-21,0.4,13.43,95.6,0,MOHK_D10,MHK
2026-01-21,1.9,11.78,87.5,1,MOHK_D10,MHK
2026-01-21,2.1,11.54,86,2,MOHK_D10,MHK
2026-01-21,2.2,11.46,85.6,3,MOHK_D10,MHK
2026-01-21,2.2,11.08,82.8,4,MOHK_D10,MHK
2026-01-21,2.2,11.01,82.4,5,MOHK_D10,MHK
2026-01-21,2.3,10.93,91.9,6,MOHK_D10,MHK
2026-01-21,2.3,10.46,78.4,7,MOHK_D10,MHK
2026-01-21,2.4,10.53,79.1,8,MOHK_D10,MHK
2026-01-21,2.4,10.19,76.6,9,MOHK_D10,MHK
2026-01-21,2.5,10.23,77,10,MOHK_D10,MHK
2026-01-21,2.6,9.8,74,11,MOHK_D10,MHK
2026-01-21,2.8,5.19,39.4,12,MOHK_D10,MHK
