Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,site_no,lakeID
2026-06-17,22,8.7,104.8,0,MOHK_D10,MHK
2026-06-17,21.8,8.67,104,1,MOHK_D10,MHK
2026-06-17,21.9,8.6,103.3,2,MOHK_D10,MHK
2026-06-17,21.9,8.62,103.5,3,MOHK_D10,MHK
2026-06-17,20.1,10.28,119.2,4,MOHK_D10,MHK
2026-06-17,16.5,12.31,132.6,5,MOHK_D10,MHK
2026-06-17,13.4,13.9,132.8,6,MOHK_D10,MHK
2026-06-17,10.2,12.69,118.8,7,MOHK_D10,MHK
2026-06-17,8.3,11.62,104,8,MOHK_D10,MHK
2026-06-17,7.5,9.98,87.6,9,MOHK_D10,MHK
2026-06-17,6.8,8.03,69.1,10,MOHK_D10,MHK
2026-06-17,6.1,4.97,42.1,11,MOHK_D10,MHK
2026-06-17,5.9,0.86,7.2,12,MOHK_D10,MHK
