Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,site_no,lakeID
2026-01-07,2,11.98,91.6,0,MOHK_D10,MHK
2026-01-07,2,11.43,87.3,1,MOHK_D10,MHK
2026-01-07,2.1,11.03,84.5,2,MOHK_D10,MHK
2026-01-07,2,11.15,85.2,3,MOHK_D10,MHK
2026-01-07,2,10.83,82.8,4,MOHK_D10,MHK
2026-01-07,2.1,10.59,81,5,MOHK_D10,MHK
2026-01-07,2.1,10.45,80,6,MOHK_D10,MHK
2026-01-07,2.1,10.28,78.8,7,MOHK_D10,MHK
2026-01-07,2.2,10.14,77.9,8,MOHK_D10,MHK
2026-01-07,2.3,10.02,77.1,9,MOHK_D10,MHK
2026-01-07,2.4,9.85,76,10,MOHK_D10,MHK
2026-01-07,2.5,9.45,73.2,11,MOHK_D10,MHK
2026-01-07,2.6,7.75,60.2,12,MOHK_D10,MHK
