Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,site_no,lakeID
2026-07-29,24.1,8.46,106.9,0,MOHK_D10,MHK
2026-07-29,23.8,8.47,106.3,1,MOHK_D10,MHK
2026-07-29,23.6,8.45,105.8,2,MOHK_D10,MHK
2026-07-29,23.5,8.39,104.9,3,MOHK_D10,MHK
2026-07-29,23.3,8.54,106.3,4,MOHK_D10,MHK
2026-07-29,22.7,8.89,109.3,5,MOHK_D10,MHK
2026-07-29,18.7,11.71,133,6,MOHK_D10,MHK
2026-07-29,13.9,11.98,123,7,MOHK_D10,MHK
2026-07-29,11.2,11.44,110.6,8,MOHK_D10,MHK
2026-07-29,9.3,8.51,78.7,9,MOHK_D10,MHK
2026-07-29,7.9,4.5,40.2,10,MOHK_D10,MHK
2026-07-29,6.9,0.66,5.7,11,MOHK_D10,MHK
2026-07-29,6.5,0.32,2.8,12,MOHK_D10,MHK
