Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,site_no,lakeID
2026-05-27,19.6,9.14,104.7,0,MOHK_D10,MHK
2026-05-27,19,9.26,104.8,1,MOHK_D10,MHK
2026-05-27,18,9.72,107.7,2,MOHK_D10,MHK
2026-05-27,17.1,9.89,107.7,3,MOHK_D10,MHK
2026-05-27,15.8,11.08,117.3,4,MOHK_D10,MHK
2026-05-27,14,11.89,121.1,5,MOHK_D10,MHK
2026-05-27,11.6,13.12,126.6,6,MOHK_D10,MHK
2026-05-27,9.3,12.76,116.8,7,MOHK_D10,MHK
2026-05-27,7.4,10.75,94,8,MOHK_D10,MHK
2026-05-27,6.5,7.81,66.6,9,MOHK_D10,MHK
2026-05-27,5.9,7.35,61.8,10,MOHK_D10,MHK
2026-05-27,5.6,5.72,37.7,11,MOHK_D10,MHK
2026-05-27,5.5,2.46,24.7,12,MOHK_D10,MHK
