sample_no,Depth_m,collect_date,Temp_C_DOProbe,DO_mgpL,DO_Sat_Percent
16,0,04/22/2025,11.7,10.4,100.4
16,1,04/22/2025,9.8,11.23,103.6
16,2,04/22/2025,9.7,11.23,103.4
16,3,04/22/2025,9.5,11.27,103.4
16,4,04/22/2025,9.3,11.25,102.8
16,5,04/22/2025,7.8,11.02,97.1
16,6,04/22/2025,7,10.8,93.2
16,7,04/22/2025,6.6,10.76,91.9
16,8,04/22/2025,6.4,10.7,90.8
16,9,04/22/2025,6.2,10.53,89
16,10,04/22/2025,6,10.37,87.3
16,11,04/22/2025,5.9,10.01,84
16,12,04/22/2025,5.8,9.69,81
