Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,lakeID
2024-08-13,23.2,8.25,100.8,0,MHK
2024-08-13,23,8.38,102,1,MHK
2024-08-13,23,8.35,101.6,2,MHK
2024-08-13,22.9,8.3,101,3,MHK
2024-08-13,22.9,8.25,100.2,4,MHK
2024-08-13,21.5,9.42,111.5,5,MHK
2024-08-13,16.5,10.36,110.3,6,MHK
2024-08-13,13.5,9.77,97.6,7,MHK
2024-08-13,10.3,8.42,78.4,8,MHK
2024-08-13,8.4,6.45,57.4,9,MHK
2024-08-13,7.1,3.13,27,10,MHK
2024-08-13,6.5,0.58,4.4,11,MHK
2024-08-13,6.2,0.3,2.5,12,MHK
