Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,lakeID
2024-02-13,1.4,10.47,79,0,MHK
2024-02-13,3.8,11.35,91.5,1,MHK
2024-02-13,3.8,11.45,92.2,2,MHK
2024-02-13,3.8,11.46,92.2,3,MHK
2024-02-13,3.8,11.44,91.9,4,MHK
2024-02-13,3.7,11.37,91.3,5,MHK
2024-02-13,3.7,11.33,90.9,6,MHK
2024-02-13,3.7,11.09,89,7,MHK
2024-02-13,3.7,10.56,84.6,8,MHK
2024-02-13,3.6,10.24,82,9,MHK
2024-02-13,3.6,10.36,83,10,MHK
2024-02-13,3.6,10.37,83,11,MHK
2024-02-13,3.7,10.11,81,12,MHK
