Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,lakeID
2024-01-03,3.4,11.21,88,0,MHK
2024-01-03,3.9,10.93,86.9,1,MHK
2024-01-03,3.8,10.9,86.4,2,MHK
2024-01-03,3.8,10.85,86.1,3,MHK
2024-01-03,3.8,10.84,86,4,MHK
2024-01-03,3.8,10.82,85.9,5,MHK
2024-01-03,3.8,10.79,85.6,6,MHK
2024-01-03,3.8,10.83,85.9,7,MHK
2024-01-03,3.8,10.82,85.8,8,MHK
2024-01-03,3.8,10.76,85.3,9,MHK
2024-01-03,3.8,10.66,84.6,10,MHK
2024-01-03,3.8,10.61,84.3,11,MHK
2024-01-03,3.9,10.41,83.3,12,MHK
