Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,lakeID
2024-04-30,15,10.13,105.4,0,MHK
2024-04-30,14.7,10.22,105.6,1,MHK
2024-04-30,14.4,10.21,104.9,2,MHK
2024-04-30,12.1,10.6,103.2,3,MHK
2024-04-30,11.5,10.62,102.1,4,MHK
2024-04-30,9.5,11.39,104.5,5,MHK
2024-04-30,8.3,11.79,105.2,6,MHK
2024-04-30,7.2,11.75,102.1,7,MHK
2024-04-30,6.4,10.92,92.9,8,MHK
2024-04-30,6,9.85,82.8,9,MHK
2024-04-30,5.7,9.64,80.5,10,MHK
2024-04-30,5.5,9.36,77.8,11,MHK
2024-04-30,5.5,8.74,72.6,12,MHK
