Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,lakeID
2024-06-25,25.6,8.15,104.7,0,MHK
2024-06-25,25.2,8.18,104.5,1,MHK
2024-06-25,24.2,8.2,102.8,2,MHK
2024-06-25,23.8,8.26,102.8,3,MHK
2024-06-25,19.9,10.59,122.1,4,MHK
2024-06-25,17.2,11.28,123.1,5,MHK
2024-06-25,13.7,11.81,119.5,6,MHK
2024-06-25,10.3,11.82,110.8,7,MHK
2024-06-25,8.6,11,98.9,8,MHK
2024-06-25,7.4,9.3,81.2,9,MHK
2024-06-25,6.6,6.38,54.6,10,MHK
2024-06-25,6.1,3.83,32.4,11,MHK
2024-06-25,5.9,2.7,22.7,12,MHK
