Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,lakeID
2024-02-20,2.6,12.66,98.8,0,MHK
2024-02-20,4.1,11.61,91.3,1,MHK
2024-02-20,4.1,11.45,90,2,MHK
2024-02-20,4,11.41,89.6,3,MHK
2024-02-20,4,11.41,89.4,4,MHK
2024-02-20,3.9,11.39,89.3,5,MHK
2024-02-20,3.9,11.38,89.1,6,MHK
2024-02-20,3.9,11.37,89,7,MHK
2024-02-20,3.9,11.35,88.9,8,MHK
2024-02-20,3.9,11.34,88.7,9,MHK
2024-02-20,3.9,11.02,86.2,10,MHK
2024-02-20,3.8,10.02,78.2,11,MHK
2024-02-20,3.9,9.52,74.4,12,MHK
