Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,lakeID
2024-11-25,9.4,8.23,75.1,0,MHK
2024-11-25,8.7,8.16,73.1,1,MHK
2024-11-25,8.2,8.14,72.2,2,MHK
2024-11-25,7.9,8.15,71.8,3,MHK
2024-11-25,7.7,8.18,71.7,4,MHK
2024-11-25,7.5,8.21,71.6,5,MHK
2024-11-25,7.4,8.21,71.5,6,MHK
2024-11-25,7.4,8.21,71.4,7,MHK
2024-11-25,7.4,8.18,71.1,8,MHK
2024-11-25,7.4,8.17,71,9,MHK
2024-11-25,7.3,8.16,70.9,10,MHK
2024-11-25,7.3,8.14,70.7,11,MHK
