Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
8/21/2024,11:42:19,Mohonk,22.511,9.12,105.3,0.33,-0.48,7.88,87.7,0.04,57,729.3,MHK,0,NA,NA,NA,41.766,-74.158,379
8/21/2024,11:42:47,Mohonk,22.534,9.02,104.3,0.24,-0.54,7.79,85.1,0.04,55,729.3,MHK,0.25,NA,NA,NA,41.766,-74.158,379
8/21/2024,11:43:09,Mohonk,22.492,8.97,103.6,0.26,-0.52,7.77,84.6,0.04,55,729.2,MHK,0.5,NA,NA,NA,41.766,-74.158,379
8/21/2024,11:43:34,Mohonk,22.442,8.94,103.1,0.27,-0.51,7.74,84.7,0.04,55,729.3,MHK,0.75,NA,NA,NA,41.766,-74.158,379
8/21/2024,11:44:01,Mohonk,22.422,8.91,102.8,0.33,-0.46,7.72,84.7,0.04,55,729.3,MHK,1,NA,NA,NA,41.766,-74.158,379
8/21/2024,11:44:27,Mohonk,22.396,8.89,102.5,0.41,-0.45,7.71,84.8,0.04,55,729.3,MHK,1.25,NA,NA,NA,41.766,-74.158,379
8/21/2024,11:44:52,Mohonk,22.389,8.88,102.3,0.4,-0.44,7.7,84.9,0.04,55,729.2,MHK,1.5,NA,NA,NA,41.766,-74.158,379
8/21/2024,11:45:14,Mohonk,22.36,8.86,102,0.4,-0.43,7.69,85.1,0.04,55,729.2,MHK,1.75,NA,NA,NA,41.766,-74.158,379
8/21/2024,11:45:41,Mohonk,22.334,8.85,101.9,0.47,-0.41,7.69,85.2,0.04,55,729.2,MHK,2,NA,NA,NA,41.766,-74.158,379
8/21/2024,11:46:03,Mohonk,22.331,8.85,101.9,0.48,-0.41,7.69,85.4,0.04,55,729.2,MHK,2.25,NA,NA,NA,41.766,-74.158,379
8/21/2024,11:46:27,Mohonk,22.298,8.84,101.7,0.49,-0.4,7.68,85.5,0.04,56,729.2,MHK,2.5,NA,NA,NA,41.766,-74.158,379
8/21/2024,11:46:49,Mohonk,22.169,8.8,101,0.54,-0.41,7.67,85.8,0.04,56,729.3,MHK,2.75,NA,NA,NA,41.766,-74.158,379
8/21/2024,11:47:11,Mohonk,22.042,8.82,100.9,0.56,-0.38,7.66,88.8,0.04,58,729.3,MHK,3,NA,NA,NA,41.766,-74.158,379
8/21/2024,11:47:47,Mohonk,22.004,8.78,100.5,0.66,-0.39,7.66,89.1,0.04,58,729.2,MHK,3.25,NA,NA,NA,41.766,-74.158,379
8/21/2024,11:48:12,Mohonk,22,8.75,100.1,0.66,-0.37,7.64,89.1,0.04,58,729.2,MHK,3.5,NA,NA,NA,41.766,-74.158,379
8/21/2024,11:48:34,Mohonk,21.988,8.72,99.7,0.66,-0.36,7.63,89.1,0.04,58,729.3,MHK,3.75,NA,NA,NA,41.766,-74.158,379
