Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
11/6/2024,11:11:57,Mohonk,12.482,10.07,94.5,0.13,-0.49,NA,90.4,0.04,59,728.5,MHK,0,NA,NA,NA,41.766,-74.158,379
11/6/2024,11:12:23,Mohonk,12.473,10.05,94.3,0.14,-0.46,NA,90.4,0.04,59,728.5,MHK,0.25,NA,NA,NA,41.766,-74.158,379
11/6/2024,11:12:42,Mohonk,12.488,10.04,94.3,0.1,-0.44,NA,90.5,0.04,59,728.5,MHK,0.5,NA,NA,NA,41.766,-74.158,379
11/6/2024,11:13:07,Mohonk,12.459,10.05,94.2,0.07,-0.49,NA,90.4,0.04,59,728.5,MHK,0.75,NA,NA,NA,41.766,-74.158,379
11/6/2024,11:13:35,Mohonk,12.445,10.05,94.3,0.08,-0.41,NA,90.4,0.04,59,728.5,MHK,1,NA,NA,NA,41.766,-74.158,379
11/6/2024,11:14:02,Mohonk,12.437,10.06,94.3,0.04,-0.49,NA,90.5,0.04,59,728.5,MHK,1.25,NA,NA,NA,41.766,-74.158,379
11/6/2024,11:14:29,Mohonk,12.383,10.05,94.1,0.09,-0.46,NA,90.6,0.04,59,728.5,MHK,1.5,NA,NA,NA,41.766,-74.158,379
11/6/2024,11:14:59,Mohonk,12.337,10.04,93.9,0.09,-0.48,NA,90.6,0.04,59,728.5,MHK,1.75,NA,NA,NA,41.766,-74.158,379
11/6/2024,11:15:26,Mohonk,12.255,10.04,93.8,0.11,-0.44,NA,90.6,0.04,59,728.5,MHK,2,NA,NA,NA,41.766,-74.158,379
11/6/2024,11:15:54,Mohonk,12.209,10.04,93.6,0.13,-0.42,NA,90.6,0.04,59,728.5,MHK,2.25,NA,NA,NA,41.766,-74.158,379
11/6/2024,11:16:19,Mohonk,12.195,10.04,93.6,0.09,-0.48,NA,90.6,0.04,59,728.5,MHK,2.5,NA,NA,NA,41.766,-74.158,379
11/6/2024,11:16:43,Mohonk,12.186,10.04,93.6,0.11,-0.45,NA,90.6,0.04,59,728.4,MHK,2.75,NA,NA,NA,41.766,-74.158,379
11/6/2024,11:17:08,Mohonk,12.177,10.04,93.6,0.09,-0.47,NA,90.7,0.04,59,728.4,MHK,3,NA,NA,NA,41.766,-74.158,379
11/6/2024,11:17:32,Mohonk,12.175,10.04,93.6,0.12,-0.45,NA,90.7,0.04,59,728.5,MHK,3.25,NA,NA,NA,41.766,-74.158,379
11/6/2024,11:17:57,Mohonk,12.172,10.04,93.5,0.17,-0.42,NA,90.7,0.04,59,728.5,MHK,3.5,NA,NA,NA,41.766,-74.158,379
11/6/2024,11:18:20,Mohonk,12.17,10.03,93.5,0.09,-0.45,NA,90.8,0.04,59,728.5,MHK,3.75,NA,NA,NA,41.766,-74.158,379
