Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
7/9/2024,10:12:16,Mohonk,26.443,8.65,107.5,0.24,-0.52,8.13,90.5,0.04,59,729,MHK,0,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:12:42,Mohonk,26.44,8.68,107.9,0.26,-0.47,8.03,89.5,0.04,58,728.9,MHK,0.25,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:13:10,Mohonk,26.441,8.7,108.1,0.25,-0.48,8.01,90.5,0.04,59,728.9,MHK,0.5,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:13:43,Mohonk,26.443,8.72,108.4,0.29,-0.47,8,90.5,0.04,59,728.9,MHK,0.75,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:14:10,Mohonk,26.437,8.74,108.6,0.29,-0.45,7.99,90.7,0.04,59,728.9,MHK,1,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:14:41,Mohonk,26.38,8.71,108.1,0.3,-0.49,7.96,90.7,0.04,59,728.9,MHK,1.25,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:15:05,Mohonk,26.37,8.71,108.1,0.3,-0.43,7.94,90.8,0.04,59,728.9,MHK,1.5,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:15:30,Mohonk,26.33,8.71,108,0.29,-0.49,7.93,90.8,0.04,59,728.9,MHK,1.75,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:15:54,Mohonk,26.159,8.75,108.2,0.36,-0.47,7.93,91,0.04,59,728.9,MHK,2,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:16:21,Mohonk,25.296,9.23,112.3,0.39,-0.43,8.22,91.2,0.04,59,728.9,MHK,2.25,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:17:06,Mohonk,24.862,9.68,116.8,0.35,-0.41,8.52,91.1,0.04,59,728.9,MHK,2.5,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:17:33,Mohonk,24.673,9.76,117.5,0.44,-0.35,8.59,91.2,0.04,59,728.9,MHK,2.75,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:18:03,Mohonk,23.956,9.63,114.3,0.48,-0.36,8.4,91.5,0.04,59,728.8,MHK,3,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:18:41,Mohonk,23.5,9.51,111.9,0.47,-0.33,8.28,91.1,0.04,59,728.9,MHK,3.25,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:19:25,Mohonk,22.96,9.4,109.5,0.63,-0.3,8.07,91.3,0.04,59,728.9,MHK,3.5,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:19:51,Mohonk,22.601,9.45,109.3,0.6,-0.28,8.01,91.2,0.04,59,729,MHK,3.75,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:20:17,Mohonk,21.859,9.93,113.3,0.6,-0.24,7.98,91.2,0.04,59,728.9,MHK,4,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:20:44,Mohonk,20.898,10.91,122.2,0.68,-0.16,7.93,91,0.04,59,728.9,MHK,4.25,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:21:11,Mohonk,19.31,11.9,129.1,0.69,-0.17,7.94,91.2,0.04,59,728.9,MHK,4.5,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:21:34,Mohonk,18.057,12.54,132.8,1.01,-0.04,7.96,91.3,0.04,59,728.9,MHK,4.75,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:22:00,Mohonk,16.579,12.49,128.2,0.65,-0.1,7.78,91.9,0.04,60,729,MHK,5,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:22:28,Mohonk,15.229,12.6,125.7,0.86,-0.01,7.7,91.9,0.04,60,728.9,MHK,5.25,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:22:53,Mohonk,14.525,12.96,127.3,0.64,-0.04,7.71,91.3,0.04,59,728.8,MHK,5.5,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:23:17,Mohonk,13.578,13.29,127.8,0.6,-0.05,7.74,90.5,0.04,59,728.9,MHK,5.75,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:23:43,Mohonk,12.649,13.45,126.7,0.54,0.01,7.75,90.6,0.04,59,728.9,MHK,6,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:24:08,Mohonk,11.973,13.49,125.1,0.57,0.02,7.73,90.7,0.04,59,729,MHK,6.25,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:24:32,Mohonk,11.463,13.43,123.2,0.63,0.2,7.68,90.7,0.04,59,728.9,MHK,6.5,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:24:55,Mohonk,10.994,13.39,121.5,0.66,0.14,7.64,90.6,0.04,59,728.9,MHK,6.75,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:25:21,Mohonk,10.488,13.24,118.7,0.8,0.33,7.6,91,0.04,59,728.9,MHK,7,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:25:48,Mohonk,9.908,13.09,115.8,0.57,0.17,7.53,91.1,0.04,59,728.9,MHK,7.25,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:26:42,Mohonk,9.151,12.78,111,0.57,0.25,7.41,91.3,0.04,59,728.9,MHK,7.5,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:27:19,Mohonk,8.735,12.43,106.8,0.55,0.15,7.34,90.8,0.04,59,728.9,MHK,7.75,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:27:49,Mohonk,8.479,12.2,104.3,0.64,0.29,7.29,90.7,0.04,59,728.9,MHK,8,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:28:17,Mohonk,8.136,11.88,100.7,0.42,0.18,7.23,91.1,0.04,59,728.9,MHK,8.25,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:28:52,Mohonk,7.649,11.17,93.5,0.35,0.16,7.13,91.2,0.04,59,728.9,MHK,8.5,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:29:17,Mohonk,7.494,10.75,89.7,0.45,0.24,7.07,91.2,0.04,59,728.9,MHK,8.75,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:29:49,Mohonk,7.19,10.2,84.5,0.33,0.19,6.99,91.6,0.04,60,728.9,MHK,9,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:30:17,Mohonk,6.876,9.43,77.5,0.29,0.2,6.91,92,0.04,60,728.9,MHK,9.25,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:30:51,Mohonk,6.659,8.73,71.3,0.25,0.2,6.84,91.9,0.04,60,728.9,MHK,9.5,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:31:20,Mohonk,6.522,7.9,64.3,0.23,0.21,6.77,92.3,0.04,60,729,MHK,9.75,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:32:03,Mohonk,6.403,6.23,50.5,0.17,0.19,6.65,93.4,0.04,61,728.8,MHK,10,NA,NA,NA,41.766,-74.158,379
7/9/2024,10:32:33,Mohonk,6.262,5.29,42.8,0.12,0.15,6.59,93.9,0.04,61,728.9,MHK,10.25,NA,NA,NA,41.766,-74.158,379
