Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,site_no,lakeID
2025-06-11,22.4,8.96,108,0,MOHK_D10,MHK
2025-06-11,21.9,9.13,108.9,1,MOHK_D10,MHK
2025-06-11,19.9,10.09,115.6,2,MOHK_D10,MHK
2025-06-11,17.2,10.61,115.2,3,MOHK_D10,MHK
2025-06-11,14.6,11.29,116,4,MOHK_D10,MHK
2025-06-11,12.3,12.4,121,5,MOHK_D10,MHK
2025-06-11,9.9,11.38,105,6,MOHK_D10,MHK
2025-06-11,8.6,10.18,91,7,MOHK_D10,MHK
2025-06-11,7.7,8.69,76,8,MOHK_D10,MHK
2025-06-11,7.1,8.49,73.1,9,MOHK_D10,MHK
2025-06-11,6.6,7.06,60.1,10,MOHK_D10,MHK
2025-06-11,6.3,5.83,49.3,11,MOHK_D10,MHK
2025-06-11,6.1,3.18,26.7,12,MOHK_D10,MHK
