Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,site_no,lakeID
2025-03-04,1.9,11.61,87,0,MOHK_D10,MHK
2025-03-04,2.6,11.83,90.4,1,MOHK_D10,MHK
2025-03-04,2.7,11.73,90,2,MOHK_D10,MHK
2025-03-04,2.7,11.73,90,3,MOHK_D10,MHK
2025-03-04,2.7,11.72,90,4,MOHK_D10,MHK
2025-03-04,2.8,11.79,90.6,5,MOHK_D10,MHK
2025-03-04,2.8,11.79,90.6,6,MOHK_D10,MHK
2025-03-04,2.8,11.75,90.3,7,MOHK_D10,MHK
2025-03-04,2.8,11.69,89.8,8,MOHK_D10,MHK
2025-03-04,2.8,11.61,89.2,9,MOHK_D10,MHK
2025-03-04,2.9,9.59,73.9,10,MOHK_D10,MHK
2025-03-04,3.1,8.79,68.1,11,MOHK_D10,MHK
2025-03-04,3.3,8.2,63.9,12,MOHK_D10,MHK
