Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,lakeID
2024-10-02,18.2,9.08,100.6,0,MHK
2024-10-02,18.6,8.96,100.1,1,MHK
2024-10-02,18.6,8.88,99.2,2,MHK
2024-10-02,18.6,8.94,99.8,3,MHK
2024-10-02,18.5,8.9,99.2,4,MHK
2024-10-02,18.4,8.75,97.4,5,MHK
2024-10-02,17.3,7.79,84.7,6,MHK
2024-10-02,14.5,6.99,71.6,7,MHK
2024-10-02,11.5,5.31,50.9,8,MHK
2024-10-02,8.9,3.13,28.2,9,MHK
2024-10-02,8,0.62,5.5,10,MHK
2024-10-02,7.3,0.32,2.8,11,MHK
2024-10-02,6.9,0.27,2.3,12,MHK
