Date,temp_degC_probe,doConcentration_mgpL_probe,doSaturation_percent_probe,Depth_m,lakeID
2024-10-16,14.2,8.67,88.3,0,MHK
2024-10-16,14.1,8.67,88.1,1,MHK
2024-10-16,14,8.67,87.9,2,MHK
2024-10-16,14,8.68,87.9,3,MHK
2024-10-16,13.9,8.67,87.7,4,MHK
2024-10-16,13.9,8.66,87.7,5,MHK
2024-10-16,13.9,8.64,87.4,6,MHK
2024-10-16,13.9,8.59,86.8,7,MHK
2024-10-16,11,4.81,45.5,8,MHK
2024-10-16,9.1,2.47,22.4,9,MHK
2024-10-16,8,0.38,3.4,10,MHK
2024-10-16,7.2,0.29,2.5,11,MHK
2024-10-16,6.9,0.27,2.3,12,MHK
