Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,lakeID
2024-01-30,6.1,10.75,90,0,MHK
2024-01-30,3.3,12.13,94.5,1,MHK
2024-01-30,2.9,12.12,93.4,2,MHK
2024-01-30,2.9,11.43,88.1,3,MHK
2024-01-30,3,10.95,84.4,4,MHK
2024-01-30,3.1,10.73,83,5,MHK
2024-01-30,3.2,10.54,81.8,6,MHK
2024-01-30,3.3,10.4,81,7,MHK
2024-01-30,3.4,10.27,80.1,8,MHK
2024-01-30,3.4,10.13,79,9,MHK
2024-01-30,3.4,9.87,77,10,MHK
2024-01-30,3.5,9.81,76.7,11,MHK
2024-01-30,3.4,10.09,78.7,12,MHK
