Date,temp_degC_probe,doConcentration_mgpL_probe,doSaturation_percent_probe,Depth_m,site_no,lakeID
2025-05-22,14.4,10.13,104.3,0,MOHK_D10,MHK
2025-05-22,14.7,10.04,104.1,1,MOHK_D10,MHK
2025-05-22,14.8,10.02,104.1,2,MOHK_D10,MHK
2025-05-22,14.7,9.96,103.3,3,MOHK_D10,MHK
2025-05-22,13.3,10.75,107.9,4,MOHK_D10,MHK
2025-05-22,10.8,10.57,100.2,5,MOHK_D10,MHK
2025-05-22,8.9,10.05,91.2,6,MOHK_D10,MHK
2025-05-22,7.9,9.43,83.4,7,MOHK_D10,MHK
2025-05-22,7.1,9.39,81.5,8,MOHK_D10,MHK
2025-05-22,6.7,8.94,76.8,9,MOHK_D10,MHK
2025-05-22,6.3,8.14,69.3,10,MOHK_D10,MHK
2025-05-22,6.1,7.39,62.6,11,MOHK_D10,MHK
2025-05-22,5.9,5.26,44.3,12,MOHK_D10,MHK
