Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,lakeID
2024-11-13,10.2,8.71,79.7,0,MHK
2024-11-13,10.3,8.63,79.1,1,MHK
2024-11-13,10.2,8.62,78.9,2,MHK
2024-11-13,10.2,8.64,79.1,3,MHK
2024-11-13,10.2,8.68,79.4,4,MHK
2024-11-13,10.2,8.62,78.8,5,MHK
2024-11-13,10.1,8.6,78.5,6,MHK
2024-11-13,10.1,8.33,76,7,MHK
2024-11-13,10.1,8.23,75,8,MHK
2024-11-13,9.9,6.92,62.8,9,MHK
2024-11-13,8.9,0.57,5,10,MHK
2024-11-13,7.6,0.33,2.8,11,MHK
2024-11-13,7.2,0.29,2.5,12,MHK
