Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,lakeID
2024-01-17,0.6,12.1,88.2,0,MHK
2024-01-17,1.7,11.84,89,1,MHK
2024-01-17,2,11.68,88.4,2,MHK
2024-01-17,2.2,11.55,88.1,3,MHK
2024-01-17,2.4,11.5,88,4,MHK
2024-01-17,2.6,11.39,87.6,5,MHK
2024-01-17,2.7,11.27,87.1,6,MHK
2024-01-17,3,11.09,86.2,7,MHK
2024-01-17,3.1,10.97,85.7,8,MHK
2024-01-17,3.3,10.83,84.9,9,MHK
2024-01-17,3.4,10.73,84.3,10,MHK
2024-01-17,3.4,10.61,83.4,11,MHK
2024-01-17,3.5,10.32,81.4,12,MHK
