Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,lakeID
2024-05-23,23.5,8.43,104.2,0,MHK
2024-05-23,22.3,8.42,101.8,1,MHK
2024-05-23,21,9.31,109.7,2,MHK
2024-05-23,18.3,9.73,108.5,3,MHK
2024-05-23,15.1,11.01,114.8,4,MHK
2024-05-23,12.2,11.43,111.9,5,MHK
2024-05-23,10,11.78,109.6,6,MHK
2024-05-23,8.2,12.12,107.8,7,MHK
2024-05-23,7.1,12.12,104.9,8,MHK
2024-05-23,6.2,10.96,92.8,9,MHK
2024-05-23,5.7,8.5,71.2,10,MHK
2024-05-23,NA,NA,NA,11,MHK
