Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,lakeID
2024-12-11,6.7,9.17,79.9,0,MHK
2024-12-11,5.8,9.22,78,1,MHK
2024-12-11,5.3,9.34,78,2,MHK
2024-12-11,5,9.41,78.1,3,MHK
2024-12-11,4.9,9.45,78.2,4,MHK
2024-12-11,4.6,9.55,78.4,5,MHK
2024-12-11,4.5,9.56,78.3,6,MHK
2024-12-11,4.4,9.59,78.3,7,MHK
2024-12-11,4.4,9.59,78.2,8,MHK
2024-12-11,4.3,9.59,78.2,9,MHK
2024-12-11,4.3,9.59,78.2,10,MHK
2024-12-11,4.3,9.59,78,11,MHK
2024-12-11,4.3,8.52,69.3,12,MHK
