Date,temp_degC_probe,doConcentration_mgpL_probe,doSaturation_percent_probe,Depth_m,site_no,lakeID
2025-02-26,2.8,12.1,94,0,MOHK_D10,MHK
2025-02-26,2.6,11.62,89.8,1,MOHK_D10,MHK
2025-02-26,2.7,11.33,87.7,2,MOHK_D10,MHK
2025-02-26,2.5,11.28,86.9,3,MOHK_D10,MHK
2025-02-26,2.5,11.08,85.3,4,MOHK_D10,MHK
2025-02-26,2.5,11.04,84.9,5,MOHK_D10,MHK
2025-02-26,2.5,10.98,84.4,6,MOHK_D10,MHK
2025-02-26,2.5,10.7,82.4,7,MOHK_D10,MHK
2025-02-26,2.5,10.33,79.5,8,MOHK_D10,MHK
2025-02-26,2.6,9.84,76,9,MOHK_D10,MHK
2025-02-26,2.8,9.86,76.4,10,MOHK_D10,MHK
2025-02-26,3,9.22,71.9,11,MOHK_D10,MHK
2025-02-26,3.2,8.05,63.2,12,MOHK_D10,MHK
