Date,temp_degC,doConcentration_mgpL,doSaturation_percent,Depth_m,lakeID
2024-11-06,15,8.82,91.5,0,MHK
2024-11-06,13.5,9.29,93.2,1,MHK
2024-11-06,12.9,9.44,93.5,2,MHK
2024-11-06,12.6,9.52,93.7,3,MHK
2024-11-06,12.4,9.61,94.1,4,MHK
2024-11-06,12.2,9.57,93.3,5,MHK
2024-11-06,11.9,9.5,92,6,MHK
2024-11-06,11.8,9.35,90.3,7,MHK
2024-11-06,11.7,9.11,87.8,8,MHK
2024-11-06,10.3,2.67,24.9,9,MHK
2024-11-06,8.7,0.46,4.2,10,MHK
2024-11-06,7.6,0.39,3.4,11,MHK
2024-11-06,6.7,0.26,2.2,12,MHK
