Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,pH,latitude,longitude,altitude_m,date
6/10/2026,10:25:33,Mohonk,21.435,8.61,97.4,0.1,-0.41,102.8,0.05,67,726.7,MHK,0,NA,NA,NA,NA,41.766,-74.158,379,2026-06-10
6/10/2026,10:26:12,Mohonk,21.436,8.61,97.4,0.1,-0.38,102.7,0.05,67,726.7,MHK,0.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-10
6/10/2026,10:26:45,Mohonk,21.433,8.6,97.3,0.1,-0.41,102.7,0.05,67,726.7,MHK,0.5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-10
6/10/2026,10:27:15,Mohonk,21.423,8.6,97.2,0.11,-0.41,102.7,0.05,67,726.7,MHK,0.75,NA,NA,NA,NA,41.766,-74.158,379,2026-06-10
6/10/2026,10:27:44,Mohonk,21.396,8.6,97.2,0.12,-0.41,102.7,0.05,67,726.7,MHK,1,NA,NA,NA,NA,41.766,-74.158,379,2026-06-10
6/10/2026,10:28:09,Mohonk,21.389,8.6,97.2,0.11,-0.39,102.7,0.05,67,726.7,MHK,1.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-10
6/10/2026,10:28:33,Mohonk,21.389,8.6,97.2,0.14,-0.37,102.7,0.05,67,726.7,MHK,1.5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-10
6/10/2026,10:29:03,Mohonk,21.384,8.59,97.1,0.11,-0.39,102.6,0.05,67,726.9,MHK,1.75,NA,NA,NA,NA,41.766,-74.158,379,2026-06-10
6/10/2026,10:29:29,Mohonk,21.335,8.6,97.1,0.09,-0.45,102.6,0.05,67,726.7,MHK,2,NA,NA,NA,NA,41.766,-74.158,379,2026-06-10
6/10/2026,10:29:54,Mohonk,21.295,8.6,97.1,0.1,-0.37,102.7,0.05,67,726.7,MHK,2.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-10
