Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m,date
2/11/2026,11:37:11,Mohonk,0.312,13.22,91.2,0.59,1.66,107.9,0.05,70,720.3,MHK,0,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:37:55,Mohonk,1.735,12.42,89.2,0.68,1.19,103.5,0.05,67,720.2,MHK,0.25,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:38:25,Mohonk,1.98,12.01,86.8,0.36,1.02,102.6,0.05,67,720.2,MHK,0.5,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:38:56,Mohonk,2.083,11.61,84.2,0.23,0.97,102.3,0.05,66,720.3,MHK,0.75,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:39:28,Mohonk,2.16,11.39,82.7,0.2,0.93,102.1,0.05,66,720.3,MHK,1,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:39:50,Mohonk,2.255,11.24,81.9,0.13,0.84,101.9,0.05,66,720.3,MHK,1.25,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:40:48,Mohonk,2.296,10.94,79.8,0.22,0.89,101.7,0.05,66,720.1,MHK,1.5,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:41:24,Mohonk,2.31,10.86,79.2,0.1,0.85,101.8,0.05,66,720.1,MHK,1.75,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:42:02,Mohonk,2.335,10.77,78.6,0.2,0.91,101.8,0.05,66,720.1,MHK,2,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:42:30,Mohonk,2.319,10.73,78.3,0.14,0.84,101.8,0.05,66,720.2,MHK,2.25,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:43:19,Mohonk,2.32,10.68,77.9,0.13,0.81,101.8,0.05,66,720.2,MHK,2.5,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:43:51,Mohonk,2.326,10.64,77.7,0.14,0.83,101.8,0.05,66,720.3,MHK,2.75,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:44:17,Mohonk,2.352,10.6,77.4,0.19,0.88,101.8,0.05,66,720.2,MHK,3,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:45:00,Mohonk,2.386,10.5,76.7,0.17,0.79,101.9,0.05,66,720.2,MHK,3.25,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:45:24,Mohonk,2.395,10.44,76.3,0.12,0.77,102,0.05,66,720.1,MHK,3.5,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:45:51,Mohonk,2.417,10.38,75.9,0.11,0.82,102.1,0.05,66,720.1,MHK,3.75,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:46:16,Mohonk,2.433,10.33,75.6,0.06,0.74,102.3,0.05,66,720.2,MHK,4,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:46:42,Mohonk,2.438,10.29,75.3,0.09,0.75,102.3,0.05,66,720.1,MHK,4.25,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:47:13,Mohonk,2.451,10.23,74.9,0.1,0.73,102.6,0.05,67,720.2,MHK,4.5,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:48:21,Mohonk,2.457,10.08,73.8,0.08,0.79,103.3,0.05,67,720.1,MHK,4.75,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:48:47,Mohonk,2.462,10.05,73.6,0.06,0.76,103.3,0.05,67,720.1,MHK,5,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:49:15,Mohonk,2.466,10.03,73.5,0.2,0.79,103.3,0.05,67,720.1,MHK,5.25,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:49:41,Mohonk,2.48,10.01,73.3,0.06,0.78,103.3,0.05,67,720.1,MHK,5.5,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:50:11,Mohonk,2.488,9.98,73.1,0.44,0.87,103.3,0.05,67,720.2,MHK,5.75,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:50:49,Mohonk,2.493,9.95,72.9,0.35,0.84,103.4,0.05,67,720.1,MHK,6,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:51:03,Mohonk,2.497,9.94,72.9,0.1,0.77,103.3,0.05,67,720.2,MHK,6.25,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:51:42,Mohonk,2.507,9.91,72.6,0.14,0.77,103.2,0.05,67,720.1,MHK,6.5,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:52:14,Mohonk,2.519,9.88,72.5,0.13,0.77,103.2,0.05,67,720.2,MHK,6.75,NA,NA,NA,41.766,-74.158,379,2026-02-11
