Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,pH,latitude,longitude,altitude_m,date
5/7/2026,09:16:53,Mohonk,13.495,9.99,95.9,0.26,0.08,98,0.05,64,724.6,MHK,0,NA,NA,NA,NA,41.766,-74.158,379,2026-05-07
5/7/2026,09:17:18,Mohonk,13.488,10.14,97.3,0.25,0.07,97.8,0.05,64,724.6,MHK,0.25,NA,NA,NA,NA,41.766,-74.158,379,2026-05-07
5/7/2026,09:17:44,Mohonk,13.49,10.18,97.7,0.26,0.09,97.8,0.05,64,724.6,MHK,0.5,NA,NA,NA,NA,41.766,-74.158,379,2026-05-07
5/7/2026,09:18:12,Mohonk,13.48,10.19,97.7,0.28,0.12,97.9,0.05,64,724.6,MHK,0.75,NA,NA,NA,NA,41.766,-74.158,379,2026-05-07
5/7/2026,09:18:36,Mohonk,13.437,10.18,97.6,0.26,0.16,97.9,0.05,64,724.6,MHK,1,NA,NA,NA,NA,41.766,-74.158,379,2026-05-07
5/7/2026,09:19:06,Mohonk,13.42,10.18,97.5,0.34,0.15,98,0.05,64,724.6,MHK,1.25,NA,NA,NA,NA,41.766,-74.158,379,2026-05-07
5/7/2026,09:19:30,Mohonk,13.401,10.16,97.3,0.37,0.17,98,0.05,64,724.6,MHK,1.5,NA,NA,NA,NA,41.766,-74.158,379,2026-05-07
5/7/2026,09:20:03,Mohonk,13.337,10.16,97.2,0.41,0.2,98.1,0.05,64,724.6,MHK,1.75,NA,NA,NA,NA,41.766,-74.158,379,2026-05-07
5/7/2026,09:20:31,Mohonk,13.263,10.16,97,0.37,0.16,98.1,0.05,64,724.6,MHK,2,NA,NA,NA,NA,41.766,-74.158,379,2026-05-07
5/7/2026,09:21:08,Mohonk,13.231,10.16,96.9,0.38,0.21,98.2,0.05,64,724.6,MHK,2.25,NA,NA,NA,NA,41.766,-74.158,379,2026-05-07
5/7/2026,09:21:34,Mohonk,13.186,10.16,96.9,0.49,0.25,98.2,0.05,64,724.6,MHK,2.5,NA,NA,NA,NA,41.766,-74.158,379,2026-05-07
5/7/2026,09:22:11,Mohonk,13.119,10.21,97.2,0.49,0.21,98.3,0.05,64,724.5,MHK,2.75,NA,NA,NA,NA,41.766,-74.158,379,2026-05-07
