Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,pH,latitude,longitude,altitude_m,date
7/8/2026,10:27:13,Mohonk,19.383,10.58,115,0.19,-0.28,104.3,0.05,68,730.4,MHK,4,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:27:41,Mohonk,18.527,11.15,119.1,0.25,-0.24,104.5,0.05,68,730.4,MHK,4.25,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:28:09,Mohonk,17.747,11.55,121.4,0.27,-0.14,104.2,0.05,68,730.4,MHK,4.5,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:28:41,Mohonk,16.868,12.02,124.1,0.27,-0.1,104.4,0.05,68,730.4,MHK,4.75,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:29:11,Mohonk,15.606,12.5,125.7,0.29,-0.06,104.3,0.05,68,730.4,MHK,5,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:29:50,Mohonk,14.035,12.88,125.1,0.27,-0.03,103.8,0.05,67,730.5,MHK,5.25,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:30:19,Mohonk,13.564,12.96,124.6,0.28,0.05,103.2,0.05,67,730.4,MHK,5.5,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:30:47,Mohonk,12.963,13.05,123.7,0.29,0.05,102.5,0.05,67,730.5,MHK,5.75,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:31:13,Mohonk,12.322,13.11,122.6,0.26,0.07,102.3,0.05,66,730.4,MHK,6,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:31:49,Mohonk,11.35,13.12,120,0.28,0.14,102.2,0.05,66,730.4,MHK,6.25,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:32:08,Mohonk,11.322,13.08,119.5,0.33,0.22,102.1,0.05,66,730.5,MHK,6.5,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:32:36,Mohonk,10.754,12.98,117.1,0.35,0.21,101.7,0.05,66,730.4,MHK,6.75,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:33:05,Mohonk,10.136,12.74,113.3,0.34,0.23,101.8,0.05,66,730.5,MHK,7,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:33:35,Mohonk,9.735,12.49,110,0.35,0.29,101.6,0.05,66,730.5,MHK,7.25,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:34:07,Mohonk,9.351,12.24,106.8,0.32,0.29,101.6,0.05,66,730.4,MHK,7.5,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:34:39,Mohonk,8.91,11.82,102,0.38,0.31,102,0.05,66,730.4,MHK,7.75,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:35:15,Mohonk,8.386,11.23,95.8,0.34,0.32,101.9,0.05,66,730.4,MHK,8,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:35:43,Mohonk,8.103,10.62,89.9,0.35,0.37,102.1,0.05,66,730.4,MHK,8.25,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:36:19,Mohonk,7.873,9.91,83.4,0.44,0.42,102,0.05,66,730.4,MHK,8.5,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:36:59,Mohonk,7.559,9.2,76.9,0.34,0.4,102.1,0.05,66,730.4,MHK,8.75,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:37:22,Mohonk,7.37,8.65,71.9,0.39,0.44,102.4,0.05,67,730.3,MHK,9,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:37:45,Mohonk,7.307,8.31,69,0.37,0.43,102.5,0.05,67,730.4,MHK,9.25,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:38:18,Mohonk,7.047,7.81,64.4,0.37,0.46,102.8,0.05,67,730.4,MHK,9.5,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:38:48,Mohonk,6.88,6.87,56.5,0.23,0.39,104,0.05,68,730.4,MHK,9.75,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:39:26,Mohonk,6.639,5.61,45.8,0.19,0.43,105,0.05,68,730.4,MHK,10,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:39:41,Mohonk,6.602,5.16,42.1,0.13,0.38,105.2,0.05,68,730.5,MHK,10.25,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:40:21,Mohonk,6.439,4.33,35.2,0.12,0.4,106.2,0.05,69,730.4,MHK,10.5,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:40:47,Mohonk,6.347,3.71,30.1,0.12,0.38,106.7,0.05,69,730.5,MHK,10.75,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:41:58,Mohonk,6.289,3.12,25.2,0.11,0.41,106.5,0.05,69,730.4,MHK,11,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:42:22,Mohonk,6.191,2.55,20.6,0.13,0.43,107.7,0.05,70,730.3,MHK,11.25,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:42:54,Mohonk,6.155,1.88,15.2,0.16,0.44,108.2,0.05,70,730.4,MHK,11.5,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:43:19,Mohonk,6.095,1.49,12,0.07,0.45,108.5,0.05,70,730.4,MHK,11.75,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
7/8/2026,10:43:46,Mohonk,6.041,1.22,9.8,0.64,1.01,109,0.05,71,730.4,MHK,12,NA,NA,NA,NA,41.766,-74.158,379,2026-07-08
