Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,pH,latitude,longitude,altitude_m,date
1/21/2026,10:16:24,Mohonk,0.324,13.84,95.6,37.9,19.98,98.8,0.05,64,738,MHK,0,NA,NA,NA,NA,41.766,-74.158,379,2026-01-21
1/21/2026,10:16:59,Mohonk,0.505,13.7,95.1,37.08,22.19,103.9,0.05,68,737.9,MHK,0.25,NA,NA,NA,NA,41.766,-74.158,379,2026-01-21
1/21/2026,10:17:37,Mohonk,1.223,13.41,94.9,9.98,7.89,103,0.05,67,738,MHK,0.5,NA,NA,NA,NA,41.766,-74.158,379,2026-01-21
1/21/2026,10:18:01,Mohonk,1.8,13.15,94.6,7.27,2.96,101.3,0.05,66,737.9,MHK,0.75,NA,NA,NA,NA,41.766,-74.158,379,2026-01-21
1/21/2026,10:18:40,Mohonk,2.012,12.66,91.6,3.13,1.88,100.6,0.05,65,738,MHK,1,NA,NA,NA,NA,41.766,-74.158,379,2026-01-21
1/21/2026,10:19:19,Mohonk,2.134,12.32,89.4,1.07,1.38,101.2,0.05,66,737.9,MHK,1.25,NA,NA,NA,NA,41.766,-74.158,379,2026-01-21
1/21/2026,10:19:42,Mohonk,2.207,12.13,88.2,0.9,1.12,100.7,0.05,65,737.9,MHK,1.5,NA,NA,NA,NA,41.766,-74.158,379,2026-01-21
1/21/2026,10:20:06,Mohonk,2.25,11.97,87.2,0.86,1.04,100.6,0.05,65,737.9,MHK,1.75,NA,NA,NA,NA,41.766,-74.158,379,2026-01-21
1/21/2026,10:20:30,Mohonk,2.256,11.86,86.4,0.91,1.23,100.5,0.05,65,737.9,MHK,2,NA,NA,NA,NA,41.766,-74.158,379,2026-01-21
1/21/2026,10:21:01,Mohonk,2.26,11.77,85.8,0.69,1,100.5,0.05,65,737.9,MHK,2.25,NA,NA,NA,NA,41.766,-74.158,379,2026-01-21
1/21/2026,10:21:25,Mohonk,2.265,11.72,85.4,1.03,1.19,100.5,0.05,65,737.9,MHK,2.5,NA,NA,NA,NA,41.766,-74.158,379,2026-01-21
1/21/2026,10:21:50,Mohonk,2.268,11.69,85.1,0.79,1.05,100.5,0.05,65,737.8,MHK,2.75,NA,NA,NA,NA,41.766,-74.158,379,2026-01-21
1/21/2026,10:22:19,Mohonk,2.27,11.65,84.9,0.9,1.12,100.6,0.05,65,737.8,MHK,3,NA,NA,NA,NA,41.766,-74.158,379,2026-01-21
1/21/2026,10:22:43,Mohonk,2.272,11.64,84.8,0.64,1.02,100.6,0.05,65,737.8,MHK,3.25,NA,NA,NA,NA,41.766,-74.158,379,2026-01-21
1/21/2026,10:23:06,Mohonk,2.273,11.61,84.6,0.98,1.06,100.7,0.05,65,737.9,MHK,3.5,NA,NA,NA,NA,41.766,-74.158,379,2026-01-21
