Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,pH,latitude,longitude,altitude_m,date
6/30/2026,11:51:23,Mohonk,24.888,8.46,102.2,0.05,-0.64,103.5,0.05,67,730.9,MHK,0,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,11:51:55,Mohonk,24.721,8.51,102.5,0.05,-0.62,103,0.05,67,730.9,MHK,0.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,11:52:23,Mohonk,24.666,8.52,102.5,0.05,-0.59,103,0.05,67,730.9,MHK,0.5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,11:52:50,Mohonk,24.647,8.53,102.5,0.05,-0.6,103,0.05,67,730.9,MHK,0.75,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,11:53:22,Mohonk,24.651,8.52,102.5,0.05,-0.6,103.1,0.05,67,730.9,MHK,1,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,11:53:54,Mohonk,24.529,8.54,102.5,0.06,-0.6,103.1,0.05,67,730.9,MHK,1.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,11:54:31,Mohonk,24.355,8.55,102.2,0.05,-0.58,103.1,0.05,67,730.9,MHK,1.5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,11:54:59,Mohonk,24.257,8.53,101.9,0.04,-0.59,103.2,0.05,67,730.9,MHK,1.75,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,11:55:34,Mohonk,23.692,8.52,100.7,0.09,-0.55,104,0.05,68,730.9,MHK,2,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,11:56:11,Mohonk,23.517,8.53,100.4,0.13,-0.52,103.8,0.05,67,731,MHK,2.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,11:56:38,Mohonk,23.166,8.74,102.2,0.11,-0.52,103.6,0.05,67,731.2,MHK,2.5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,11:57:09,Mohonk,22.883,8.87,103.2,0.11,-0.47,103.1,0.05,67,730.9,MHK,2.75,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,11:57:36,Mohonk,22.728,8.85,102.7,0.11,-0.44,103.1,0.05,67,731,MHK,3,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,11:58:09,Mohonk,22.397,8.82,101.6,0.18,-0.45,103.5,0.05,67,731.1,MHK,3.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,11:58:36,Mohonk,22.171,8.75,100.4,0.15,-0.43,103.5,0.05,67,731,MHK,3.5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,11:59:00,Mohonk,21.89,8.8,100.5,0.24,-0.36,103.3,0.05,67,730.9,MHK,3.75,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,11:59:27,Mohonk,21.257,8.66,97.7,0.2,-0.37,103,0.05,67,730.9,MHK,4,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,11:59:59,Mohonk,20.114,9.4,103.6,0.23,-0.29,103.8,0.05,67,730.9,MHK,4.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:00:49,Mohonk,18.446,11.04,117.7,0.39,-0.14,103.7,0.05,67,730.9,MHK,4.5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:01:19,Mohonk,18.091,11.58,122.6,0.37,-0.12,103.5,0.05,67,730.9,MHK,4.75,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:01:52,Mohonk,16.987,11.94,123.5,0.41,-0.08,103.5,0.05,67,730.9,MHK,5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:02:09,Mohonk,16.841,12.02,123.9,0.37,-0.08,103.5,0.05,67,730.9,MHK,5.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:03:06,Mohonk,16.192,12.24,124.6,0.45,0.06,103.5,0.05,67,730.9,MHK,5.5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:03:36,Mohonk,15.346,12.79,127.9,0.42,0.02,103.4,0.05,67,730.8,MHK,5.75,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:04:10,Mohonk,14.704,13.15,129.6,0.44,0.08,103.3,0.05,67,730.8,MHK,6,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:04:35,Mohonk,13.542,13.42,129,0.53,0.17,104,0.05,68,730.8,MHK,6.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:05:01,Mohonk,12.589,13.46,126.6,0.46,0.19,102.8,0.05,67,730.8,MHK,6.5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:05:31,Mohonk,11.23,13.45,122.7,0.41,0.17,101.8,0.05,66,730.6,MHK,6.75,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:05:58,Mohonk,10.902,13.4,121.3,0.38,0.21,101.3,0.05,66,730.8,MHK,7,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:06:34,Mohonk,10.277,13.28,118.4,0.32,0.26,101.7,0.05,66,730.7,MHK,7.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:06:58,Mohonk,10.039,13.17,116.8,0.36,0.27,101.1,0.05,66,730.7,MHK,7.5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:07:31,Mohonk,9.48,13.02,114,0.39,0.3,101.6,0.05,66,730.8,MHK,7.75,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:08:05,Mohonk,9.202,12.78,111.1,0.41,0.4,101.1,0.05,66,730.7,MHK,8,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:08:37,Mohonk,8.652,12.38,106.3,0.44,0.38,101,0.05,66,730.7,MHK,8.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:09:14,Mohonk,8.444,11.95,102,0.46,0.45,101.3,0.05,66,730.7,MHK,8.5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:09:45,Mohonk,8.013,11.32,95.6,0.64,0.5,101.7,0.05,66,730.8,MHK,8.75,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:10:00,Mohonk,7.965,11.07,93.4,0.47,0.51,101.8,0.05,66,730.8,MHK,9,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:10:28,Mohonk,7.682,10.51,88.1,0.58,0.52,101.8,0.05,66,730.6,MHK,9.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:10:55,Mohonk,7.437,9.82,81.8,0.61,0.54,101.8,0.05,66,730.6,MHK,9.5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:11:19,Mohonk,7.284,9.29,77.1,0.6,0.58,102.1,0.05,66,730.6,MHK,9.75,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:11:44,Mohonk,6.993,8.42,69.4,0.44,0.49,103.3,0.05,67,730.6,MHK,10,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:12:12,Mohonk,6.746,7.08,57.9,0.43,0.49,104.3,0.05,68,730.6,MHK,10.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:12:35,Mohonk,6.544,6.18,50.4,0.39,0.57,105.2,0.05,68,730.6,MHK,10.5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:13:03,Mohonk,6.363,5.42,44,0.37,0.49,105.6,0.05,69,730.7,MHK,10.75,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:13:37,Mohonk,6.167,4.19,33.8,0.27,0.52,106.9,0.05,69,730.6,MHK,11,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:14:05,Mohonk,6.107,3.51,28.3,0.25,0.47,107.2,0.05,70,730.6,MHK,11.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:14:34,Mohonk,6.021,2.69,21.6,0.17,0.49,108,0.05,70,730.6,MHK,11.5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:15:05,Mohonk,5.961,1.92,15.4,0.16,0.5,108.5,0.05,71,730.6,MHK,11.75,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
6/30/2026,12:15:36,Mohonk,5.897,1.45,11.6,1.14,2.01,109.7,0.05,71,730.6,MHK,12,NA,NA,NA,NA,41.766,-74.158,379,2026-06-30
