Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,pH,latitude,longitude,altitude_m,date
6/3/2026,10:23:55,Mohonk,18.186,8.97,95.1,0.17,-0.22,98.2,0.05,64,734.4,MHK,0,NA,NA,NA,NA,41.766,-74.158,379,2026-06-03
6/3/2026,10:24:37,Mohonk,18.14,9.43,99.9,0.21,-0.19,98.8,0.05,64,734.5,MHK,0.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-03
6/3/2026,10:25:11,Mohonk,18.076,9.43,99.8,0.16,-0.18,99.3,0.05,65,734.4,MHK,0.5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-03
6/3/2026,10:25:41,Mohonk,17.996,9.43,99.7,0.16,-0.14,99.2,0.05,64,734.4,MHK,0.75,NA,NA,NA,NA,41.766,-74.158,379,2026-06-03
6/3/2026,10:26:36,Mohonk,17.536,9.46,99,0.23,-0.1,99.2,0.05,64,734.5,MHK,1,NA,NA,NA,NA,41.766,-74.158,379,2026-06-03
6/3/2026,10:27:05,Mohonk,17.472,9.47,98.9,0.31,-0.08,99.4,0.05,65,734.5,MHK,1.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-03
6/3/2026,10:27:47,Mohonk,17.381,9.48,98.9,0.26,-0.07,99.4,0.05,65,734.4,MHK,1.5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-03
6/3/2026,10:28:17,Mohonk,17.315,9.48,98.7,0.25,-0.08,99.4,0.05,65,734.4,MHK,1.75,NA,NA,NA,NA,41.766,-74.158,379,2026-06-03
6/3/2026,10:28:53,Mohonk,17.299,9.47,98.6,0.2,-0.08,99.4,0.05,65,734.5,MHK,2,NA,NA,NA,NA,41.766,-74.158,379,2026-06-03
6/3/2026,10:29:35,Mohonk,17.288,9.43,98.2,0.19,-0.06,99.4,0.05,65,734.5,MHK,2.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-03
6/3/2026,10:30:04,Mohonk,17.268,9.4,97.8,0.23,-0.07,99.5,0.05,65,734.5,MHK,2.5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-03
6/3/2026,10:30:55,Mohonk,17.078,9.42,97.6,0.3,0,99.8,0.05,65,734.4,MHK,2.75,NA,NA,NA,NA,41.766,-74.158,379,2026-06-03
6/3/2026,10:31:24,Mohonk,17.017,9.54,98.8,0.34,-0.01,99.5,0.05,65,734.5,MHK,3,NA,NA,NA,NA,41.766,-74.158,379,2026-06-03
6/3/2026,10:31:57,Mohonk,16.949,9.6,99.2,0.33,0.03,99.5,0.05,65,734.5,MHK,3.25,NA,NA,NA,NA,41.766,-74.158,379,2026-06-03
6/3/2026,10:32:33,Mohonk,16.85,9.6,99.1,0.35,0.01,99.5,0.05,65,734.5,MHK,3.5,NA,NA,NA,NA,41.766,-74.158,379,2026-06-03
